T,1,1000,1000
V,1,1,44
V,1,2,41,1
V,1,3,2,2
V,1,4,5,3
V,1,5,10,4
V,1,6,12,5
V,1,7,2,6
V,1,8,15,7
T,2,1000,1000
V,2,1,72
V,2,2,80,1
V,2,3,42,2
V,2,4,6,3
V,2,5,58,4
T,3,2000,2000
V,3,1,192
V,3,2,57,1
V,3,3,24,2
V,3,4,537,3
V,3,5,67,4
V,3,6,296,5
V,3,7,60,6
T,4,10000,10000
V,4,1,79
V,4,2,117,1
V,4,3,225,2
V,4,4,22,3
V,4,5,236,4
V,4,6,19,5
V,4,7,29,6
V,4,8,38,7
V,4,9,47,8
T,5,10000,10000
V,5,1,35
V,5,2,2468,1
V,5,3,1025,2
V,5,4,109,3
V,5,5,930,4
V,5,6,650,5
V,5,7,989,6
V,5,8,1847,7
T,6,10000,10000
V,6,1,222
V,6,2,346,1
V,6,3,579,2
V,6,4,1330,3
V,6,5,1089,4
T,7,10000,10000
V,7,1,817
V,7,2,213,1
V,7,3,183,2
V,7,4,296,3
V,7,5,639,4
V,7,6,1705,5
V,7,7,592,6
V,7,8,1026,7
V,7,9,2470,8
V,7,10,956,9
T,8,10000,10000
V,8,1,11
V,8,2,19,1
V,8,3,9,2
V,8,4,33,3
V,8,5,22,4
V,8,6,23,5
V,8,7,23,6
V,8,8,21,7
V,8,9,22,8
T,9,10000,10000
V,9,1,129
V,9,2,153,1
V,9,3,1049,2
V,9,4,142,3
V,9,5,119,4
V,9,6,3954,5
T,10,10000,10000
V,10,1,1553
V,10,2,278,1
V,10,3,583,2
V,10,4,1667,3
V,10,5,185,4
V,10,6,2580,5
V,10,7,714,6
V,10,8,184,7
T,11,10000,10000
V,11,1,1461
V,11,2,1419,1
V,11,3,226,2
V,11,4,1409,3
V,11,5,562,4
V,11,6,1654,5
V,11,7,1291,6
V,11,8,244,7
T,12,10000,10000
V,12,1,1251
V,12,2,1404,1
V,12,3,1400,2
V,12,4,36,3
V,12,5,117,4
V,12,6,754,5
V,12,7,10,6
V,12,8,1885,7
T,13,10000,10000
V,13,1,121
V,13,2,1339,1
V,13,3,555,2
V,13,4,111,3
V,13,5,135,4
V,13,6,1301,5
V,13,7,2081,6
V,13,8,1142,7
V,13,9,1335,8
T,14,10000,10000
V,14,1,5
V,14,2,1,1
V,14,3,24,2
V,14,4,2,3
V,14,5,14,4
V,14,6,7,5
T,15,20000,20000
V,15,1,863
V,15,2,1194,1
V,15,3,1974,2
V,15,4,2566,3
V,15,5,1492,4
V,15,6,1817,5
V,15,7,1123,6
V,15,8,3576,7
T,16,20000,20000
V,16,1,518
V,16,2,1050,1
V,16,3,415,2
V,16,4,110,3
V,16,5,4467,4
V,16,6,1290,5
V,16,7,1005,6
V,16,8,437,7
T,17,20000,20000
V,17,1,309
V,17,2,41,1
V,17,3,147,2
V,17,4,978,3
V,17,5,741,4
V,17,6,729,5
V,17,7,2008,6
V,17,8,203,7
T,18,20000,20000
V,18,1,342
V,18,2,383,1
V,18,3,1113,2
V,18,4,168,3
V,18,5,567,4
V,18,6,721,5
T,19,50000,50000
V,19,1,5706
V,19,2,2134,1
V,19,3,3993,2
V,19,4,5888,3
V,19,5,1528,4
V,19,6,6973,5
V,19,7,125,6
V,19,8,3730,7
V,19,9,3815,8
T,20,50000,50000
V,20,1,1348
V,20,2,2859,1
V,20,3,253,2
V,20,4,717,3
V,20,5,318,4
V,20,6,261,5
V,20,7,5774,6
V,20,8,6161,7
V,20,9,283,8
V,20,10,1262,9
T,21,50000,50000
V,21,1,131
V,21,2,286,1
V,21,3,431,2
V,21,4,1080,3
V,21,5,1796,4
V,21,6,737,5
V,21,7,52,6
V,21,8,1748,7
V,21,9,8176,8
T,22,50000,50000
V,22,1,2174
V,22,2,4031,1
V,22,3,3161,2
V,22,4,2770,3
V,22,5,3357,4
V,22,6,3933,5
V,22,7,5605,6
V,22,8,10974,7
V,22,9,3,8
T,23,100000,100000
V,23,1,1768
V,23,2,5556,1
V,23,3,4998,2
V,23,4,6669,3
V,23,5,9639,4
T,24,200000,200000
V,24,1,10130
V,24,2,9725,1
V,24,3,1221,2
V,24,4,896,3
V,24,5,13691,4
V,24,6,1084,5
V,24,7,5827,6
V,24,8,15899,7
V,24,9,11813,8
V,24,10,14882,9
