T,1,2000,2000
V,1,1,3
V,1,2,17,1
V,1,3,18,2
V,1,4,40,3
V,1,5,37,4
V,1,6,47,5
V,1,7,2,6
V,1,8,7,7
T,2,10000,10000
V,2,1,4
V,2,2,3,1
V,2,3,1,2
V,2,4,7,3
V,2,5,35,4
T,3,10000,10000
V,3,1,66
V,3,2,261,1
V,3,3,155,2
V,3,4,86,3
V,3,5,88,4
V,3,6,265,5
V,3,7,512,6
V,3,8,368,7
V,3,9,45,8
V,3,10,227,9
T,4,10000,10000
V,4,1,45
V,4,2,133,1
V,4,3,200,2
V,4,4,35,3
V,4,5,158,4
V,4,6,41,5
V,4,7,238,6
T,5,10000,10000
V,5,1,192
V,5,2,86,1
V,5,3,116,2
V,5,4,246,3
V,5,5,29,4
V,5,6,16,5
V,5,7,568,6
V,5,8,63,7
T,6,10000,10000
V,6,1,273
V,6,2,7,1
V,6,3,8,2
V,6,4,40,3
V,6,5,36,4
V,6,6,44,5
V,6,7,116,6
V,6,8,34,7
V,6,9,17,8
V,6,10,77,9
T,7,10000,10000
V,7,1,35
V,7,2,187,1
V,7,3,155,2
V,7,4,225,3
V,7,5,127,4
V,7,6,44,5
T,8,10000,10000
V,8,1,51
V,8,2,64,1
V,8,3,97,2
V,8,4,41,3
V,8,5,4,4
V,8,6,99,5
T,9,20000,20000
V,9,1,114
V,9,2,76,1
V,9,3,249,2
V,9,4,266,3
V,9,5,185,4
V,9,6,105,5
V,9,7,229,6
T,10,20000,20000
V,10,1,4
V,10,2,20,1
V,10,3,6,2
V,10,4,10,3
V,10,5,42,4
V,10,6,6,5
V,10,7,9,6
V,10,8,3,7
V,10,9,8,8
V,10,10,3,9
T,11,50000,50000
V,11,1,124
V,11,2,74,1
V,11,3,673,2
V,11,4,558,3
V,11,5,835,4
V,11,6,205,5
V,11,7,16,6
T,12,50000,50000
V,12,1,400
V,12,2,89,1
V,12,3,226,2
V,12,4,716,3
V,12,5,1168,4
V,12,6,23,5
V,12,7,433,6
T,13,100000,100000
V,13,1,641
V,13,2,1577,1
V,13,3,7015,2
V,13,4,1198,3
V,13,5,783,4
T,14,100000,100000
V,14,1,621
V,14,2,163,1
V,14,3,944,2
V,14,4,524,3
V,14,5,733,4
V,14,6,105,5
V,14,7,150,6
V,14,8,1409,7
V,14,9,1031,8
V,14,10,799,9
T,15,100000,100000
V,15,1,2
V,15,2,34,1
V,15,3,78,2
V,15,4,93,3
V,15,5,41,4
V,15,6,19,5
V,15,7,14,6
V,15,8,12,7
V,15,9,102,8
T,16,200000,200000
V,16,1,3541
V,16,2,9230,1
V,16,3,4655,2
V,16,4,157,3
V,16,5,13332,4
