T,1,1000,1000
V,1,1,1
V,1,2,4,1
V,1,3,17,2
V,1,4,5,3
V,1,5,7,4
V,1,6,4,5
V,1,7,4,6
T,2,5000,5000
V,2,1,124
V,2,2,185,1
V,2,3,44,2
V,2,4,12,3
V,2,5,3,4
V,2,6,111,5
V,2,7,2,6
V,2,8,48,7
V,2,9,41,8
V,2,10,152,9
T,3,10000,10000
V,3,1,605
V,3,2,644,1
V,3,3,34,2
V,3,4,150,3
V,3,5,68,4
T,4,10000,10000
V,4,1,212
V,4,2,93,1
V,4,3,269,2
V,4,4,137,3
V,4,5,74,4
V,4,6,38,5
V,4,7,9,6
V,4,8,172,7
T,5,10000,10000
V,5,1,2
V,5,2,18,1
V,5,3,19,2
V,5,4,45,3
V,5,5,33,4
V,5,6,27,5
V,5,7,60,6
V,5,8,71,7
V,5,9,14,8
T,6,10000,10000
V,6,1,61
V,6,2,523,1
V,6,3,180,2
V,6,4,439,3
V,6,5,156,4
V,6,6,28,5
V,6,7,130,6
V,6,8,2054,7
T,7,10000,10000
V,7,1,2
V,7,2,10,1
V,7,3,1,2
V,7,4,15,3
V,7,5,17,4
T,8,20000,20000
V,8,1,11
V,8,2,324,1
V,8,3,78,2
V,8,4,347,3
V,8,5,202,4
T,9,20000,20000
V,9,1,4
V,9,2,2,1
V,9,3,12,2
V,9,4,14,3
V,9,5,1,4
V,9,6,47,5
T,10,20000,20000
V,10,1,48
V,10,2,42,1
V,10,3,99,2
V,10,4,205,3
V,10,5,8,4
V,10,6,36,5
V,10,7,39,6
V,10,8,55,7
V,10,9,311,8
T,11,20000,20000
V,11,1,9
V,11,2,14,1
V,11,3,1,2
V,11,4,2,3
V,11,5,3,4
V,11,6,32,5
V,11,7,6,6
V,11,8,8,7
V,11,9,2,8
V,11,10,1,9
T,12,20000,20000
V,12,1,327
V,12,2,412,1
V,12,3,606,2
V,12,4,98,3
V,12,5,139,4
V,12,6,175,5
V,12,7,674,6
V,12,8,12,7
T,13,20000,20000
V,13,1,24
V,13,2,130,1
V,13,3,80,2
V,13,4,68,3
V,13,5,96,4
V,13,6,216,5
V,13,7,253,6
T,14,20000,20000
V,14,1,52
V,14,2,218,1
V,14,3,26,2
V,14,4,106,3
V,14,5,33,4
V,14,6,130,5
V,14,7,10,6
T,15,100000,100000
V,15,1,383
V,15,2,588,1
V,15,3,412,2
V,15,4,930,3
V,15,5,209,4
V,15,6,178,5
V,15,7,223,6
V,15,8,168,7
V,15,9,26,8
V,15,10,764,9
T,16,100000,100000
V,16,1,5
V,16,2,1998,1
V,16,3,706,2
V,16,4,453,3
V,16,5,1913,4
