T,1,1000,1000
V,1,1,103
V,1,2,12,1
V,1,3,8,2
V,1,4,8,3
V,1,5,136,4
V,1,6,105,5
V,1,7,4,6
V,1,8,126,7
T,2,1000,1000
V,2,1,116
V,2,2,122,1
V,2,3,107,2
V,2,4,10,3
V,2,5,116,4
V,2,6,10,5
V,2,7,24,6
V,2,8,63,7
V,2,9,60,8
V,2,10,50,9
T,3,2000,2000
V,3,1,220
V,3,2,38,1
V,3,3,53,2
V,3,4,127,3
V,3,5,66,4
V,3,6,16,5
V,3,7,26,6
V,3,8,39,7
V,3,9,82,8
V,3,10,56,9
T,4,5000,5000
V,4,1,17
V,4,2,39,1
V,4,3,44,2
V,4,4,38,3
V,4,5,709,4
T,5,10000,10000
V,5,1,998
V,5,2,280,1
V,5,3,625,2
V,5,4,222,3
V,5,5,595,4
V,5,6,1278,5
V,5,7,164,6
T,6,10000,10000
V,6,1,158
V,6,2,66,1
V,6,3,41,2
V,6,4,68,3
V,6,5,81,4
T,7,10000,10000
V,7,1,42
V,7,2,89,1
V,7,3,3,2
V,7,4,59,3
V,7,5,13,4
V,7,6,16,5
V,7,7,28,6
V,7,8,44,7
V,7,9,36,8
V,7,10,71,9
T,8,10000,10000
V,8,1,192
V,8,2,78,1
V,8,3,57,2
V,8,4,179,3
V,8,5,253,4
T,9,10000,10000
V,9,1,473
V,9,2,2029,1
V,9,3,887,2
V,9,4,81,3
V,9,5,599,4
V,9,6,309,5
V,9,7,134,6
V,9,8,597,7
T,10,10000,10000
V,10,1,4
V,10,2,663,1
V,10,3,14,2
V,10,4,192,3
V,10,5,346,4
V,10,6,278,5
V,10,7,89,6
V,10,8,383,7
V,10,9,62,8
V,10,10,127,9
T,11,10000,10000
V,11,1,536
V,11,2,84,1
V,11,3,22,2
V,11,4,359,3
V,11,5,33,4
V,11,6,355,5
V,11,7,515,6
T,12,20000,20000
V,12,1,94
V,12,2,28,1
V,12,3,134,2
V,12,4,79,3
V,12,5,21,4
V,12,6,199,5
T,13,20000,20000
V,13,1,389
V,13,2,51,1
V,13,3,30,2
V,13,4,11,3
V,13,5,151,4
V,13,6,38,5
V,13,7,217,6
V,13,8,56,7
V,13,9,290,8
T,14,20000,20000
V,14,1,1561
V,14,2,4,1
V,14,3,60,2
V,14,4,192,3
V,14,5,256,4
V,14,6,77,5
V,14,7,276,6
V,14,8,118,7
V,14,9,344,8
T,15,20000,20000
V,15,1,29
V,15,2,93,1
V,15,3,1,2
V,15,4,18,3
V,15,5,37,4
V,15,6,23,5
V,15,7,1,6
T,16,20000,20000
V,16,1,695
V,16,2,1230,1
V,16,3,1060,2
V,16,4,340,3
V,16,5,798,4
V,16,6,24,5
T,17,20000,20000
V,17,1,2211
V,17,2,6090,1
V,17,3,567,2
V,17,4,2283,3
V,17,5,260,4
V,17,6,6926,5
T,18,20000,20000
V,18,1,103
V,18,2,615,1
V,18,3,1411,2
V,18,4,35,3
V,18,5,87,4
V,18,6,471,5
V,18,7,601,6
T,19,100000,100000
V,19,1,919
V,19,2,5066,1
V,19,3,8328,2
V,19,4,4676,3
V,19,5,256,4
V,19,6,4081,5
V,19,7,1442,6
V,19,8,4206,7
V,19,9,7,8
V,19,10,532,9
T,20,100000,100000
V,20,1,2255
V,20,2,4711,1
V,20,3,1499,2
V,20,4,45164,3
V,20,5,1554,4
V,20,6,18737,5
V,20,7,1245,6
V,20,8,3568,7
V,20,9,9500,8
T,21,100000,100000
V,21,1,522
V,21,2,1343,1
V,21,3,138,2
V,21,4,1056,3
V,21,5,534,4
V,21,6,180,5
V,21,7,555,6
V,21,8,724,7
T,22,100000,100000
V,22,1,617
V,22,2,4110,1
V,22,3,2587,2
V,22,4,474,3
V,22,5,1383,4
V,22,6,6201,5
V,22,7,109,6
V,22,8,1949,7
T,23,100000,100000
V,23,1,485
V,23,2,154,1
V,23,3,196,2
V,23,4,67,3
V,23,5,433,4
V,23,6,299,5
T,24,200000,200000
V,24,1,7699
V,24,2,6276,1
V,24,3,2802,2
V,24,4,2039,3
V,24,5,18603,4
V,24,6,15389,5
