T,1,2000,2000
V,1,1,4
V,1,2,9,1
V,1,3,7,2
V,1,4,14,3
V,1,5,12,4
V,1,6,2,5
V,1,7,3,6
V,1,8,9,7
T,2,2000,2000
V,2,1,63
V,2,2,47,1
V,2,3,19,2
V,2,4,107,3
V,2,5,185,4
V,2,6,74,5
T,3,2000,2000
V,3,1,128
V,3,2,344,1
V,3,3,97,2
V,3,4,30,3
V,3,5,380,4
T,4,5000,5000
V,4,1,226
V,4,2,51,1
V,4,3,5,2
V,4,4,29,3
V,4,5,214,4
V,4,6,4,5
V,4,7,156,6
T,5,10000,10000
V,5,1,1
V,5,2,2,1
V,5,3,2,2
V,5,4,4,3
V,5,5,3,4
V,5,6,2,5
V,5,7,2,6
V,5,8,5,7
V,5,9,11,8
V,5,10,6,9
T,6,10000,10000
V,6,1,223
V,6,2,91,1
V,6,3,101,2
V,6,4,68,3
V,6,5,197,4
T,7,10000,10000
V,7,1,329
V,7,2,710,1
V,7,3,93,2
V,7,4,140,3
V,7,5,482,4
T,8,10000,10000
V,8,1,310
V,8,2,509,1
V,8,3,672,2
V,8,4,177,3
V,8,5,74,4
V,8,6,1482,5
V,8,7,3095,6
V,8,8,1492,7
V,8,9,1558,8
T,9,10000,10000
V,9,1,58
V,9,2,10,1
V,9,3,103,2
V,9,4,18,3
V,9,5,127,4
V,9,6,54,5
V,9,7,11,6
V,9,8,101,7
V,9,9,150,8
V,9,10,4,9
T,10,10000,10000
V,10,1,923
V,10,2,91,1
V,10,3,65,2
V,10,4,740,3
V,10,5,2122,4
T,11,10000,10000
V,11,1,267
V,11,2,22,1
V,11,3,33,2
V,11,4,65,3
V,11,5,377,4
T,12,10000,10000
V,12,1,2049
V,12,2,1406,1
V,12,3,319,2
V,12,4,329,3
V,12,5,968,4
V,12,6,110,5
V,12,7,57,6
V,12,8,2380,7
V,12,9,159,8
T,13,20000,20000
V,13,1,971
V,13,2,124,1
V,13,3,1037,2
V,13,4,1948,3
V,13,5,8168,4
T,14,20000,20000
V,14,1,12
V,14,2,15,1
V,14,3,26,2
V,14,4,4,3
V,14,5,23,4
V,14,6,6,5
V,14,7,15,6
V,14,8,9,7
V,14,9,4,8
T,15,20000,20000
V,15,1,858
V,15,2,127,1
V,15,3,14,2
V,15,4,949,3
V,15,5,253,4
V,15,6,384,5
V,15,7,481,6
V,15,8,5,7
V,15,9,658,8
V,15,10,82,9
T,16,20000,20000
V,16,1,110
V,16,2,9,1
V,16,3,56,2
V,16,4,155,3
V,16,5,230,4
V,16,6,164,5
V,16,7,161,6
V,16,8,75,7
T,17,20000,20000
V,17,1,130
V,17,2,75,1
V,17,3,178,2
V,17,4,33,3
V,17,5,85,4
V,17,6,88,5
V,17,7,45,6
V,17,8,52,7
V,17,9,94,8
T,18,20000,20000
V,18,1,1179
V,18,2,498,1
V,18,3,616,2
V,18,4,803,3
V,18,5,3073,4
V,18,6,1244,5
V,18,7,1011,6
T,19,20000,20000
V,19,1,48
V,19,2,667,1
V,19,3,247,2
V,19,4,61,3
V,19,5,1373,4
V,19,6,305,5
V,19,7,671,6
V,19,8,89,7
T,20,20000,20000
V,20,1,140
V,20,2,1549,1
V,20,3,627,2
V,20,4,442,3
V,20,5,622,4
V,20,6,1502,5
V,20,7,842,6
V,20,8,1837,7
V,20,9,151,8
T,21,20000,20000
V,21,1,723
V,21,2,915,1
V,21,3,584,2
V,21,4,946,3
V,21,5,1394,4
V,21,6,866,5
V,21,7,816,6
V,21,8,732,7
V,21,9,431,8
T,22,20000,20000
V,22,1,976
V,22,2,1062,1
V,22,3,210,2
V,22,4,2782,3
V,22,5,722,4
V,22,6,253,5
V,22,7,882,6
V,22,8,504,7
T,23,100000,100000
V,23,1,933
V,23,2,5231,1
V,23,3,8418,2
V,23,4,1511,3
V,23,5,1335,4
V,23,6,2860,5
V,23,7,2451,6
V,23,8,2348,7
V,23,9,2478,8
T,24,200000,200000
V,24,1,566
V,24,2,1136,1
V,24,3,2079,2
V,24,4,83,3
V,24,5,1908,4
V,24,6,3740,5
V,24,7,6883,6
V,24,8,2435,7
V,24,9,2453,8
V,24,10,2852,9
