T,1,1000,1000
V,1,1,6
V,1,2,2,1
V,1,3,2,2
V,1,4,4,3
V,1,5,5,4
V,1,6,9,5
V,1,7,5,6
V,1,8,1,7
V,1,9,2,8
T,2,5000,5000
V,2,1,16
V,2,2,37,1
V,2,3,72,2
V,2,4,9,3
V,2,5,5,4
V,2,6,4,5
V,2,7,5,6
V,2,8,14,7
T,3,10000,10000
V,3,1,119
V,3,2,83,1
V,3,3,170,2
V,3,4,78,3
V,3,5,156,4
T,4,10000,10000
V,4,1,19
V,4,2,19,1
V,4,3,28,2
V,4,4,24,3
V,4,5,29,4
V,4,6,10,5
V,4,7,39,6
V,4,8,15,7
V,4,9,52,8
T,5,10000,10000
V,5,1,2
V,5,2,55,1
V,5,3,7,2
V,5,4,4,3
V,5,5,10,4
V,5,6,5,5
V,5,7,26,6
T,6,10000,10000
V,6,1,172
V,6,2,21,1
V,6,3,23,2
V,6,4,40,3
V,6,5,44,4
V,6,6,13,5
V,6,7,28,6
T,7,20000,20000
V,7,1,13
V,7,2,3,1
V,7,3,58,2
V,7,4,29,3
V,7,5,23,4
T,8,20000,20000
V,8,1,47
V,8,2,5,1
V,8,3,21,2
V,8,4,3,3
V,8,5,4,4
V,8,6,10,5
V,8,7,1,6
T,9,20000,20000
V,9,1,9
V,9,2,116,1
V,9,3,127,2
V,9,4,551,3
V,9,5,78,4
V,9,6,41,5
T,10,20000,20000
V,10,1,1533
V,10,2,27,1
V,10,3,789,2
V,10,4,267,3
V,10,5,968,4
T,11,50000,50000
V,11,1,298
V,11,2,583,1
V,11,3,20,2
V,11,4,120,3
V,11,5,199,4
V,11,6,193,5
V,11,7,424,6
V,11,8,73,7
V,11,9,1062,8
T,12,100000,100000
V,12,1,5362
V,12,2,149,1
V,12,3,8746,2
V,12,4,13866,3
V,12,5,73,4
V,12,6,3257,5
