T,1,2000,2000
V,1,1,1
V,1,2,2,1
V,1,3,7,2
V,1,4,5,3
V,1,5,4,4
V,1,6,5,5
V,1,7,7,6
V,1,8,41,7
T,2,2000,2000
V,2,1,11
V,2,2,98,1
V,2,3,54,2
V,2,4,39,3
V,2,5,17,4
V,2,6,117,5
V,2,7,36,6
T,3,10000,10000
V,3,1,71
V,3,2,79,1
V,3,3,75,2
V,3,4,15,3
V,3,5,37,4
V,3,6,17,5
V,3,7,28,6
V,3,8,177,7
V,3,9,21,8
T,4,10000,10000
V,4,1,184
V,4,2,60,1
V,4,3,69,2
V,4,4,327,3
V,4,5,80,4
V,4,6,69,5
T,5,10000,10000
V,5,1,75
V,5,2,221,1
V,5,3,13,2
V,5,4,28,3
V,5,5,23,4
V,5,6,7,5
V,5,7,38,6
V,5,8,25,7
V,5,9,35,8
T,6,10000,10000
V,6,1,1
V,6,2,1,1
V,6,3,1,2
V,6,4,1,3
V,6,5,1,4
V,6,6,1,5
V,6,7,1,6
V,6,8,1,7
V,6,9,1,8
T,7,10000,10000
V,7,1,130
V,7,2,745,1
V,7,3,300,2
V,7,4,191,3
V,7,5,7,4
V,7,6,10,5
T,8,10000,10000
V,8,1,6
V,8,2,39,1
V,8,3,5,2
V,8,4,60,3
V,8,5,277,4
V,8,6,34,5
T,9,10000,10000
V,9,1,15
V,9,2,85,1
V,9,3,19,2
V,9,4,41,3
V,9,5,36,4
V,9,6,31,5
V,9,7,15,6
V,9,8,6,7
V,9,9,8,8
T,10,20000,20000
V,10,1,5
V,10,2,32,1
V,10,3,115,2
V,10,4,105,3
V,10,5,18,4
V,10,6,39,5
V,10,7,163,6
V,10,8,16,7
V,10,9,200,8
T,11,20000,20000
V,11,1,47
V,11,2,182,1
V,11,3,718,2
V,11,4,308,3
V,11,5,21,4
V,11,6,127,5
V,11,7,226,6
T,12,100000,100000
V,12,1,717
V,12,2,2625,1
V,12,3,137,2
V,12,4,1697,3
V,12,5,878,4
V,12,6,2553,5
