T,1,20000,20000
V,1,1,1532
V,1,2,712,1
V,1,3,198,2
V,1,4,12,3
V,1,5,150,4
V,1,6,40,5
V,1,7,1534,6
V,1,8,6,7
T,2,20000,20000
V,2,1,1025
V,2,2,232,1
V,2,3,469,2
V,2,4,913,3
V,2,5,9,4
T,3,20000,20000
V,3,1,49
V,3,2,13,1
V,3,3,45,2
V,3,4,5,3
V,3,5,36,4
V,3,6,26,5
V,3,7,47,6
V,3,8,26,7
T,4,20000,20000
V,4,1,51
V,4,2,103,1
V,4,3,75,2
V,4,4,21,3
V,4,5,22,4
V,4,6,22,5
V,4,7,103,6
V,4,8,66,7
T,5,100000,100000
V,5,1,133
V,5,2,17,1
V,5,3,109,2
V,5,4,1818,3
V,5,5,16,4
V,5,6,1893,5
V,5,7,1361,6
T,6,100000,100000
V,6,1,224
V,6,2,17,1
V,6,3,7,2
V,6,4,365,3
V,6,5,51,4
V,6,6,10,5
V,6,7,517,6
V,6,8,744,7
T,7,200000,200000
V,7,1,183
V,7,2,2191,1
V,7,3,1609,2
V,7,4,181,3
V,7,5,824,4
V,7,6,127,5
V,7,7,145,6
V,7,8,2223,7
V,7,9,547,8
V,7,10,4038,9
T,8,1000000,1000000
V,8,1,40397
V,8,2,70403,1
V,8,3,6455,2
V,8,4,52604,3
V,8,5,63398,4
V,8,6,12181,5
V,8,7,14731,6
V,8,8,17245,7
V,8,9,6527,8
V,8,10,6575,9
