T,1,5000,5000
V,1,1,340
V,1,2,62,1
V,1,3,40,2
V,1,4,93,3
V,1,5,140,4
V,1,6,138,5
T,2,10000,10000
V,2,1,5
V,2,2,41,1
V,2,3,3,2
V,2,4,4,3
V,2,5,38,4
V,2,6,15,5
T,3,10000,10000
V,3,1,24
V,3,2,538,1
V,3,3,20,2
V,3,4,100,3
V,3,5,95,4
V,3,6,284,5
V,3,7,196,6
V,3,8,185,7
V,3,9,124,8
V,3,10,56,9
T,4,20000,20000
V,4,1,532
V,4,2,447,1
V,4,3,281,2
V,4,4,619,3
V,4,5,329,4
V,4,6,200,5
V,4,7,375,6
V,4,8,664,7
V,4,9,541,8
T,5,20000,20000
V,5,1,1216
V,5,2,68,1
V,5,3,448,2
V,5,4,220,3
V,5,5,626,4
T,6,20000,20000
V,6,1,530
V,6,2,117,1
V,6,3,246,2
V,6,4,37,3
V,6,5,14,4
T,7,100000,100000
V,7,1,57
V,7,2,146,1
V,7,3,1379,2
V,7,4,1213,3
V,7,5,1551,4
V,7,6,277,5
V,7,7,846,6
V,7,8,776,7
V,7,9,424,8
T,8,100000,100000
V,8,1,121
V,8,2,763,1
V,8,3,236,2
V,8,4,7,3
V,8,5,200,4
V,8,6,751,5
V,8,7,27,6
V,8,8,133,7
V,8,9,161,8
V,8,10,73,9
