T,1,2000,2000
V,1,1,12
V,1,2,1,1
V,1,3,1,2
V,1,4,10,3
V,1,5,64,4
T,2,2000,2000
V,2,1,2
V,2,2,22,1
V,2,3,6,2
V,2,4,4,3
V,2,5,25,4
V,2,6,6,5
V,2,7,25,6
V,2,8,34,7
T,3,2000,2000
V,3,1,6
V,3,2,10,1
V,3,3,22,2
V,3,4,21,3
V,3,5,9,4
V,3,6,16,5
V,3,7,9,6
V,3,8,23,7
T,4,5000,5000
V,4,1,20
V,4,2,25,1
V,4,3,38,2
V,4,4,17,3
V,4,5,18,4
V,4,6,86,5
T,5,10000,10000
V,5,1,15
V,5,2,16,1
V,5,3,10,2
V,5,4,9,3
V,5,5,8,4
V,5,6,2,5
V,5,7,1,6
V,5,8,23,7
V,5,9,8,8
V,5,10,29,9
T,6,10000,10000
V,6,1,13
V,6,2,18,1
V,6,3,14,2
V,6,4,37,3
V,6,5,18,4
V,6,6,3,5
V,6,7,13,6
V,6,8,22,7
V,6,9,4,8
T,7,10000,10000
V,7,1,32
V,7,2,393,1
V,7,3,80,2
V,7,4,45,3
V,7,5,4,4
V,7,6,89,5
T,8,10000,10000
V,8,1,83
V,8,2,10,1
V,8,3,129,2
V,8,4,78,3
V,8,5,50,4
V,8,6,196,5
V,8,7,8,6
V,8,8,4,7
V,8,9,3,8
T,9,10000,10000
V,9,1,28
V,9,2,96,1
V,9,3,3,2
V,9,4,22,3
V,9,5,16,4
V,9,6,13,5
V,9,7,58,6
T,10,10000,10000
V,10,1,558
V,10,2,65,1
V,10,3,62,2
V,10,4,7,3
V,10,5,68,4
V,10,6,179,5
V,10,7,17,6
V,10,8,268,7
V,10,9,148,8
T,11,10000,10000
V,11,1,5
V,11,2,2,1
V,11,3,12,2
V,11,4,28,3
V,11,5,179,4
V,11,6,31,5
V,11,7,91,6
V,11,8,22,7
V,11,9,95,8
V,11,10,10,9
T,12,10000,10000
V,12,1,132
V,12,2,61,1
V,12,3,23,2
V,12,4,898,3
V,12,5,482,4
V,12,6,145,5
T,13,10000,10000
V,13,1,15
V,13,2,80,1
V,13,3,99,2
V,13,4,15,3
V,13,5,11,4
V,13,6,55,5
V,13,7,2,6
V,13,8,34,7
V,13,9,11,8
T,14,10000,10000
V,14,1,286
V,14,2,174,1
V,14,3,68,2
V,14,4,383,3
V,14,5,53,4
T,15,10000,10000
V,15,1,1
V,15,2,1,1
V,15,3,1,2
V,15,4,6,3
V,15,5,7,4
V,15,6,13,5
V,15,7,1,6
V,15,8,2,7
V,15,9,1,8
V,15,10,1,9
T,16,20000,20000
V,16,1,777
V,16,2,22,1
V,16,3,29,2
V,16,4,4,3
V,16,5,52,4
V,16,6,23,5
T,17,20000,20000
V,17,1,7
V,17,2,17,1
V,17,3,12,2
V,17,4,32,3
V,17,5,2,4
T,18,20000,20000
V,18,1,54
V,18,2,13,1
V,18,3,43,2
V,18,4,50,3
V,18,5,428,4
V,18,6,135,5
T,19,20000,20000
V,19,1,451
V,19,2,236,1
V,19,3,25,2
V,19,4,106,3
V,19,5,897,4
V,19,6,95,5
T,20,20000,20000
V,20,1,221
V,20,2,184,1
V,20,3,112,2
V,20,4,76,3
V,20,5,23,4
V,20,6,31,5
V,20,7,145,6
V,20,8,36,7
V,20,9,2,8
V,20,10,130,9
T,21,20000,20000
V,21,1,95
V,21,2,115,1
V,21,3,141,2
V,21,4,1,3
V,21,5,293,4
V,21,6,69,5
T,22,20000,20000
V,22,1,105
V,22,2,87,1
V,22,3,115,2
V,22,4,67,3
V,22,5,8,4
V,22,6,71,5
V,22,7,77,6
V,22,8,26,7
V,22,9,31,8
V,22,10,81,9
T,23,20000,20000
V,23,1,993
V,23,2,264,1
V,23,3,125,2
V,23,4,162,3
V,23,5,769,4
T,24,20000,20000
V,24,1,17
V,24,2,61,1
V,24,3,39,2
V,24,4,4,3
V,24,5,50,4
V,24,6,14,5
V,24,7,53,6
V,24,8,11,7
V,24,9,5,8
V,24,10,68,9
T,25,50000,50000
V,25,1,78
V,25,2,85,1
V,25,3,21,2
V,25,4,14,3
V,25,5,95,4
V,25,6,86,5
V,25,7,5,6
V,25,8,64,7
V,25,9,39,8
T,26,50000,50000
V,26,1,271
V,26,2,268,1
V,26,3,473,2
V,26,4,1599,3
V,26,5,352,4
V,26,6,149,5
V,26,7,2605,6
T,27,100000,100000
V,27,1,88
V,27,2,1690,1
V,27,3,369,2
V,27,4,17,3
V,27,5,73,4
V,27,6,362,5
V,27,7,366,6
V,27,8,192,7
T,28,100000,100000
V,28,1,464
V,28,2,103,1
V,28,3,39,2
V,28,4,111,3
V,28,5,458,4
V,28,6,24,5
V,28,7,88,6
V,28,8,121,7
V,28,9,304,8
T,29,100000,100000
V,29,1,147
V,29,2,73,1
V,29,3,228,2
V,29,4,10,3
V,29,5,140,4
T,30,100000,100000
V,30,1,100
V,30,2,1294,1
V,30,3,2124,2
V,30,4,431,3
V,30,5,3669,4
T,31,100000,100000
V,31,1,134
V,31,2,246,1
V,31,3,224,2
V,31,4,32,3
V,31,5,35,4
V,31,6,18,5
V,31,7,114,6
V,31,8,7,7
V,31,9,159,8
T,32,200000,200000
V,32,1,6493
V,32,2,2292,1
V,32,3,1166,2
V,32,4,771,3
V,32,5,909,4
V,32,6,109,5
