T,1,1000,1000
V,1,1,2
V,1,2,1,1
V,1,3,4,2
V,1,4,4,3
V,1,5,3,4
T,2,1000,1000
V,2,1,8
V,2,2,89,1
V,2,3,55,2
V,2,4,33,3
V,2,5,24,4
V,2,6,10,5
V,2,7,33,6
T,3,5000,5000
V,3,1,1
V,3,2,1,1
V,3,3,1,2
V,3,4,1,3
V,3,5,1,4
V,3,6,1,5
V,3,7,1,6
V,3,8,1,7
V,3,9,1,8
T,4,10000,10000
V,4,1,11
V,4,2,33,1
V,4,3,9,2
V,4,4,10,3
V,4,5,35,4
V,4,6,5,5
T,5,10000,10000
V,5,1,42
V,5,2,65,1
V,5,3,170,2
V,5,4,296,3
V,5,5,33,4
V,5,6,51,5
V,5,7,206,6
V,5,8,41,7
V,5,9,79,8
T,6,10000,10000
V,6,1,59
V,6,2,344,1
V,6,3,5,2
V,6,4,98,3
V,6,5,76,4
V,6,6,5,5
V,6,7,39,6
V,6,8,43,7
V,6,9,250,8
V,6,10,64,9
T,7,10000,10000
V,7,1,121
V,7,2,16,1
V,7,3,43,2
V,7,4,771,3
V,7,5,88,4
V,7,6,226,5
T,8,10000,10000
V,8,1,8
V,8,2,9,1
V,8,3,21,2
V,8,4,1,3
V,8,5,4,4
V,8,6,34,5
V,8,7,13,6
V,8,8,3,7
V,8,9,2,8
T,9,10000,10000
V,9,1,510
V,9,2,84,1
V,9,3,861,2
V,9,4,82,3
V,9,5,185,4
V,9,6,189,5
V,9,7,13,6
V,9,8,36,7
V,9,9,97,8
V,9,10,261,9
T,10,10000,10000
V,10,1,11
V,10,2,19,1
V,10,3,58,2
V,10,4,84,3
V,10,5,53,4
V,10,6,106,5
V,10,7,280,6
T,11,20000,20000
V,11,1,129
V,11,2,350,1
V,11,3,31,2
V,11,4,88,3
V,11,5,27,4
V,11,6,65,5
V,11,7,360,6
V,11,8,26,7
V,11,9,14,8
T,12,20000,20000
V,12,1,62
V,12,2,14,1
V,12,3,126,2
V,12,4,6,3
V,12,5,44,4
V,12,6,93,5
V,12,7,15,6
V,12,8,17,7
V,12,9,96,8
T,13,20000,20000
V,13,1,197
V,13,2,682,1
V,13,3,502,2
V,13,4,51,3
V,13,5,259,4
V,13,6,39,5
T,14,20000,20000
V,14,1,241
V,14,2,80,1
V,14,3,137,2
V,14,4,36,3
V,14,5,10,4
V,14,6,103,5
V,14,7,60,6
V,14,8,27,7
V,14,9,3,8
V,14,10,101,9
T,15,20000,20000
V,15,1,77
V,15,2,29,1
V,15,3,102,2
V,15,4,6,3
V,15,5,41,4
V,15,6,149,5
V,15,7,33,6
V,15,8,29,7
V,15,9,37,8
V,15,10,275,9
T,16,20000,20000
V,16,1,19
V,16,2,23,1
V,16,3,22,2
V,16,4,5,3
V,16,5,25,4
V,16,6,7,5
V,16,7,6,6
V,16,8,2,7
V,16,9,1,8
T,17,50000,50000
V,17,1,53
V,17,2,491,1
V,17,3,596,2
V,17,4,5,3
V,17,5,1765,4
V,17,6,214,5
V,17,7,725,6
V,17,8,1538,7
T,18,100000,100000
V,18,1,421
V,18,2,549,1
V,18,3,364,2
V,18,4,374,3
V,18,5,51,4
V,18,6,134,5
T,19,100000,100000
V,19,1,300
V,19,2,90,1
V,19,3,167,2
V,19,4,50,3
V,19,5,392,4
V,19,6,55,5
V,19,7,239,6
V,19,8,224,7
V,19,9,91,8
T,20,100000,100000
V,20,1,382
V,20,2,22,1
V,20,3,58,2
V,20,4,97,3
V,20,5,133,4
V,20,6,71,5
V,20,7,55,6
V,20,8,192,7
V,20,9,59,8
V,20,10,5,9
T,21,100000,100000
V,21,1,1604
V,21,2,89,1
V,21,3,1231,2
V,21,4,484,3
V,21,5,842,4
V,21,6,246,5
V,21,7,300,6
V,21,8,4074,7
T,22,100000,100000
V,22,1,172
V,22,2,95,1
V,22,3,45,2
V,22,4,717,3
V,22,5,37,4
V,22,6,199,5
V,22,7,492,6
V,22,8,14,7
V,22,9,65,8
V,22,10,711,9
T,23,100000,100000
V,23,1,541
V,23,2,1696,1
V,23,3,917,2
V,23,4,309,3
V,23,5,580,4
V,23,6,1473,5
V,23,7,2588,6
V,23,8,3950,7
V,23,9,243,8
V,23,10,544,9
T,24,100000,100000
V,24,1,59
V,24,2,2016,1
V,24,3,2012,2
V,24,4,12,3
V,24,5,47,4
V,24,6,155,5
V,24,7,227,6
V,24,8,1038,7
V,24,9,1080,8
