T,1,1000,1000
V,1,1,36
V,1,2,4,1
V,1,3,21,2
V,1,4,17,3
V,1,5,37,4
V,1,6,2,5
V,1,7,12,6
V,1,8,12,7
T,2,10000,10000
V,2,1,10
V,2,2,14,1
V,2,3,3,2
V,2,4,54,3
V,2,5,29,4
V,2,6,38,5
T,3,10000,10000
V,3,1,365
V,3,2,136,1
V,3,3,8,2
V,3,4,70,3
V,3,5,186,4
V,3,6,31,5
T,4,10000,10000
V,4,1,26
V,4,2,57,1
V,4,3,36,2
V,4,4,6,3
V,4,5,1,4
V,4,6,3,5
V,4,7,123,6
V,4,8,76,7
V,4,9,6,8
V,4,10,38,9
T,5,10000,10000
V,5,1,6
V,5,2,6,1
V,5,3,25,2
V,5,4,13,3
V,5,5,12,4
V,5,6,4,5
V,5,7,57,6
V,5,8,4,7
V,5,9,14,8
V,5,10,1,9
T,6,20000,20000
V,6,1,87
V,6,2,362,1
V,6,3,138,2
V,6,4,23,3
V,6,5,59,4
V,6,6,285,5
T,7,20000,20000
V,7,1,20
V,7,2,16,1
V,7,3,14,2
V,7,4,35,3
V,7,5,22,4
V,7,6,14,5
V,7,7,72,6
V,7,8,27,7
V,7,9,17,8
V,7,10,31,9
T,8,20000,20000
V,8,1,52
V,8,2,11,1
V,8,3,142,2
V,8,4,30,3
V,8,5,23,4
V,8,6,122,5
V,8,7,73,6
T,9,20000,20000
V,9,1,579
V,9,2,219,1
V,9,3,204,2
V,9,4,66,3
V,9,5,1570,4
T,10,20000,20000
V,10,1,69
V,10,2,164,1
V,10,3,58,2
V,10,4,549,3
V,10,5,129,4
V,10,6,601,5
V,10,7,1608,6
V,10,8,283,7
T,11,20000,20000
V,11,1,78
V,11,2,28,1
V,11,3,66,2
V,11,4,45,3
V,11,5,136,4
V,11,6,213,5
T,12,20000,20000
V,12,1,8
V,12,2,5,1
V,12,3,10,2
V,12,4,2,3
V,12,5,5,4
V,12,6,6,5
V,12,7,2,6
V,12,8,2,7
V,12,9,2,8
T,13,50000,50000
V,13,1,1653
V,13,2,431,1
V,13,3,2089,2
V,13,4,1882,3
V,13,5,93,4
V,13,6,4706,5
V,13,7,853,6
V,13,8,1696,7
T,14,100000,100000
V,14,1,689
V,14,2,717,1
V,14,3,5929,2
V,14,4,5075,3
V,14,5,1759,4
V,14,6,317,5
V,14,7,673,6
V,14,8,2967,7
V,14,9,271,8
V,14,10,1968,9
T,15,100000,100000
V,15,1,57
V,15,2,1196,1
V,15,3,181,2
V,15,4,450,3
V,15,5,1802,4
V,15,6,633,5
V,15,7,833,6
T,16,100000,100000
V,16,1,790
V,16,2,1546,1
V,16,3,2757,2
V,16,4,635,3
V,16,5,1209,4
V,16,6,611,5
T,17,100000,100000
V,17,1,418
V,17,2,1392,1
V,17,3,179,2
V,17,4,160,3
V,17,5,266,4
V,17,6,184,5
T,18,100000,100000
V,18,1,1533
V,18,2,1042,1
V,18,3,1261,2
V,18,4,366,3
V,18,5,1568,4
V,18,6,677,5
T,19,100000,100000
V,19,1,43
V,19,2,5,1
V,19,3,671,2
V,19,4,35,3
V,19,5,92,4
V,19,6,443,5
V,19,7,212,6
V,19,8,9,7
T,20,100000,100000
V,20,1,37
V,20,2,41,1
V,20,3,81,2
V,20,4,43,3
V,20,5,27,4
V,20,6,30,5
V,20,7,35,6
V,20,8,38,7
T,21,100000,100000
V,21,1,426
V,21,2,408,1
V,21,3,354,2
V,21,4,747,3
V,21,5,762,4
V,21,6,349,5
V,21,7,1782,6
V,21,8,2157,7
V,21,9,665,8
T,22,200000,200000
V,22,1,193
V,22,2,369,1
V,22,3,30,2
V,22,4,22,3
V,22,5,9,4
V,22,6,451,5
V,22,7,138,6
V,22,8,765,7
V,22,9,63,8
V,22,10,381,9
T,23,200000,200000
V,23,1,1417
V,23,2,8347,1
V,23,3,1268,2
V,23,4,1504,3
V,23,5,1204,4
T,24,200000,200000
V,24,1,1391
V,24,2,678,1
V,24,3,627,2
V,24,4,166,3
V,24,5,4813,4
