T,1,10000,10000
V,1,1,152
V,1,2,116,1
V,1,3,251,2
V,1,4,41,3
V,1,5,58,4
V,1,6,290,5
V,1,7,61,6
V,1,8,274,7
V,1,9,116,8
T,2,20000,20000
V,2,1,42
V,2,2,18,1
V,2,3,26,2
V,2,4,20,3
V,2,5,12,4
T,3,20000,20000
V,3,1,766
V,3,2,73,1
V,3,3,3066,2
V,3,4,2346,3
V,3,5,2189,4
V,3,6,1953,5
V,3,7,2726,6
T,4,100000,100000
V,4,1,1277
V,4,2,1747,1
V,4,3,3788,2
V,4,4,67,3
V,4,5,276,4
V,4,6,2111,5
V,4,7,29095,6
V,4,8,2205,7
V,4,9,645,8
V,4,10,3780,9
T,5,100000,100000
V,5,1,514
V,5,2,5720,1
V,5,3,531,2
V,5,4,6529,3
V,5,5,1519,4
T,6,1000000,1000000
V,6,1,1362
V,6,2,268,1
V,6,3,361,2
V,6,4,1288,3
V,6,5,583,4
V,6,6,743,5
V,6,7,252,6
V,6,8,262,7
V,6,9,128,8
