T,1,5000,5000
V,1,1,35
V,1,2,116,1
V,1,3,90,2
V,1,4,64,3
V,1,5,183,4
V,1,6,27,5
T,2,10000,10000
V,2,1,545
V,2,2,40,1
V,2,3,826,2
V,2,4,439,3
V,2,5,123,4
V,2,6,170,5
T,3,10000,10000
V,3,1,98
V,3,2,28,1
V,3,3,274,2
V,3,4,35,3
V,3,5,270,4
T,4,10000,10000
V,4,1,75
V,4,2,34,1
V,4,3,153,2
V,4,4,23,3
V,4,5,58,4
V,4,6,34,5
V,4,7,14,6
T,5,10000,10000
V,5,1,129
V,5,2,323,1
V,5,3,239,2
V,5,4,20,3
V,5,5,654,4
T,6,10000,10000
V,6,1,46
V,6,2,316,1
V,6,3,714,2
V,6,4,585,3
V,6,5,181,4
V,6,6,159,5
V,6,7,611,6
V,6,8,243,7
V,6,9,407,8
T,7,20000,20000
V,7,1,45
V,7,2,302,1
V,7,3,59,2
V,7,4,122,3
V,7,5,480,4
V,7,6,28,5
V,7,7,30,6
V,7,8,29,7
V,7,9,789,8
T,8,20000,20000
V,8,1,828
V,8,2,5,1
V,8,3,1310,2
V,8,4,437,3
V,8,5,256,4
V,8,6,559,5
V,8,7,2197,6
T,9,20000,20000
V,9,1,340
V,9,2,172,1
V,9,3,26,2
V,9,4,176,3
V,9,5,196,4
V,9,6,1034,5
V,9,7,307,6
T,10,20000,20000
V,10,1,70
V,10,2,82,1
V,10,3,131,2
V,10,4,60,3
V,10,5,58,4
V,10,6,22,5
V,10,7,276,6
V,10,8,45,7
V,10,9,29,8
V,10,10,133,9
T,11,20000,20000
V,11,1,1240
V,11,2,722,1
V,11,3,409,2
V,11,4,1380,3
V,11,5,141,4
V,11,6,510,5
V,11,7,752,6
V,11,8,338,7
T,12,20000,20000
V,12,1,53
V,12,2,29,1
V,12,3,12,2
V,12,4,159,3
V,12,5,50,4
V,12,6,31,5
V,12,7,31,6
T,13,20000,20000
V,13,1,30
V,13,2,990,1
V,13,3,487,2
V,13,4,204,3
V,13,5,211,4
V,13,6,22,5
V,13,7,1,6
V,13,8,143,7
V,13,9,249,8
T,14,50000,50000
V,14,1,1223
V,14,2,205,1
V,14,3,216,2
V,14,4,823,3
V,14,5,440,4
V,14,6,432,5
V,14,7,420,6
V,14,8,360,7
V,14,9,469,8
T,15,50000,50000
V,15,1,2493
V,15,2,2795,1
V,15,3,138,2
V,15,4,3670,3
V,15,5,4516,4
V,15,6,3751,5
V,15,7,751,6
V,15,8,86,7
T,16,100000,100000
V,16,1,3151
V,16,2,1920,1
V,16,3,270,2
V,16,4,2562,3
V,16,5,2988,4
V,16,6,69,5
V,16,7,615,6
V,16,8,216,7
