T,1,5000,5000
V,1,1,271
V,1,2,310,1
V,1,3,145,2
V,1,4,340,3
V,1,5,993,4
V,1,6,1091,5
T,2,10000,10000
V,2,1,548
V,2,2,199,1
V,2,3,123,2
V,2,4,81,3
V,2,5,54,4
V,2,6,3,5
V,2,7,25,6
V,2,8,110,7
T,3,10000,10000
V,3,1,52
V,3,2,2,1
V,3,3,91,2
V,3,4,123,3
V,3,5,112,4
V,3,6,63,5
V,3,7,29,6
V,3,8,76,7
V,3,9,130,8
T,4,10000,10000
V,4,1,209
V,4,2,18,1
V,4,3,26,2
V,4,4,19,3
V,4,5,150,4
V,4,6,12,5
V,4,7,35,6
T,5,10000,10000
V,5,1,287
V,5,2,219,1
V,5,3,165,2
V,5,4,28,3
V,5,5,546,4
V,5,6,1113,5
V,5,7,1659,6
T,6,10000,10000
V,6,1,1386
V,6,2,21,1
V,6,3,14,2
V,6,4,331,3
V,6,5,125,4
V,6,6,435,5
V,6,7,16,6
V,6,8,1601,7
V,6,9,930,8
V,6,10,1014,9
T,7,10000,10000
V,7,1,459
V,7,2,260,1
V,7,3,707,2
V,7,4,769,3
V,7,5,223,4
V,7,6,1397,5
T,8,10000,10000
V,8,1,599
V,8,2,705,1
V,8,3,34,2
V,8,4,96,3
V,8,5,1685,4
V,8,6,1616,5
V,8,7,386,6
V,8,8,687,7
V,8,9,101,8
T,9,10000,10000
V,9,1,619
V,9,2,476,1
V,9,3,170,2
V,9,4,1609,3
V,9,5,73,4
V,9,6,557,5
V,9,7,343,6
T,10,10000,10000
V,10,1,853
V,10,2,2074,1
V,10,3,469,2
V,10,4,218,3
V,10,5,1900,4
V,10,6,420,5
V,10,7,1231,6
T,11,10000,10000
V,11,1,917
V,11,2,291,1
V,11,3,376,2
V,11,4,521,3
V,11,5,261,4
V,11,6,238,5
V,11,7,384,6
T,12,10000,10000
V,12,1,378
V,12,2,1089,1
V,12,3,476,2
V,12,4,204,3
V,12,5,186,4
T,13,10000,10000
V,13,1,48
V,13,2,160,1
V,13,3,39,2
V,13,4,63,3
V,13,5,246,4
V,13,6,347,5
V,13,7,337,6
V,13,8,567,7
T,14,20000,20000
V,14,1,1720
V,14,2,134,1
V,14,3,284,2
V,14,4,19,3
V,14,5,476,4
V,14,6,558,5
T,15,20000,20000
V,15,1,1282
V,15,2,3222,1
V,15,3,1946,2
V,15,4,1874,3
V,15,5,211,4
T,16,20000,20000
V,16,1,692
V,16,2,396,1
V,16,3,72,2
V,16,4,722,3
V,16,5,1134,4
V,16,6,146,5
V,16,7,118,6
V,16,8,124,7
T,17,20000,20000
V,17,1,1556
V,17,2,28,1
V,17,3,1383,2
V,17,4,2436,3
V,17,5,151,4
T,18,20000,20000
V,18,1,1210
V,18,2,806,1
V,18,3,360,2
V,18,4,288,3
V,18,5,1117,4
V,18,6,1622,5
V,18,7,335,6
V,18,8,524,7
T,19,20000,20000
V,19,1,2343
V,19,2,9,1
V,19,3,223,2
V,19,4,569,3
V,19,5,98,4
V,19,6,135,5
V,19,7,793,6
T,20,20000,20000
V,20,1,3625
V,20,2,146,1
V,20,3,849,2
V,20,4,3072,3
V,20,5,2458,4
V,20,6,939,5
V,20,7,975,6
V,20,8,30,7
V,20,9,659,8
T,21,20000,20000
V,21,1,202
V,21,2,213,1
V,21,3,81,2
V,21,4,9,3
V,21,5,28,4
V,21,6,662,5
V,21,7,452,6
V,21,8,165,7
T,22,20000,20000
V,22,1,345
V,22,2,214,1
V,22,3,35,2
V,22,4,92,3
V,22,5,1,4
V,22,6,752,5
V,22,7,449,6
V,22,8,7,7
V,22,9,488,8
V,22,10,153,9
T,23,20000,20000
V,23,1,1903
V,23,2,7061,1
V,23,3,811,2
V,23,4,2612,3
V,23,5,969,4
V,23,6,479,5
V,23,7,2291,6
T,24,20000,20000
V,24,1,419
V,24,2,37,1
V,24,3,270,2
V,24,4,2019,3
V,24,5,165,4
V,24,6,953,5
V,24,7,3050,6
T,25,50000,50000
V,25,1,2913
V,25,2,1043,1
V,25,3,1373,2
V,25,4,227,3
V,25,5,777,4
V,25,6,1540,5
V,25,7,3935,6
T,26,50000,50000
V,26,1,386
V,26,2,3770,1
V,26,3,671,2
V,26,4,56,3
V,26,5,540,4
V,26,6,3615,5
V,26,7,634,6
V,26,8,867,7
T,27,100000,100000
V,27,1,2336
V,27,2,1286,1
V,27,3,4059,2
V,27,4,187,3
V,27,5,1121,4
V,27,6,5099,5
T,28,100000,100000
V,28,1,808
V,28,2,1704,1
V,28,3,2014,2
V,28,4,1196,3
V,28,5,2809,4
V,28,6,793,5
T,29,100000,100000
V,29,1,496
V,29,2,1074,1
V,29,3,400,2
V,29,4,921,3
V,29,5,547,4
V,29,6,274,5
T,30,100000,100000
V,30,1,563
V,30,2,1999,1
V,30,3,1253,2
V,30,4,3778,3
V,30,5,10001,4
V,30,6,7446,5
V,30,7,1510,6
V,30,8,1736,7
V,30,9,2827,8
T,31,100000,100000
V,31,1,727
V,31,2,57,1
V,31,3,2290,2
V,31,4,989,3
V,31,5,647,4
V,31,6,631,5
V,31,7,140,6
T,32,200000,200000
V,32,1,413
V,32,2,3671,1
V,32,3,9342,2
V,32,4,1726,3
V,32,5,1432,4
V,32,6,6721,5
V,32,7,1333,6
V,32,8,40773,7
