T,1,1000,1000
V,1,1,91
V,1,2,90,1
V,1,3,119,2
V,1,4,7,3
V,1,5,134,4
V,1,6,4,5
T,2,1000,1000
V,2,1,26
V,2,2,73,1
V,2,3,106,2
V,2,4,31,3
V,2,5,100,4
V,2,6,6,5
V,2,7,115,6
V,2,8,12,7
V,2,9,19,8
T,3,5000,5000
V,3,1,191
V,3,2,12,1
V,3,3,81,2
V,3,4,32,3
V,3,5,12,4
V,3,6,325,5
V,3,7,102,6
V,3,8,261,7
V,3,9,49,8
V,3,10,171,9
T,4,10000,10000
V,4,1,41
V,4,2,287,1
V,4,3,291,2
V,4,4,234,3
V,4,5,32,4
V,4,6,58,5
V,4,7,235,6
V,4,8,360,7
T,5,10000,10000
V,5,1,208
V,5,2,15,1
V,5,3,6,2
V,5,4,86,3
V,5,5,130,4
V,5,6,3,5
V,5,7,86,6
T,6,10000,10000
V,6,1,913
V,6,2,209,1
V,6,3,637,2
V,6,4,956,3
V,6,5,250,4
T,7,10000,10000
V,7,1,152
V,7,2,139,1
V,7,3,31,2
V,7,4,1016,3
V,7,5,41,4
V,7,6,414,5
V,7,7,1346,6
V,7,8,87,7
V,7,9,878,8
V,7,10,159,9
T,8,10000,10000
V,8,1,381
V,8,2,86,1
V,8,3,93,2
V,8,4,639,3
V,8,5,1335,4
V,8,6,337,5
T,9,10000,10000
V,9,1,143
V,9,2,219,1
V,9,3,543,2
V,9,4,183,3
V,9,5,116,4
V,9,6,125,5
V,9,7,885,6
V,9,8,13,7
V,9,9,440,8
V,9,10,198,9
T,10,10000,10000
V,10,1,135
V,10,2,388,1
V,10,3,335,2
V,10,4,102,3
V,10,5,347,4
V,10,6,102,5
V,10,7,6,6
V,10,8,418,7
T,11,10000,10000
V,11,1,141
V,11,2,205,1
V,11,3,140,2
V,11,4,189,3
V,11,5,1,4
V,11,6,80,5
V,11,7,6,6
V,11,8,104,7
V,11,9,104,8
T,12,10000,10000
V,12,1,496
V,12,2,520,1
V,12,3,630,2
V,12,4,944,3
V,12,5,381,4
V,12,6,154,5
V,12,7,377,6
V,12,8,114,7
V,12,9,2366,8
T,13,10000,10000
V,13,1,79
V,13,2,58,1
V,13,3,9,2
V,13,4,109,3
V,13,5,14,4
V,13,6,228,5
V,13,7,54,6
V,13,8,1,7
V,13,9,107,8
T,14,10000,10000
V,14,1,26
V,14,2,274,1
V,14,3,34,2
V,14,4,154,3
V,14,5,290,4
V,14,6,259,5
T,15,20000,20000
V,15,1,415
V,15,2,715,1
V,15,3,692,2
V,15,4,124,3
V,15,5,65,4
V,15,6,2504,5
V,15,7,11,6
V,15,8,2817,7
T,16,20000,20000
V,16,1,263
V,16,2,3223,1
V,16,3,5955,2
V,16,4,1925,3
V,16,5,1707,4
V,16,6,1865,5
T,17,20000,20000
V,17,1,2038
V,17,2,26,1
V,17,3,319,2
V,17,4,1682,3
V,17,5,16,4
V,17,6,1179,5
V,17,7,1668,6
V,17,8,48,7
V,17,9,1301,8
T,18,20000,20000
V,18,1,716
V,18,2,763,1
V,18,3,1424,2
V,18,4,200,3
V,18,5,395,4
V,18,6,654,5
V,18,7,180,6
V,18,8,85,7
V,18,9,77,8
V,18,10,644,9
T,19,20000,20000
V,19,1,535
V,19,2,3005,1
V,19,3,140,2
V,19,4,543,3
V,19,5,564,4
V,19,6,478,5
V,19,7,1,6
V,19,8,74,7
V,19,9,90,8
T,20,20000,20000
V,20,1,2743
V,20,2,136,1
V,20,3,6348,2
V,20,4,2433,3
V,20,5,621,4
T,21,20000,20000
V,21,1,1287
V,21,2,57,1
V,21,3,680,2
V,21,4,356,3
V,21,5,73,4
V,21,6,507,5
V,21,7,205,6
V,21,8,711,7
V,21,9,21,8
V,21,10,101,9
T,22,20000,20000
V,22,1,24
V,22,2,192,1
V,22,3,1331,2
V,22,4,1497,3
V,22,5,541,4
V,22,6,493,5
V,22,7,312,6
V,22,8,1916,7
V,22,9,209,8
T,23,100000,100000
V,23,1,104
V,23,2,47,1
V,23,3,211,2
V,23,4,292,3
V,23,5,218,4
V,23,6,1311,5
V,23,7,157,6
V,23,8,934,7
T,24,100000,100000
V,24,1,1477
V,24,2,1785,1
V,24,3,17087,2
V,24,4,1674,3
V,24,5,27729,4
V,24,6,3281,5
V,24,7,14324,6
V,24,8,1187,7
V,24,9,3029,8
V,24,10,8557,9
T,25,100000,100000
V,25,1,32550
V,25,2,11368,1
V,25,3,6211,2
V,25,4,9362,3
V,25,5,7106,4
T,26,100000,100000
V,26,1,64
V,26,2,40,1
V,26,3,23,2
V,26,4,48,3
V,26,5,48,4
V,26,6,3,5
T,27,100000,100000
V,27,1,196
V,27,2,5007,1
V,27,3,139,2
V,27,4,967,3
V,27,5,1028,4
V,27,6,408,5
V,27,7,8627,6
V,27,8,384,7
V,27,9,2761,8
T,28,100000,100000
V,28,1,4923
V,28,2,1294,1
V,28,3,2082,2
V,28,4,946,3
V,28,5,489,4
V,28,6,815,5
V,28,7,21,6
V,28,8,278,7
V,28,9,505,8
V,28,10,191,9
T,29,100000,100000
V,29,1,2011
V,29,2,2564,1
V,29,3,591,2
V,29,4,495,3
V,29,5,1292,4
V,29,6,560,5
V,29,7,541,6
V,29,8,2149,7
T,30,100000,100000
V,30,1,302
V,30,2,5245,1
V,30,3,1765,2
V,30,4,2954,3
V,30,5,5596,4
V,30,6,16732,5
V,30,7,8188,6
V,30,8,4158,7
T,31,100000,100000
V,31,1,51
V,31,2,229,1
V,31,3,3507,2
V,31,4,1612,3
V,31,5,414,4
V,31,6,239,5
V,31,7,1835,6
V,31,8,807,7
V,31,9,903,8
T,32,200000,200000
V,32,1,14985
V,32,2,3848,1
V,32,3,20900,2
V,32,4,2379,3
V,32,5,3452,4
