T,1,1000,1000
V,1,1,10
V,1,2,19,1
V,1,3,108,2
V,1,4,49,3
V,1,5,11,4
V,1,6,20,5
V,1,7,163,6
T,2,1000,1000
V,2,1,1
V,2,2,132,1
V,2,3,195,2
V,2,4,78,3
V,2,5,16,4
V,2,6,55,5
V,2,7,87,6
V,2,8,175,7
T,3,10000,10000
V,3,1,36
V,3,2,828,1
V,3,3,20,2
V,3,4,451,3
V,3,5,128,4
T,4,10000,10000
V,4,1,18
V,4,2,1,1
V,4,3,3,2
V,4,4,26,3
V,4,5,2,4
V,4,6,27,5
V,4,7,16,6
V,4,8,18,7
V,4,9,8,8
T,5,10000,10000
V,5,1,58
V,5,2,119,1
V,5,3,218,2
V,5,4,1097,3
V,5,5,139,4
V,5,6,117,5
T,6,10000,10000
V,6,1,199
V,6,2,53,1
V,6,3,11,2
V,6,4,96,3
V,6,5,39,4
V,6,6,317,5
V,6,7,49,6
T,7,10000,10000
V,7,1,1
V,7,2,37,1
V,7,3,53,2
V,7,4,6,3
V,7,5,29,4
V,7,6,2,5
T,8,20000,20000
V,8,1,138
V,8,2,106,1
V,8,3,226,2
V,8,4,925,3
V,8,5,84,4
V,8,6,17,5
V,8,7,227,6
V,8,8,85,7
V,8,9,6,8
T,9,20000,20000
V,9,1,1
V,9,2,1,1
V,9,3,1,2
V,9,4,1,3
V,9,5,1,4
V,9,6,1,5
V,9,7,1,6
V,9,8,1,7
T,10,20000,20000
V,10,1,1129
V,10,2,42,1
V,10,3,936,2
V,10,4,31,3
V,10,5,404,4
V,10,6,921,5
V,10,7,107,6
V,10,8,469,7
V,10,9,89,8
T,11,100000,100000
V,11,1,820
V,11,2,5279,1
V,11,3,23156,2
V,11,4,291,3
V,11,5,19228,4
V,11,6,116,5
T,12,100000,100000
V,12,1,2598
V,12,2,1059,1
V,12,3,1624,2
V,12,4,2229,3
V,12,5,266,4
V,12,6,99,5
V,12,7,403,6
