T,1,2000,2000
V,1,1,57
V,1,2,31,1
V,1,3,42,2
V,1,4,122,3
V,1,5,89,4
T,2,10000,10000
V,2,1,58
V,2,2,28,1
V,2,3,528,2
V,2,4,186,3
V,2,5,228,4
V,2,6,1417,5
V,2,7,416,6
V,2,8,698,7
T,3,10000,10000
V,3,1,778
V,3,2,581,1
V,3,3,1481,2
V,3,4,282,3
V,3,5,738,4
T,4,10000,10000
V,4,1,12
V,4,2,114,1
V,4,3,66,2
V,4,4,11,3
V,4,5,24,4
V,4,6,207,5
V,4,7,88,6
T,5,10000,10000
V,5,1,88
V,5,2,41,1
V,5,3,132,2
V,5,4,15,3
V,5,5,134,4
V,5,6,858,5
T,6,10000,10000
V,6,1,56
V,6,2,219,1
V,6,3,262,2
V,6,4,9,3
V,6,5,858,4
V,6,6,67,5
V,6,7,87,6
V,6,8,464,7
V,6,9,384,8
T,7,10000,10000
V,7,1,15
V,7,2,173,1
V,7,3,13,2
V,7,4,144,3
V,7,5,37,4
V,7,6,2,5
V,7,7,105,6
T,8,10000,10000
V,8,1,80
V,8,2,79,1
V,8,3,147,2
V,8,4,196,3
V,8,5,367,4
V,8,6,197,5
T,9,20000,20000
V,9,1,161
V,9,2,242,1
V,9,3,170,2
V,9,4,259,3
V,9,5,490,4
V,9,6,187,5
V,9,7,588,6
V,9,8,84,7
V,9,9,17,8
T,10,20000,20000
V,10,1,151
V,10,2,52,1
V,10,3,6,2
V,10,4,191,3
V,10,5,147,4
V,10,6,159,5
T,11,50000,50000
V,11,1,2353
V,11,2,509,1
V,11,3,1265,2
V,11,4,320,3
V,11,5,200,4
V,11,6,261,5
V,11,7,330,6
T,12,100000,100000
V,12,1,14823
V,12,2,8648,1
V,12,3,8167,2
V,12,4,4530,3
V,12,5,30565,4
