T,1,1000,1000
V,1,1,1
V,1,2,2,1
V,1,3,1,2
V,1,4,5,3
V,1,5,2,4
V,1,6,2,5
T,2,10000,10000
V,2,1,159
V,2,2,166,1
V,2,3,220,2
V,2,4,517,3
V,2,5,876,4
V,2,6,3,5
V,2,7,217,6
V,2,8,260,7
V,2,9,70,8
T,3,10000,10000
V,3,1,111
V,3,2,166,1
V,3,3,90,2
V,3,4,109,3
V,3,5,16,4
V,3,6,571,5
V,3,7,17,6
T,4,20000,20000
V,4,1,756
V,4,2,337,1
V,4,3,164,2
V,4,4,159,3
V,4,5,253,4
T,5,20000,20000
V,5,1,115
V,5,2,281,1
V,5,3,193,2
V,5,4,138,3
V,5,5,402,4
V,5,6,1291,5
T,6,50000,50000
V,6,1,1560
V,6,2,1956,1
V,6,3,5600,2
V,6,4,900,3
V,6,5,789,4
V,6,6,1,5
V,6,7,339,6
V,6,8,817,7
T,7,100000,100000
V,7,1,544
V,7,2,931,1
V,7,3,480,2
V,7,4,885,3
V,7,5,299,4
V,7,6,1157,5
V,7,7,121,6
V,7,8,958,7
T,8,100000,100000
V,8,1,2422
V,8,2,5671,1
V,8,3,1458,2
V,8,4,1507,3
V,8,5,6341,4
T,9,100000,100000
V,9,1,24
V,9,2,252,1
V,9,3,1104,2
V,9,4,878,3
V,9,5,89,4
T,10,100000,100000
V,10,1,2201
V,10,2,18844,1
V,10,3,5091,2
V,10,4,1979,3
V,10,5,15965,4
V,10,6,3609,5
V,10,7,2936,6
V,10,8,2157,7
T,11,100000,100000
V,11,1,7285
V,11,2,3649,1
V,11,3,10809,2
V,11,4,8632,3
V,11,5,25758,4
V,11,6,18921,5
V,11,7,4856,6
T,12,100000,100000
V,12,1,1
V,12,2,242,1
V,12,3,617,2
V,12,4,109,3
V,12,5,306,4
