T,1,1000,1000
V,1,1,1
V,1,2,1,1
V,1,3,4,2
V,1,4,3,3
V,1,5,2,4
T,2,10000,10000
V,2,1,2
V,2,2,15,1
V,2,3,14,2
V,2,4,22,3
V,2,5,7,4
V,2,6,8,5
V,2,7,3,6
V,2,8,6,7
T,3,10000,10000
V,3,1,700
V,3,2,909,1
V,3,3,604,2
V,3,4,1107,3
V,3,5,1559,4
V,3,6,261,5
V,3,7,1212,6
V,3,8,492,7
V,3,9,1020,8
V,3,10,410,9
T,4,20000,20000
V,4,1,175
V,4,2,148,1
V,4,3,138,2
V,4,4,84,3
V,4,5,1285,4
V,4,6,1678,5
V,4,7,6,6
V,4,8,972,7
V,4,9,1714,8
T,5,20000,20000
V,5,1,199
V,5,2,103,1
V,5,3,83,2
V,5,4,458,3
V,5,5,699,4
T,6,20000,20000
V,6,1,148
V,6,2,667,1
V,6,3,354,2
V,6,4,363,3
V,6,5,145,4
V,6,6,89,5
V,6,7,7,6
T,7,100000,100000
V,7,1,7
V,7,2,19,1
V,7,3,25,2
V,7,4,208,3
V,7,5,2,4
V,7,6,39,5
V,7,7,56,6
V,7,8,112,7
V,7,9,79,8
T,8,100000,100000
V,8,1,763
V,8,2,598,1
V,8,3,141,2
V,8,4,3111,3
V,8,5,2451,4
T,9,100000,100000
V,9,1,3009
V,9,2,1717,1
V,9,3,2717,2
V,9,4,1588,3
V,9,5,4349,4
V,9,6,129,5
V,9,7,4687,6
T,10,100000,100000
V,10,1,4954
V,10,2,4417,1
V,10,3,6562,2
V,10,4,3188,3
V,10,5,30538,4
V,10,6,1137,5
V,10,7,9855,6
T,11,100000,100000
V,11,1,509
V,11,2,4001,1
V,11,3,637,2
V,11,4,1419,3
V,11,5,8051,4
V,11,6,2701,5
T,12,200000,200000
V,12,1,594
V,12,2,2233,1
V,12,3,1333,2
V,12,4,279,3
V,12,5,2489,4
V,12,6,388,5
V,12,7,1045,6
V,12,8,767,7
