T,1,1000,1000
V,1,1,4
V,1,2,1,1
V,1,3,4,2
V,1,4,4,3
V,1,5,1,4
V,1,6,3,5
V,1,7,7,6
V,1,8,1,7
T,2,1000,1000
V,2,1,4
V,2,2,41,1
V,2,3,90,2
V,2,4,10,3
V,2,5,81,4
V,2,6,4,5
V,2,7,13,6
V,2,8,12,7
V,2,9,7,8
V,2,10,30,9
T,3,2000,2000
V,3,1,8
V,3,2,18,1
V,3,3,26,2
V,3,4,10,3
V,3,5,14,4
V,3,6,3,5
V,3,7,5,6
V,3,8,3,7
V,3,9,11,8
T,4,5000,5000
V,4,1,10
V,4,2,4,1
V,4,3,15,2
V,4,4,6,3
V,4,5,3,4
V,4,6,32,5
V,4,7,11,6
V,4,8,13,7
T,5,10000,10000
V,5,1,81
V,5,2,21,1
V,5,3,3,2
V,5,4,418,3
V,5,5,364,4
V,5,6,92,5
V,5,7,97,6
V,5,8,1,7
T,6,10000,10000
V,6,1,24
V,6,2,79,1
V,6,3,31,2
V,6,4,35,3
V,6,5,45,4
T,7,10000,10000
V,7,1,1
V,7,2,4,1
V,7,3,15,2
V,7,4,9,3
V,7,5,12,4
V,7,6,2,5
V,7,7,5,6
V,7,8,12,7
V,7,9,6,8
T,8,10000,10000
V,8,1,18
V,8,2,822,1
V,8,3,127,2
V,8,4,32,3
V,8,5,266,4
V,8,6,1228,5
T,9,10000,10000
V,9,1,902
V,9,2,1331,1
V,9,3,23,2
V,9,4,1127,3
V,9,5,508,4
V,9,6,456,5
V,9,7,83,6
T,10,10000,10000
V,10,1,7
V,10,2,3,1
V,10,3,79,2
V,10,4,75,3
V,10,5,55,4
V,10,6,10,5
V,10,7,81,6
V,10,8,33,7
T,11,10000,10000
V,11,1,53
V,11,2,11,1
V,11,3,1,2
V,11,4,52,3
V,11,5,3,4
V,11,6,55,5
V,11,7,6,6
V,11,8,41,7
V,11,9,16,8
T,12,10000,10000
V,12,1,18
V,12,2,14,1
V,12,3,202,2
V,12,4,25,3
V,12,5,7,4
V,12,6,31,5
V,12,7,34,6
T,13,10000,10000
V,13,1,42
V,13,2,170,1
V,13,3,21,2
V,13,4,587,3
V,13,5,88,4
T,14,10000,10000
V,14,1,47
V,14,2,18,1
V,14,3,7,2
V,14,4,287,3
V,14,5,21,4
V,14,6,120,5
V,14,7,50,6
V,14,8,104,7
V,14,9,15,8
T,15,10000,10000
V,15,1,154
V,15,2,222,1
V,15,3,130,2
V,15,4,160,3
V,15,5,45,4
V,15,6,262,5
V,15,7,409,6
V,15,8,9,7
T,16,20000,20000
V,16,1,47
V,16,2,30,1
V,16,3,5,2
V,16,4,38,3
V,16,5,17,4
T,17,20000,20000
V,17,1,8
V,17,2,120,1
V,17,3,68,2
V,17,4,32,3
V,17,5,109,4
V,17,6,75,5
V,17,7,53,6
V,17,8,2,7
T,18,20000,20000
V,18,1,88
V,18,2,387,1
V,18,3,51,2
V,18,4,2,3
V,18,5,130,4
V,18,6,92,5
V,18,7,66,6
V,18,8,43,7
T,19,20000,20000
V,19,1,117
V,19,2,22,1
V,19,3,220,2
V,19,4,398,3
V,19,5,95,4
T,20,20000,20000
V,20,1,83
V,20,2,447,1
V,20,3,805,2
V,20,4,500,3
V,20,5,14,4
V,20,6,397,5
V,20,7,145,6
V,20,8,271,7
V,20,9,584,8
V,20,10,780,9
T,21,20000,20000
V,21,1,221
V,21,2,1176,1
V,21,3,635,2
V,21,4,683,3
V,21,5,271,4
V,21,6,959,5
V,21,7,3,6
V,21,8,588,7
V,21,9,647,8
T,22,20000,20000
V,22,1,349
V,22,2,122,1
V,22,3,296,2
V,22,4,190,3
V,22,5,165,4
V,22,6,83,5
V,22,7,82,6
T,23,20000,20000
V,23,1,23
V,23,2,69,1
V,23,3,31,2
V,23,4,83,3
V,23,5,37,4
V,23,6,27,5
V,23,7,166,6
T,24,50000,50000
V,24,1,158
V,24,2,3515,1
V,24,3,841,2
V,24,4,2043,3
V,24,5,1616,4
T,25,50000,50000
V,25,1,450
V,25,2,1028,1
V,25,3,32,2
V,25,4,920,3
V,25,5,420,4
V,25,6,346,5
V,25,7,1266,6
V,25,8,786,7
V,25,9,1503,8
V,25,10,471,9
T,26,50000,50000
V,26,1,17
V,26,2,19,1
V,26,3,340,2
V,26,4,196,3
V,26,5,96,4
V,26,6,85,5
V,26,7,33,6
V,26,8,2,7
T,27,50000,50000
V,27,1,1979
V,27,2,3479,1
V,27,3,2120,2
V,27,4,400,3
V,27,5,1717,4
T,28,100000,100000
V,28,1,2341
V,28,2,903,1
V,28,3,251,2
V,28,4,1222,3
V,28,5,677,4
T,29,100000,100000
V,29,1,3307
V,29,2,469,1
V,29,3,1844,2
V,29,4,3246,3
V,29,5,3119,4
V,29,6,1472,5
V,29,7,459,6
V,29,8,3263,7
V,29,9,193,8
V,29,10,652,9
T,30,100000,100000
V,30,1,73
V,30,2,30,1
V,30,3,9,2
V,30,4,179,3
V,30,5,308,4
V,30,6,46,5
T,31,100000,100000
V,31,1,6278
V,31,2,684,1
V,31,3,411,2
V,31,4,4655,3
V,31,5,890,4
V,31,6,135,5
V,31,7,1408,6
V,31,8,1410,7
V,31,9,1372,8
T,32,100000,100000
V,32,1,239
V,32,2,291,1
V,32,3,541,2
V,32,4,106,3
V,32,5,904,4
V,32,6,325,5
V,32,7,151,6
V,32,8,374,7
