T,1,1000,1000
V,1,1,1
V,1,2,1,1
V,1,3,1,2
V,1,4,1,3
V,1,5,1,4
V,1,6,1,5
T,2,1000,1000
V,2,1,4
V,2,2,2,1
V,2,3,4,2
V,2,4,12,3
V,2,5,17,4
V,2,6,8,5
V,2,7,7,6
V,2,8,48,7
T,3,2000,2000
V,3,1,4
V,3,2,2,1
V,3,3,8,2
V,3,4,2,3
V,3,5,2,4
V,3,6,4,5
V,3,7,1,6
V,3,8,15,7
V,3,9,11,8
T,4,10000,10000
V,4,1,69
V,4,2,109,1
V,4,3,243,2
V,4,4,350,3
V,4,5,220,4
V,4,6,80,5
T,5,10000,10000
V,5,1,35
V,5,2,15,1
V,5,3,7,2
V,5,4,21,3
V,5,5,38,4
V,5,6,13,5
V,5,7,6,6
V,5,8,25,7
V,5,9,4,8
V,5,10,18,9
T,6,10000,10000
V,6,1,2
V,6,2,8,1
V,6,3,10,2
V,6,4,8,3
V,6,5,3,4
V,6,6,17,5
V,6,7,18,6
T,7,10000,10000
V,7,1,80
V,7,2,66,1
V,7,3,59,2
V,7,4,1,3
V,7,5,8,4
V,7,6,48,5
V,7,7,13,6
V,7,8,3,7
V,7,9,19,8
V,7,10,1,9
T,8,20000,20000
V,8,1,38
V,8,2,130,1
V,8,3,579,2
V,8,4,38,3
V,8,5,341,4
V,8,6,102,5
V,8,7,375,6
V,8,8,10,7
T,9,20000,20000
V,9,1,30
V,9,2,19,1
V,9,3,251,2
V,9,4,149,3
V,9,5,18,4
V,9,6,3,5
V,9,7,136,6
T,10,20000,20000
V,10,1,32
V,10,2,245,1
V,10,3,261,2
V,10,4,285,3
V,10,5,497,4
V,10,6,241,5
T,11,20000,20000
V,11,1,177
V,11,2,34,1
V,11,3,127,2
V,11,4,2,3
V,11,5,152,4
V,11,6,412,5
T,12,100000,100000
V,12,1,261
V,12,2,508,1
V,12,3,3282,2
V,12,4,4083,3
V,12,5,1295,4
T,13,100000,100000
V,13,1,574
V,13,2,557,1
V,13,3,57,2
V,13,4,102,3
V,13,5,690,4
T,14,100000,100000
V,14,1,1729
V,14,2,496,1
V,14,3,537,2
V,14,4,32,3
V,14,5,595,4
V,14,6,35,5
V,14,7,193,6
T,15,100000,100000
V,15,1,43
V,15,2,28,1
V,15,3,81,2
V,15,4,26,3
V,15,5,80,4
V,15,6,107,5
V,15,7,373,6
T,16,100000,100000
V,16,1,340
V,16,2,908,1
V,16,3,601,2
V,16,4,786,3
V,16,5,742,4
V,16,6,7397,5
V,16,7,823,6
V,16,8,1094,7
