T,1,1000,1000
V,1,1,6
V,1,2,15,1
V,1,3,1,2
V,1,4,12,3
V,1,5,15,4
V,1,6,1,5
V,1,7,2,6
T,2,10000,10000
V,2,1,207
V,2,2,29,1
V,2,3,37,2
V,2,4,255,3
V,2,5,63,4
V,2,6,89,5
T,3,10000,10000
V,3,1,3
V,3,2,11,1
V,3,3,21,2
V,3,4,74,3
V,3,5,10,4
V,3,6,71,5
V,3,7,79,6
V,3,8,31,7
V,3,9,5,8
T,4,10000,10000
V,4,1,14
V,4,2,2,1
V,4,3,2,2
V,4,4,10,3
V,4,5,1,4
V,4,6,13,5
V,4,7,5,6
V,4,8,12,7
T,5,10000,10000
V,5,1,29
V,5,2,115,1
V,5,3,72,2
V,5,4,66,3
V,5,5,101,4
V,5,6,43,5
V,5,7,24,6
V,5,8,33,7
T,6,10000,10000
V,6,1,5
V,6,2,23,1
V,6,3,1,2
V,6,4,23,3
V,6,5,8,4
V,6,6,17,5
V,6,7,85,6
V,6,8,1,7
V,6,9,8,8
T,7,20000,20000
V,7,1,159
V,7,2,342,1
V,7,3,161,2
V,7,4,737,3
V,7,5,188,4
V,7,6,417,5
T,8,20000,20000
V,8,1,127
V,8,2,26,1
V,8,3,214,2
V,8,4,16,3
V,8,5,186,4
V,8,6,50,5
V,8,7,11,6
T,9,20000,20000
V,9,1,124
V,9,2,339,1
V,9,3,28,2
V,9,4,177,3
V,9,5,137,4
T,10,20000,20000
V,10,1,15
V,10,2,18,1
V,10,3,33,2
V,10,4,7,3
V,10,5,18,4
V,10,6,21,5
V,10,7,1,6
T,11,20000,20000
V,11,1,188
V,11,2,88,1
V,11,3,11,2
V,11,4,342,3
V,11,5,69,4
V,11,6,151,5
V,11,7,532,6
T,12,50000,50000
V,12,1,85
V,12,2,230,1
V,12,3,67,2
V,12,4,168,3
V,12,5,85,4
V,12,6,72,5
T,13,50000,50000
V,13,1,2184
V,13,2,1966,1
V,13,3,882,2
V,13,4,2328,3
V,13,5,3751,4
T,14,100000,100000
V,14,1,737
V,14,2,2409,1
V,14,3,140,2
V,14,4,2,3
V,14,5,256,4
V,14,6,1033,5
T,15,100000,100000
V,15,1,1926
V,15,2,218,1
V,15,3,140,2
V,15,4,697,3
V,15,5,513,4
T,16,100000,100000
V,16,1,1314
V,16,2,290,1
V,16,3,91,2
V,16,4,28,3
V,16,5,490,4
