T,1,2000,2000
V,1,1,17
V,1,2,1,1
V,1,3,2,2
V,1,4,15,3
V,1,5,29,4
T,2,2000,2000
V,2,1,12
V,2,2,5,1
V,2,3,4,2
V,2,4,7,3
V,2,5,12,4
V,2,6,2,5
V,2,7,5,6
V,2,8,5,7
T,3,10000,10000
V,3,1,613
V,3,2,41,1
V,3,3,39,2
V,3,4,304,3
V,3,5,67,4
T,4,10000,10000
V,4,1,15
V,4,2,35,1
V,4,3,45,2
V,4,4,78,3
V,4,5,11,4
V,4,6,10,5
V,4,7,7,6
V,4,8,12,7
T,5,10000,10000
V,5,1,1
V,5,2,1,1
V,5,3,1,2
V,5,4,1,3
V,5,5,1,4
V,5,6,1,5
V,5,7,1,6
T,6,10000,10000
V,6,1,1
V,6,2,1,1
V,6,3,1,2
V,6,4,1,3
V,6,5,1,4
V,6,6,1,5
V,6,7,1,6
V,6,8,1,7
V,6,9,1,8
T,7,10000,10000
V,7,1,5
V,7,2,5,1
V,7,3,2,2
V,7,4,1,3
V,7,5,3,4
V,7,6,9,5
V,7,7,1,6
V,7,8,4,7
V,7,9,2,8
T,8,20000,20000
V,8,1,116
V,8,2,241,1
V,8,3,131,2
V,8,4,20,3
V,8,5,392,4
V,8,6,272,5
V,8,7,23,6
V,8,8,532,7
V,8,9,419,8
T,9,20000,20000
V,9,1,102
V,9,2,200,1
V,9,3,79,2
V,9,4,44,3
V,9,5,116,4
V,9,6,268,5
T,10,20000,20000
V,10,1,91
V,10,2,317,1
V,10,3,3,2
V,10,4,195,3
V,10,5,122,4
V,10,6,61,5
V,10,7,150,6
V,10,8,39,7
T,11,20000,20000
V,11,1,432
V,11,2,465,1
V,11,3,389,2
V,11,4,162,3
V,11,5,323,4
T,12,20000,20000
V,12,1,66
V,12,2,46,1
V,12,3,115,2
V,12,4,308,3
V,12,5,42,4
V,12,6,108,5
V,12,7,432,6
V,12,8,74,7
V,12,9,8,8
T,13,100000,100000
V,13,1,1254
V,13,2,161,1
V,13,3,196,2
V,13,4,198,3
V,13,5,1134,4
V,13,6,785,5
V,13,7,557,6
V,13,8,642,7
T,14,100000,100000
V,14,1,37
V,14,2,1199,1
V,14,3,602,2
V,14,4,117,3
V,14,5,1557,4
V,14,6,204,5
T,15,100000,100000
V,15,1,429
V,15,2,1914,1
V,15,3,834,2
V,15,4,1470,3
V,15,5,1054,4
V,15,6,2823,5
T,16,200000,200000
V,16,1,858
V,16,2,586,1
V,16,3,57,2
V,16,4,2820,3
V,16,5,1539,4
V,16,6,9973,5
V,16,7,3393,6
V,16,8,747,7
