T,1,10000,10000
V,1,1,7
V,1,2,39,1
V,1,3,50,2
V,1,4,25,3
V,1,5,37,4
T,2,10000,10000
V,2,1,251
V,2,2,25,1
V,2,3,369,2
V,2,4,238,3
V,2,5,34,4
V,2,6,185,5
V,2,7,49,6
V,2,8,21,7
V,2,9,397,8
T,3,10000,10000
V,3,1,2547
V,3,2,113,1
V,3,3,1758,2
V,3,4,821,3
V,3,5,142,4
T,4,10000,10000
V,4,1,988
V,4,2,75,1
V,4,3,363,2
V,4,4,97,3
V,4,5,210,4
V,4,6,1181,5
V,4,7,148,6
T,5,10000,10000
V,5,1,104
V,5,2,154,1
V,5,3,27,2
V,5,4,6,3
V,5,5,332,4
T,6,10000,10000
V,6,1,444
V,6,2,147,1
V,6,3,209,2
V,6,4,131,3
V,6,5,195,4
V,6,6,13,5
V,6,7,25,6
V,6,8,282,7
V,6,9,473,8
T,7,10000,10000
V,7,1,12
V,7,2,3,1
V,7,3,16,2
V,7,4,24,3
V,7,5,15,4
V,7,6,4,5
V,7,7,10,6
T,8,10000,10000
V,8,1,82
V,8,2,418,1
V,8,3,9,2
V,8,4,155,3
V,8,5,844,4
T,9,20000,20000
V,9,1,10
V,9,2,49,1
V,9,3,34,2
V,9,4,533,3
V,9,5,8,4
V,9,6,71,5
V,9,7,188,6
V,9,8,96,7
V,9,9,217,8
V,9,10,800,9
T,10,20000,20000
V,10,1,277
V,10,2,548,1
V,10,3,115,2
V,10,4,191,3
V,10,5,192,4
V,10,6,582,5
V,10,7,75,6
V,10,8,742,7
V,10,9,455,8
T,11,20000,20000
V,11,1,67
V,11,2,112,1
V,11,3,183,2
V,11,4,167,3
V,11,5,46,4
V,11,6,303,5
T,12,20000,20000
V,12,1,5
V,12,2,30,1
V,12,3,3,2
V,12,4,113,3
V,12,5,33,4
V,12,6,99,5
V,12,7,48,6
V,12,8,102,7
V,12,9,83,8
T,13,20000,20000
V,13,1,39
V,13,2,158,1
V,13,3,75,2
V,13,4,175,3
V,13,5,273,4
V,13,6,25,5
V,13,7,174,6
V,13,8,302,7
V,13,9,208,8
V,13,10,119,9
T,14,20000,20000
V,14,1,109
V,14,2,51,1
V,14,3,222,2
V,14,4,1394,3
V,14,5,514,4
V,14,6,826,5
T,15,20000,20000
V,15,1,46
V,15,2,224,1
V,15,3,211,2
V,15,4,155,3
V,15,5,82,4
V,15,6,163,5
V,15,7,46,6
V,15,8,85,7
V,15,9,107,8
T,16,20000,20000
V,16,1,65
V,16,2,641,1
V,16,3,376,2
V,16,4,111,3
V,16,5,97,4
V,16,6,325,5
V,16,7,397,6
V,16,8,311,7
V,16,9,1293,8
V,16,10,552,9
T,17,20000,20000
V,17,1,4
V,17,2,4,1
V,17,3,7,2
V,17,4,11,3
V,17,5,51,4
V,17,6,19,5
V,17,7,20,6
T,18,50000,50000
V,18,1,677
V,18,2,968,1
V,18,3,1920,2
V,18,4,106,3
V,18,5,2029,4
V,18,6,213,5
V,18,7,1418,6
V,18,8,36,7
V,18,9,391,8
V,18,10,541,9
T,19,50000,50000
V,19,1,223
V,19,2,861,1
V,19,3,4156,2
V,19,4,5783,3
V,19,5,2026,4
T,20,50000,50000
V,20,1,662
V,20,2,97,1
V,20,3,1160,2
V,20,4,316,3
V,20,5,183,4
V,20,6,53,5
V,20,7,112,6
V,20,8,2365,7
V,20,9,519,8
T,21,100000,100000
V,21,1,120
V,21,2,747,1
V,21,3,458,2
V,21,4,3272,3
V,21,5,44,4
V,21,6,2819,5
V,21,7,1847,6
V,21,8,449,7
V,21,9,72,8
V,21,10,277,9
T,22,100000,100000
V,22,1,3918
V,22,2,11396,1
V,22,3,10211,2
V,22,4,30659,3
V,22,5,11023,4
V,22,6,7527,5
T,23,200000,200000
V,23,1,26151
V,23,2,12650,1
V,23,3,160,2
V,23,4,10032,3
V,23,5,6882,4
V,23,6,5338,5
V,23,7,13672,6
T,24,1000000,1000000
V,24,1,23060
V,24,2,405369,1
V,24,3,20141,2
V,24,4,32380,3
V,24,5,119854,4
V,24,6,17612,5
V,24,7,112258,6
V,24,8,52966,7
