T,1,1000,1000
V,1,1,82
V,1,2,25,1
V,1,3,105,2
V,1,4,2,3
V,1,5,4,4
T,2,1000,1000
V,2,1,83
V,2,2,65,1
V,2,3,216,2
V,2,4,29,3
V,2,5,61,4
T,3,10000,10000
V,3,1,317
V,3,2,230,1
V,3,3,269,2
V,3,4,239,3
V,3,5,66,4
V,3,6,614,5
V,3,7,26,6
V,3,8,73,7
V,3,9,194,8
V,3,10,245,9
T,4,10000,10000
V,4,1,360
V,4,2,977,1
V,4,3,304,2
V,4,4,426,3
V,4,5,277,4
V,4,6,2081,5
T,5,10000,10000
V,5,1,111
V,5,2,116,1
V,5,3,85,2
V,5,4,50,3
V,5,5,81,4
V,5,6,63,5
V,5,7,5,6
V,5,8,42,7
V,5,9,274,8
V,5,10,273,9
T,6,10000,10000
V,6,1,2
V,6,2,66,1
V,6,3,18,2
V,6,4,75,3
V,6,5,66,4
V,6,6,14,5
V,6,7,2,6
V,6,8,23,7
T,7,10000,10000
V,7,1,547
V,7,2,2,1
V,7,3,71,2
V,7,4,675,3
V,7,5,14,4
V,7,6,123,5
V,7,7,42,6
V,7,8,806,7
T,8,20000,20000
V,8,1,56
V,8,2,64,1
V,8,3,771,2
V,8,4,107,3
V,8,5,229,4
V,8,6,317,5
V,8,7,227,6
V,8,8,46,7
V,8,9,417,8
T,9,20000,20000
V,9,1,109
V,9,2,34,1
V,9,3,7,2
V,9,4,101,3
V,9,5,130,4
V,9,6,212,5
T,10,20000,20000
V,10,1,126
V,10,2,486,1
V,10,3,32,2
V,10,4,126,3
V,10,5,53,4
T,11,20000,20000
V,11,1,520
V,11,2,1802,1
V,11,3,2004,2
V,11,4,1097,3
V,11,5,20,4
V,11,6,154,5
V,11,7,410,6
T,12,20000,20000
V,12,1,661
V,12,2,31,1
V,12,3,81,2
V,12,4,43,3
V,12,5,43,4
V,12,6,1406,5
T,13,20000,20000
V,13,1,993
V,13,2,212,1
V,13,3,194,2
V,13,4,1386,3
V,13,5,1219,4
T,14,20000,20000
V,14,1,390
V,14,2,348,1
V,14,3,446,2
V,14,4,441,3
V,14,5,1546,4
V,14,6,1291,5
V,14,7,653,6
V,14,8,568,7
V,14,9,81,8
T,15,20000,20000
V,15,1,189
V,15,2,107,1
V,15,3,138,2
V,15,4,225,3
V,15,5,81,4
V,15,6,153,5
V,15,7,336,6
V,15,8,26,7
T,16,50000,50000
V,16,1,1328
V,16,2,625,1
V,16,3,960,2
V,16,4,65,3
V,16,5,904,4
T,17,50000,50000
V,17,1,512
V,17,2,411,1
V,17,3,576,2
V,17,4,642,3
V,17,5,3650,4
V,17,6,4217,5
T,18,100000,100000
V,18,1,244
V,18,2,36,1
V,18,3,171,2
V,18,4,219,3
V,18,5,159,4
V,18,6,589,5
V,18,7,44,6
V,18,8,744,7
V,18,9,60,8
T,19,100000,100000
V,19,1,3194
V,19,2,1196,1
V,19,3,518,2
V,19,4,610,3
V,19,5,5939,4
V,19,6,568,5
V,19,7,1010,6
V,19,8,2585,7
V,19,9,17,8
V,19,10,1276,9
T,20,100000,100000
V,20,1,3048
V,20,2,4689,1
V,20,3,3301,2
V,20,4,6580,3
V,20,5,106,4
T,21,100000,100000
V,21,1,19586
V,21,2,1030,1
V,21,3,6130,2
V,21,4,5597,3
V,21,5,17741,4
V,21,6,4689,5
T,22,100000,100000
V,22,1,1003
V,22,2,5051,1
V,22,3,1099,2
V,22,4,1014,3
V,22,5,2122,4
V,22,6,1324,5
V,22,7,1470,6
T,23,100000,100000
V,23,1,209
V,23,2,19,1
V,23,3,99,2
V,23,4,83,3
V,23,5,7,4
T,24,100000,100000
V,24,1,8550
V,24,2,2405,1
V,24,3,5536,2
V,24,4,76,3
V,24,5,8441,4
V,24,6,1356,5
V,24,7,8170,6
V,24,8,24033,7
V,24,9,1943,8
V,24,10,2101,9
