T,1,20000,20000
V,1,1,382
V,1,2,38,1
V,1,3,59,2
V,1,4,212,3
V,1,5,63,4
V,1,6,3,5
V,1,7,54,6
V,1,8,52,7
T,2,100000,100000
V,2,1,841
V,2,2,423,1
V,2,3,1193,2
V,2,4,1134,3
V,2,5,845,4
V,2,6,135,5
V,2,7,273,6
V,2,8,650,7
T,3,100000,100000
V,3,1,599
V,3,2,1530,1
V,3,3,854,2
V,3,4,533,3
V,3,5,202,4
V,3,6,910,5
V,3,7,2148,6
V,3,8,718,7
V,3,9,1686,8
V,3,10,1953,9
T,4,100000,100000
V,4,1,1
V,4,2,99,1
V,4,3,58,2
V,4,4,14,3
V,4,5,161,4
V,4,6,102,5
V,4,7,164,6
V,4,8,25,7
V,4,9,449,8
T,5,200000,200000
V,5,1,7937
V,5,2,3262,1
V,5,3,576,2
V,5,4,796,3
V,5,5,971,4
V,5,6,302,5
T,6,1000000,1000000
V,6,1,41828
V,6,2,61091,1
V,6,3,91420,2
V,6,4,22076,3
V,6,5,115260,4
V,6,6,179291,5
