T,1,1000,1000
V,1,1,34
V,1,2,19,1
V,1,3,71,2
V,1,4,31,3
V,1,5,52,4
V,1,6,3,5
V,1,7,18,6
T,2,1000,1000
V,2,1,10
V,2,2,2,1
V,2,3,2,2
V,2,4,2,3
V,2,5,1,4
V,2,6,10,5
V,2,7,4,6
V,2,8,1,7
V,2,9,6,8
V,2,10,5,9
T,3,10000,10000
V,3,1,108
V,3,2,688,1
V,3,3,37,2
V,3,4,1036,3
V,3,5,846,4
T,4,20000,20000
V,4,1,374
V,4,2,687,1
V,4,3,1087,2
V,4,4,225,3
V,4,5,714,4
T,5,50000,50000
V,5,1,1426
V,5,2,1221,1
V,5,3,149,2
V,5,4,711,3
V,5,5,1129,4
V,5,6,159,5
T,6,100000,100000
V,6,1,487
V,6,2,78,1
V,6,3,64,2
V,6,4,184,3
V,6,5,150,4
V,6,6,68,5
V,6,7,485,6
V,6,8,30,7
V,6,9,75,8
V,6,10,248,9
