T,1,5000,5000
V,1,1,57
V,1,2,83,1
V,1,3,166,2
V,1,4,55,3
V,1,5,116,4
V,1,6,265,5
V,1,7,15,6
V,1,8,412,7
T,2,10000,10000
V,2,1,45
V,2,2,364,1
V,2,3,156,2
V,2,4,25,3
V,2,5,714,4
V,2,6,229,5
T,3,50000,50000
V,3,1,143
V,3,2,136,1
V,3,3,7,2
V,3,4,194,3
V,3,5,172,4
V,3,6,324,5
V,3,7,206,6
V,3,8,120,7
T,4,100000,100000
V,4,1,3247
V,4,2,898,1
V,4,3,1355,2
V,4,4,1718,3
V,4,5,2413,4
V,4,6,2485,5
V,4,7,1038,6
V,4,8,841,7
T,5,100000,100000
V,5,1,42
V,5,2,172,1
V,5,3,88,2
V,5,4,220,3
V,5,5,236,4
V,5,6,42,5
V,5,7,24,6
V,5,8,32,7
T,6,1000000,1000000
V,6,1,14310
V,6,2,20787,1
V,6,3,29639,2
V,6,4,17257,3
V,6,5,24047,4
V,6,6,25462,5
V,6,7,108224,6
