T,1,10000,10000
V,1,1,113
V,1,2,799,1
V,1,3,319,2
V,1,4,645,3
V,1,5,216,4
V,1,6,59,5
V,1,7,111,6
T,2,10000,10000
V,2,1,85
V,2,2,304,1
V,2,3,131,2
V,2,4,7,3
V,2,5,320,4
V,2,6,36,5
V,2,7,433,6
T,3,10000,10000
V,3,1,23
V,3,2,460,1
V,3,3,9,2
V,3,4,135,3
V,3,5,17,4
T,4,10000,10000
V,4,1,1662
V,4,2,1017,1
V,4,3,943,2
V,4,4,1315,3
V,4,5,1295,4
T,5,10000,10000
V,5,1,446
V,5,2,1150,1
V,5,3,623,2
V,5,4,616,3
V,5,5,86,4
V,5,6,1029,5
T,6,10000,10000
V,6,1,612
V,6,2,469,1
V,6,3,4,2
V,6,4,1315,3
V,6,5,31,4
V,6,6,154,5
V,6,7,294,6
V,6,8,650,7
V,6,9,23,8
T,7,10000,10000
V,7,1,354
V,7,2,471,1
V,7,3,128,2
V,7,4,719,3
V,7,5,1082,4
V,7,6,257,5
T,8,20000,20000
V,8,1,1094
V,8,2,55,1
V,8,3,244,2
V,8,4,216,3
V,8,5,30,4
T,9,20000,20000
V,9,1,2490
V,9,2,4814,1
V,9,3,1968,2
V,9,4,593,3
V,9,5,743,4
V,9,6,2994,5
V,9,7,68,6
T,10,20000,20000
V,10,1,1052
V,10,2,1519,1
V,10,3,690,2
V,10,4,12,3
V,10,5,814,4
V,10,6,1316,5
V,10,7,64,6
V,10,8,1344,7
V,10,9,919,8
T,11,20000,20000
V,11,1,30
V,11,2,97,1
V,11,3,98,2
V,11,4,151,3
V,11,5,102,4
V,11,6,28,5
V,11,7,39,6
V,11,8,193,7
V,11,9,19,8
T,12,20000,20000
V,12,1,6155
V,12,2,356,1
V,12,3,1214,2
V,12,4,197,3
V,12,5,363,4
T,13,20000,20000
V,13,1,342
V,13,2,883,1
V,13,3,1798,2
V,13,4,1495,3
V,13,5,716,4
V,13,6,2048,5
V,13,7,259,6
V,13,8,803,7
V,13,9,1944,8
V,13,10,1625,9
T,14,20000,20000
V,14,1,306
V,14,2,1425,1
V,14,3,706,2
V,14,4,10,3
V,14,5,865,4
V,14,6,34,5
V,14,7,1053,6
V,14,8,708,7
V,14,9,81,8
T,15,20000,20000
V,15,1,8
V,15,2,137,1
V,15,3,57,2
V,15,4,110,3
V,15,5,344,4
V,15,6,96,5
V,15,7,352,6
V,15,8,471,7
V,15,9,519,8
V,15,10,102,9
T,16,100000,100000
V,16,1,14325
V,16,2,4034,1
V,16,3,8006,2
V,16,4,12525,3
V,16,5,6059,4
V,16,6,11270,5
V,16,7,2586,6
V,16,8,36755,7
V,16,9,851,8
V,16,10,1979,9
T,17,100000,100000
V,17,1,11527
V,17,2,1893,1
V,17,3,506,2
V,17,4,4867,3
V,17,5,5124,4
V,17,6,3392,5
V,17,7,1309,6
V,17,8,5613,7
V,17,9,6603,8
V,17,10,1614,9
T,18,100000,100000
V,18,1,23
V,18,2,81,1
V,18,3,62,2
V,18,4,74,3
V,18,5,38,4
V,18,6,434,5
T,19,100000,100000
V,19,1,1079
V,19,2,697,1
V,19,3,1003,2
V,19,4,978,3
V,19,5,430,4
V,19,6,434,5
V,19,7,570,6
V,19,8,650,7
V,19,9,754,8
V,19,10,1090,9
T,20,100000,100000
V,20,1,2462
V,20,2,3780,1
V,20,3,3702,2
V,20,4,5092,3
V,20,5,4099,4
V,20,6,6671,5
V,20,7,21450,6
V,20,8,2959,7
V,20,9,4223,8
T,21,100000,100000
V,21,1,222
V,21,2,635,1
V,21,3,364,2
V,21,4,296,3
V,21,5,194,4
V,21,6,268,5
V,21,7,217,6
T,22,100000,100000
V,22,1,11194
V,22,2,1883,1
V,22,3,2651,2
V,22,4,10944,3
V,22,5,17878,4
V,22,6,29966,5
V,22,7,759,6
V,22,8,1498,7
T,23,1000000,1000000
V,23,1,10012
V,23,2,45115,1
V,23,3,66246,2
V,23,4,60042,3
V,23,5,66269,4
V,23,6,32007,5
V,23,7,139078,6
V,23,8,53292,7
V,23,9,5127,8
T,24,1000000,1000000
V,24,1,4315
V,24,2,1487,1
V,24,3,6524,2
V,24,4,488,3
V,24,5,2332,4
V,24,6,2113,5
V,24,7,5314,6
V,24,8,5227,7
V,24,9,7356,8
