T,1,5000,5000
V,1,1,180
V,1,2,152,1
V,1,3,78,2
V,1,4,84,3
V,1,5,4,4
V,1,6,6,5
V,1,7,37,6
V,1,8,55,7
V,1,9,73,8
V,1,10,99,9
T,2,10000,10000
V,2,1,517
V,2,2,238,1
V,2,3,83,2
V,2,4,940,3
V,2,5,209,4
T,3,10000,10000
V,3,1,67
V,3,2,803,1
V,3,3,14,2
V,3,4,56,3
V,3,5,535,4
T,4,10000,10000
V,4,1,270
V,4,2,193,1
V,4,3,203,2
V,4,4,124,3
V,4,5,239,4
V,4,6,277,5
V,4,7,717,6
V,4,8,207,7
V,4,9,38,8
T,5,10000,10000
V,5,1,1660
V,5,2,2072,1
V,5,3,134,2
V,5,4,81,3
V,5,5,1745,4
T,6,20000,20000
V,6,1,977
V,6,2,433,1
V,6,3,16,2
V,6,4,692,3
V,6,5,721,4
V,6,6,430,5
V,6,7,572,6
V,6,8,255,7
V,6,9,19,8
V,6,10,61,9
T,7,20000,20000
V,7,1,103
V,7,2,119,1
V,7,3,76,2
V,7,4,869,3
V,7,5,425,4
V,7,6,433,5
V,7,7,508,6
V,7,8,468,7
V,7,9,270,8
T,8,20000,20000
V,8,1,315
V,8,2,4105,1
V,8,3,598,2
V,8,4,298,3
V,8,5,774,4
T,9,20000,20000
V,9,1,632
V,9,2,646,1
V,9,3,4504,2
V,9,4,1636,3
V,9,5,2185,4
T,10,20000,20000
V,10,1,103
V,10,2,16,1
V,10,3,19,2
V,10,4,103,3
V,10,5,92,4
V,10,6,104,5
V,10,7,197,6
V,10,8,64,7
T,11,50000,50000
V,11,1,2444
V,11,2,17315,1
V,11,3,509,2
V,11,4,2060,3
V,11,5,1115,4
V,11,6,2516,5
V,11,7,1532,6
V,11,8,1692,7
V,11,9,9060,8
T,12,50000,50000
V,12,1,3694
V,12,2,4724,1
V,12,3,571,2
V,12,4,650,3
V,12,5,247,4
V,12,6,5074,5
V,12,7,684,6
V,12,8,713,7
V,12,9,1753,8
V,12,10,2072,9
T,13,50000,50000
V,13,1,3914
V,13,2,3369,1
V,13,3,548,2
V,13,4,286,3
V,13,5,3,4
V,13,6,1736,5
V,13,7,226,6
V,13,8,1865,7
T,14,50000,50000
V,14,1,14520
V,14,2,1455,1
V,14,3,1504,2
V,14,4,2603,3
V,14,5,4800,4
V,14,6,1551,5
T,15,100000,100000
V,15,1,1577
V,15,2,765,1
V,15,3,708,2
V,15,4,1082,3
V,15,5,1990,4
V,15,6,4398,5
V,15,7,2470,6
V,15,8,2514,7
T,16,100000,100000
V,16,1,35599
V,16,2,4076,1
V,16,3,5404,2
V,16,4,8207,3
V,16,5,8338,4
V,16,6,4121,5
V,16,7,446,6
V,16,8,2121,7
T,17,100000,100000
V,17,1,8374
V,17,2,4101,1
V,17,3,9658,2
V,17,4,9185,3
V,17,5,17359,4
V,17,6,28273,5
T,18,100000,100000
V,18,1,343
V,18,2,4560,1
V,18,3,2413,2
V,18,4,14004,3
V,18,5,1183,4
V,18,6,33690,5
V,18,7,1510,6
V,18,8,6474,7
V,18,9,2651,8
V,18,10,3191,9
T,19,100000,100000
V,19,1,3762
V,19,2,1576,1
V,19,3,9120,2
V,19,4,3537,3
V,19,5,1160,4
V,19,6,50,5
V,19,7,1564,6
V,19,8,2294,7
V,19,9,2779,8
V,19,10,10909,9
T,20,100000,100000
V,20,1,3713
V,20,2,5537,1
V,20,3,5194,2
V,20,4,5352,3
V,20,5,3652,4
V,20,6,1002,5
T,21,100000,100000
V,21,1,94
V,21,2,108,1
V,21,3,77,2
V,21,4,103,3
V,21,5,78,4
V,21,6,254,5
V,21,7,161,6
V,21,8,22,7
T,22,100000,100000
V,22,1,3239
V,22,2,4625,1
V,22,3,2296,2
V,22,4,11137,3
V,22,5,1903,4
V,22,6,596,5
V,22,7,12769,6
T,23,200000,200000
V,23,1,11045
V,23,2,826,1
V,23,3,5688,2
V,23,4,18164,3
V,23,5,17695,4
V,23,6,447,5
T,24,1000000,1000000
V,24,1,8304
V,24,2,2855,1
V,24,3,1353,2
V,24,4,116,3
V,24,5,1762,4
V,24,6,1967,5
V,24,7,34,6
