T,1,1000,1000
V,1,1,14
V,1,2,11,1
V,1,3,1,2
V,1,4,3,3
V,1,5,29,4
V,1,6,14,5
V,1,7,17,6
V,1,8,5,7
V,1,9,4,8
V,1,10,9,9
T,2,1000,1000
V,2,1,6
V,2,2,14,1
V,2,3,5,2
V,2,4,17,3
V,2,5,1,4
V,2,6,2,5
V,2,7,5,6
V,2,8,4,7
T,3,10000,10000
V,3,1,65
V,3,2,92,1
V,3,3,237,2
V,3,4,1209,3
V,3,5,2350,4
V,3,6,98,5
V,3,7,1224,6
V,3,8,151,7
T,4,10000,10000
V,4,1,156
V,4,2,22,1
V,4,3,5,2
V,4,4,175,3
V,4,5,99,4
V,4,6,120,5
V,4,7,4,6
V,4,8,22,7
V,4,9,105,8
V,4,10,85,9
T,5,10000,10000
V,5,1,543
V,5,2,1213,1
V,5,3,107,2
V,5,4,1927,3
V,5,5,373,4
V,5,6,640,5
V,5,7,1791,6
T,6,10000,10000
V,6,1,346
V,6,2,618,1
V,6,3,1700,2
V,6,4,518,3
V,6,5,169,4
V,6,6,476,5
T,7,10000,10000
V,7,1,228
V,7,2,424,1
V,7,3,83,2
V,7,4,509,3
V,7,5,26,4
V,7,6,83,5
V,7,7,37,6
V,7,8,179,7
V,7,9,363,8
V,7,10,8,9
T,8,10000,10000
V,8,1,471
V,8,2,1667,1
V,8,3,17,2
V,8,4,19,3
V,8,5,291,4
V,8,6,64,5
V,8,7,4447,6
T,9,10000,10000
V,9,1,39
V,9,2,429,1
V,9,3,88,2
V,9,4,1067,3
V,9,5,366,4
V,9,6,793,5
V,9,7,139,6
V,9,8,245,7
V,9,9,214,8
T,10,10000,10000
V,10,1,413
V,10,2,306,1
V,10,3,1657,2
V,10,4,76,3
V,10,5,152,4
T,11,10000,10000
V,11,1,4
V,11,2,31,1
V,11,3,79,2
V,11,4,59,3
V,11,5,16,4
V,11,6,36,5
V,11,7,64,6
V,11,8,89,7
V,11,9,55,8
V,11,10,88,9
T,12,10000,10000
V,12,1,1
V,12,2,1,1
V,12,3,1,2
V,12,4,1,3
V,12,5,1,4
V,12,6,1,5
V,12,7,1,6
T,13,20000,20000
V,13,1,2066
V,13,2,853,1
V,13,3,1131,2
V,13,4,579,3
V,13,5,995,4
V,13,6,586,5
T,14,20000,20000
V,14,1,1347
V,14,2,1484,1
V,14,3,256,2
V,14,4,1291,3
V,14,5,1040,4
V,14,6,108,5
T,15,20000,20000
V,15,1,18
V,15,2,57,1
V,15,3,17,2
V,15,4,229,3
V,15,5,146,4
V,15,6,57,5
V,15,7,16,6
V,15,8,132,7
V,15,9,665,8
V,15,10,20,9
T,16,20000,20000
V,16,1,112
V,16,2,339,1
V,16,3,26,2
V,16,4,22,3
V,16,5,69,4
V,16,6,131,5
V,16,7,162,6
V,16,8,43,7
T,17,20000,20000
V,17,1,877
V,17,2,177,1
V,17,3,750,2
V,17,4,342,3
V,17,5,14,4
V,17,6,355,5
V,17,7,162,6
V,17,8,702,7
T,18,50000,50000
V,18,1,8041
V,18,2,5112,1
V,18,3,1771,2
V,18,4,8632,3
V,18,5,1370,4
T,19,100000,100000
V,19,1,34843
V,19,2,1615,1
V,19,3,6357,2
V,19,4,16436,3
V,19,5,357,4
V,19,6,9502,5
V,19,7,11854,6
V,19,8,1385,7
V,19,9,17329,8
T,20,100000,100000
V,20,1,3398
V,20,2,1711,1
V,20,3,1242,2
V,20,4,378,3
V,20,5,2677,4
V,20,6,329,5
V,20,7,3114,6
V,20,8,387,7
T,21,100000,100000
V,21,1,996
V,21,2,10964,1
V,21,3,5510,2
V,21,4,1449,3
V,21,5,17062,4
V,21,6,5296,5
V,21,7,3407,6
V,21,8,5838,7
V,21,9,132,8
T,22,100000,100000
V,22,1,4460
V,22,2,754,1
V,22,3,2870,2
V,22,4,2560,3
V,22,5,1018,4
V,22,6,2216,5
V,22,7,838,6
V,22,8,10588,7
V,22,9,1843,8
V,22,10,1554,9
T,23,100000,100000
V,23,1,2623
V,23,2,4099,1
V,23,3,9108,2
V,23,4,8587,3
V,23,5,2116,4
V,23,6,857,5
V,23,7,12393,6
V,23,8,11912,7
V,23,9,11246,8
V,23,10,366,9
T,24,100000,100000
V,24,1,4292
V,24,2,8824,1
V,24,3,452,2
V,24,4,207,3
V,24,5,19803,4
V,24,6,17336,5
V,24,7,1645,6
V,24,8,3297,7
V,24,9,7617,8
V,24,10,9219,9
