T,1,1000,1000
V,1,1,150
V,1,2,80,1
V,1,3,18,2
V,1,4,130,3
V,1,5,1,4
V,1,6,158,5
V,1,7,18,6
V,1,8,44,7
V,1,9,62,8
V,1,10,88,9
T,2,10000,10000
V,2,1,219
V,2,2,1356,1
V,2,3,344,2
V,2,4,321,3
V,2,5,277,4
V,2,6,118,5
V,2,7,156,6
V,2,8,832,7
V,2,9,189,8
T,3,10000,10000
V,3,1,222
V,3,2,89,1
V,3,3,506,2
V,3,4,523,3
V,3,5,238,4
V,3,6,158,5
V,3,7,130,6
V,3,8,464,7
V,3,9,507,8
T,4,10000,10000
V,4,1,1067
V,4,2,791,1
V,4,3,254,2
V,4,4,651,3
V,4,5,591,4
V,4,6,363,5
V,4,7,2922,6
V,4,8,2104,7
T,5,10000,10000
V,5,1,109
V,5,2,125,1
V,5,3,5,2
V,5,4,67,3
V,5,5,12,4
V,5,6,6,5
V,5,7,7,6
V,5,8,49,7
V,5,9,43,8
V,5,10,88,9
T,6,10000,10000
V,6,1,397
V,6,2,652,1
V,6,3,369,2
V,6,4,8,3
V,6,5,1995,4
V,6,6,7,5
V,6,7,201,6
V,6,8,736,7
V,6,9,130,8
V,6,10,371,9
T,7,100000,100000
V,7,1,106
V,7,2,134,1
V,7,3,45,2
V,7,4,128,3
V,7,5,317,4
T,8,100000,100000
V,8,1,1304
V,8,2,8172,1
V,8,3,2549,2
V,8,4,914,3
V,8,5,2496,4
V,8,6,1223,5
V,8,7,10,6
V,8,8,1299,7
V,8,9,377,8
V,8,10,19153,9
