T,1,2000,2000
V,1,1,4
V,1,2,13,1
V,1,3,42,2
V,1,4,3,3
V,1,5,41,4
V,1,6,58,5
V,1,7,56,6
V,1,8,268,7
V,1,9,100,8
V,1,10,54,9
T,2,10000,10000
V,2,1,365
V,2,2,959,1
V,2,3,380,2
V,2,4,2443,3
V,2,5,535,4
V,2,6,1432,5
V,2,7,396,6
V,2,8,316,7
T,3,10000,10000
V,3,1,3076
V,3,2,1417,1
V,3,3,232,2
V,3,4,135,3
V,3,5,2745,4
T,4,20000,20000
V,4,1,3694
V,4,2,3936,1
V,4,3,1685,2
V,4,4,2822,3
V,4,5,79,4
V,4,6,511,5
V,4,7,2608,6
T,5,20000,20000
V,5,1,388
V,5,2,5,1
V,5,3,436,2
V,5,4,441,3
V,5,5,455,4
V,5,6,70,5
V,5,7,104,6
T,6,20000,20000
V,6,1,118
V,6,2,496,1
V,6,3,797,2
V,6,4,22,3
V,6,5,30,4
V,6,6,3084,5
V,6,7,653,6
V,6,8,1088,7
T,7,50000,50000
V,7,1,1656
V,7,2,155,1
V,7,3,893,2
V,7,4,5234,3
V,7,5,4030,4
T,8,200000,200000
V,8,1,1111
V,8,2,779,1
V,8,3,2773,2
V,8,4,401,3
V,8,5,125,4
