T,1,1000,1000
V,1,1,67
V,1,2,56,1
V,1,3,40,2
V,1,4,30,3
V,1,5,7,4
T,2,10000,10000
V,2,1,228
V,2,2,39,1
V,2,3,57,2
V,2,4,32,3
V,2,5,88,4
V,2,6,44,5
T,3,10000,10000
V,3,1,132
V,3,2,140,1
V,3,3,15,2
V,3,4,105,3
V,3,5,47,4
V,3,6,83,5
V,3,7,35,6
V,3,8,174,7
V,3,9,79,8
T,4,10000,10000
V,4,1,14
V,4,2,27,1
V,4,3,109,2
V,4,4,122,3
V,4,5,124,4
V,4,6,111,5
T,5,10000,10000
V,5,1,190
V,5,2,153,1
V,5,3,9,2
V,5,4,170,3
V,5,5,272,4
V,5,6,390,5
T,6,10000,10000
V,6,1,126
V,6,2,101,1
V,6,3,446,2
V,6,4,22,3
V,6,5,688,4
V,6,6,483,5
V,6,7,420,6
V,6,8,200,7
T,7,10000,10000
V,7,1,357
V,7,2,897,1
V,7,3,851,2
V,7,4,272,3
V,7,5,190,4
V,7,6,404,5
V,7,7,69,6
V,7,8,1020,7
T,8,10000,10000
V,8,1,47
V,8,2,183,1
V,8,3,160,2
V,8,4,145,3
V,8,5,911,4
V,8,6,4,5
V,8,7,1081,6
T,9,10000,10000
V,9,1,33
V,9,2,18,1
V,9,3,155,2
V,9,4,191,3
V,9,5,34,4
V,9,6,29,5
V,9,7,59,6
T,10,10000,10000
V,10,1,37
V,10,2,58,1
V,10,3,135,2
V,10,4,149,3
V,10,5,154,4
V,10,6,139,5
V,10,7,54,6
V,10,8,39,7
T,11,20000,20000
V,11,1,2298
V,11,2,2648,1
V,11,3,391,2
V,11,4,1088,3
V,11,5,1705,4
V,11,6,785,5
V,11,7,1097,6
V,11,8,1654,7
V,11,9,168,8
T,12,20000,20000
V,12,1,676
V,12,2,2495,1
V,12,3,1547,2
V,12,4,1841,3
V,12,5,263,4
V,12,6,143,5
T,13,20000,20000
V,13,1,64
V,13,2,11,1
V,13,3,19,2
V,13,4,188,3
V,13,5,49,4
V,13,6,98,5
V,13,7,5,6
T,14,20000,20000
V,14,1,934
V,14,2,673,1
V,14,3,135,2
V,14,4,35,3
V,14,5,345,4
T,15,20000,20000
V,15,1,672
V,15,2,241,1
V,15,3,2408,2
V,15,4,346,3
V,15,5,111,4
V,15,6,99,5
V,15,7,81,6
V,15,8,151,7
T,16,20000,20000
V,16,1,50
V,16,2,15,1
V,16,3,110,2
V,16,4,26,3
V,16,5,57,4
T,17,50000,50000
V,17,1,1060
V,17,2,2433,1
V,17,3,989,2
V,17,4,4925,3
V,17,5,681,4
V,17,6,2700,5
T,18,100000,100000
V,18,1,39
V,18,2,453,1
V,18,3,81,2
V,18,4,1776,3
V,18,5,663,4
V,18,6,1779,5
V,18,7,53,6
V,18,8,109,7
V,18,9,238,8
T,19,100000,100000
V,19,1,1316
V,19,2,395,1
V,19,3,778,2
V,19,4,284,3
V,19,5,902,4
V,19,6,267,5
V,19,7,326,6
V,19,8,712,7
T,20,100000,100000
V,20,1,1527
V,20,2,214,1
V,20,3,1551,2
V,20,4,1512,3
V,20,5,1202,4
V,20,6,1251,5
V,20,7,1402,6
V,20,8,143,7
T,21,100000,100000
V,21,1,528
V,21,2,165,1
V,21,3,2130,2
V,21,4,2939,3
V,21,5,1269,4
V,21,6,1226,5
V,21,7,58,6
V,21,8,345,7
V,21,9,2584,8
V,21,10,546,9
T,22,100000,100000
V,22,1,23933
V,22,2,8008,1
V,22,3,1884,2
V,22,4,6558,3
V,22,5,4474,4
T,23,100000,100000
V,23,1,1138
V,23,2,485,1
V,23,3,996,2
V,23,4,2008,3
V,23,5,3568,4
V,23,6,858,5
V,23,7,780,6
V,23,8,812,7
V,23,9,96,8
T,24,200000,200000
V,24,1,143
V,24,2,301,1
V,24,3,3129,2
V,24,4,2223,3
V,24,5,1552,4
V,24,6,563,5
V,24,7,2687,6
V,24,8,2948,7
