T,1,10000,10000
V,1,1,86
V,1,2,13,1
V,1,3,15,2
V,1,4,112,3
V,1,5,97,4
V,1,6,22,5
V,1,7,8,6
V,1,8,18,7
V,1,9,34,8
V,1,10,72,9
T,2,10000,10000
V,2,1,96
V,2,2,9,1
V,2,3,631,2
V,2,4,72,3
V,2,5,110,4
T,3,10000,10000
V,3,1,61
V,3,2,121,1
V,3,3,147,2
V,3,4,681,3
V,3,5,578,4
V,3,6,263,5
T,4,10000,10000
V,4,1,281
V,4,2,489,1
V,4,3,211,2
V,4,4,454,3
V,4,5,9,4
V,4,6,1278,5
T,5,10000,10000
V,5,1,449
V,5,2,89,1
V,5,3,7,2
V,5,4,12,3
V,5,5,282,4
T,6,10000,10000
V,6,1,715
V,6,2,2413,1
V,6,3,304,2
V,6,4,2832,3
V,6,5,1274,4
T,7,10000,10000
V,7,1,1848
V,7,2,616,1
V,7,3,203,2
V,7,4,1339,3
V,7,5,85,4
V,7,6,960,5
T,8,10000,10000
V,8,1,422
V,8,2,995,1
V,8,3,1,2
V,8,4,395,3
V,8,5,40,4
V,8,6,367,5
V,8,7,1137,6
V,8,8,40,7
T,9,10000,10000
V,9,1,463
V,9,2,258,1
V,9,3,512,2
V,9,4,54,3
V,9,5,215,4
V,9,6,18,5
V,9,7,67,6
V,9,8,885,7
V,9,9,25,8
V,9,10,49,9
T,10,10000,10000
V,10,1,948
V,10,2,308,1
V,10,3,686,2
V,10,4,808,3
V,10,5,10,4
V,10,6,218,5
V,10,7,58,6
V,10,8,50,7
V,10,9,93,8
V,10,10,238,9
T,11,10000,10000
V,11,1,1
V,11,2,22,1
V,11,3,6,2
V,11,4,10,3
V,11,5,19,4
V,11,6,12,5
V,11,7,6,6
V,11,8,4,7
V,11,9,1,8
T,12,10000,10000
V,12,1,15
V,12,2,71,1
V,12,3,405,2
V,12,4,509,3
V,12,5,193,4
T,13,20000,20000
V,13,1,38
V,13,2,5,1
V,13,3,22,2
V,13,4,1,3
V,13,5,1,4
T,14,20000,20000
V,14,1,310
V,14,2,761,1
V,14,3,29,2
V,14,4,59,3
V,14,5,169,4
V,14,6,440,5
V,14,7,200,6
V,14,8,56,7
V,14,9,194,8
V,14,10,240,9
T,15,20000,20000
V,15,1,175
V,15,2,246,1
V,15,3,374,2
V,15,4,413,3
V,15,5,848,4
V,15,6,200,5
V,15,7,83,6
V,15,8,459,7
V,15,9,1083,8
T,16,20000,20000
V,16,1,62
V,16,2,160,1
V,16,3,74,2
V,16,4,42,3
V,16,5,265,4
V,16,6,35,5
V,16,7,5,6
T,17,20000,20000
V,17,1,143
V,17,2,365,1
V,17,3,130,2
V,17,4,308,3
V,17,5,43,4
V,17,6,72,5
V,17,7,192,6
V,17,8,154,7
T,18,20000,20000
V,18,1,163
V,18,2,111,1
V,18,3,146,2
V,18,4,128,3
V,18,5,107,4
V,18,6,110,5
V,18,7,182,6
V,18,8,798,7
V,18,9,30,8
V,18,10,275,9
T,19,50000,50000
V,19,1,94
V,19,2,405,1
V,19,3,633,2
V,19,4,156,3
V,19,5,675,4
V,19,6,1671,5
V,19,7,4,6
V,19,8,398,7
V,19,9,1,8
V,19,10,219,9
T,20,100000,100000
V,20,1,7661
V,20,2,149,1
V,20,3,2575,2
V,20,4,761,3
V,20,5,2970,4
T,21,100000,100000
V,21,1,124
V,21,2,742,1
V,21,3,230,2
V,21,4,2001,3
V,21,5,409,4
V,21,6,1314,5
T,22,100000,100000
V,22,1,2307
V,22,2,1413,1
V,22,3,24,2
V,22,4,491,3
V,22,5,522,4
V,22,6,4702,5
V,22,7,8548,6
T,23,100000,100000
V,23,1,71
V,23,2,905,1
V,23,3,80,2
V,23,4,14,3
V,23,5,108,4
V,23,6,343,5
V,23,7,88,6
V,23,8,367,7
V,23,9,6,8
V,23,10,219,9
T,24,100000,100000
V,24,1,100
V,24,2,17,1
V,24,3,15,2
V,24,4,36,3
V,24,5,15,4
