T,1,1000,1000
V,1,1,24
V,1,2,12,1
V,1,3,9,2
V,1,4,5,3
V,1,5,1,4
V,1,6,34,5
V,1,7,6,6
T,2,5000,5000
V,2,1,270
V,2,2,165,1
V,2,3,82,2
V,2,4,148,3
V,2,5,108,4
V,2,6,83,5
V,2,7,42,6
V,2,8,26,7
V,2,9,51,8
T,3,10000,10000
V,3,1,51
V,3,2,109,1
V,3,3,70,2
V,3,4,121,3
V,3,5,17,4
V,3,6,376,5
V,3,7,308,6
T,4,10000,10000
V,4,1,192
V,4,2,850,1
V,4,3,14,2
V,4,4,282,3
V,4,5,1158,4
V,4,6,16,5
V,4,7,652,6
V,4,8,107,7
T,5,10000,10000
V,5,1,23
V,5,2,46,1
V,5,3,348,2
V,5,4,321,3
V,5,5,216,4
V,5,6,40,5
V,5,7,418,6
V,5,8,169,7
V,5,9,235,8
T,6,10000,10000
V,6,1,245
V,6,2,25,1
V,6,3,26,2
V,6,4,35,3
V,6,5,61,4
V,6,6,497,5
V,6,7,396,6
T,7,10000,10000
V,7,1,420
V,7,2,356,1
V,7,3,149,2
V,7,4,430,3
V,7,5,47,4
V,7,6,689,5
T,8,20000,20000
V,8,1,50
V,8,2,10,1
V,8,3,209,2
V,8,4,86,3
V,8,5,66,4
V,8,6,54,5
V,8,7,187,6
V,8,8,76,7
T,9,20000,20000
V,9,1,127
V,9,2,1372,1
V,9,3,364,2
V,9,4,410,3
V,9,5,36,4
V,9,6,180,5
V,9,7,320,6
T,10,20000,20000
V,10,1,45
V,10,2,171,1
V,10,3,696,2
V,10,4,1689,3
V,10,5,97,4
V,10,6,33,5
V,10,7,132,6
V,10,8,422,7
V,10,9,191,8
V,10,10,629,9
T,11,50000,50000
V,11,1,79
V,11,2,45,1
V,11,3,37,2
V,11,4,18,3
V,11,5,127,4
V,11,6,38,5
V,11,7,107,6
T,12,100000,100000
V,12,1,207
V,12,2,2485,1
V,12,3,2333,2
V,12,4,4144,3
V,12,5,8142,4
V,12,6,2490,5
V,12,7,1204,6
V,12,8,1662,7
V,12,9,263,8
T,13,100000,100000
V,13,1,636
V,13,2,798,1
V,13,3,2726,2
V,13,4,112,3
V,13,5,457,4
T,14,100000,100000
V,14,1,76
V,14,2,52,1
V,14,3,74,2
V,14,4,95,3
V,14,5,88,4
V,14,6,74,5
V,14,7,3,6
V,14,8,47,7
V,14,9,2,8
V,14,10,56,9
T,15,100000,100000
V,15,1,2808
V,15,2,1894,1
V,15,3,2063,2
V,15,4,2156,3
V,15,5,3508,4
V,15,6,13193,5
V,15,7,3719,6
T,16,100000,100000
V,16,1,1767
V,16,2,1528,1
V,16,3,3183,2
V,16,4,1960,3
V,16,5,3406,4
V,16,6,8322,5
V,16,7,213,6
