T,1,2000,2000
V,1,1,3
V,1,2,3,1
V,1,3,4,2
V,1,4,1,3
V,1,5,4,4
T,2,2000,2000
V,2,1,42
V,2,2,37,1
V,2,3,7,2
V,2,4,150,3
V,2,5,45,4
T,3,2000,2000
V,3,1,4
V,3,2,14,1
V,3,3,46,2
V,3,4,13,3
V,3,5,10,4
V,3,6,3,5
V,3,7,12,6
V,3,8,4,7
V,3,9,2,8
T,4,10000,10000
V,4,1,37
V,4,2,161,1
V,4,3,201,2
V,4,4,42,3
V,4,5,255,4
V,4,6,111,5
V,4,7,145,6
T,5,10000,10000
V,5,1,46
V,5,2,1589,1
V,5,3,220,2
V,5,4,1189,3
V,5,5,3191,4
T,6,10000,10000
V,6,1,103
V,6,2,131,1
V,6,3,58,2
V,6,4,7,3
V,6,5,225,4
V,6,6,76,5
V,6,7,64,6
V,6,8,166,7
T,7,10000,10000
V,7,1,10
V,7,2,39,1
V,7,3,64,2
V,7,4,261,3
V,7,5,107,4
V,7,6,20,5
V,7,7,289,6
V,7,8,100,7
V,7,9,104,8
V,7,10,20,9
T,8,10000,10000
V,8,1,170
V,8,2,383,1
V,8,3,205,2
V,8,4,645,3
V,8,5,622,4
V,8,6,96,5
T,9,20000,20000
V,9,1,400
V,9,2,757,1
V,9,3,669,2
V,9,4,1190,3
V,9,5,319,4
V,9,6,745,5
V,9,7,1480,6
V,9,8,430,7
T,10,20000,20000
V,10,1,27
V,10,2,25,1
V,10,3,44,2
V,10,4,98,3
V,10,5,18,4
V,10,6,28,5
V,10,7,6,6
V,10,8,33,7
T,11,20000,20000
V,11,1,65
V,11,2,78,1
V,11,3,7,2
V,11,4,206,3
V,11,5,121,4
T,12,20000,20000
V,12,1,483
V,12,2,47,1
V,12,3,1574,2
V,12,4,17,3
V,12,5,519,4
T,13,50000,50000
V,13,1,1913
V,13,2,2530,1
V,13,3,292,2
V,13,4,273,3
V,13,5,2596,4
V,13,6,352,5
V,13,7,512,6
V,13,8,4863,7
V,13,9,744,8
T,14,100000,100000
V,14,1,121
V,14,2,252,1
V,14,3,157,2
V,14,4,569,3
V,14,5,692,4
V,14,6,791,5
V,14,7,130,6
V,14,8,877,7
V,14,9,113,8
V,14,10,35,9
T,15,100000,100000
V,15,1,3248
V,15,2,4545,1
V,15,3,2478,2
V,15,4,5326,3
V,15,5,5447,4
T,16,100000,100000
V,16,1,2176
V,16,2,1408,1
V,16,3,358,2
V,16,4,5039,3
V,16,5,362,4
