T,1,2000,2000
V,1,1,8
V,1,2,9,1
V,1,3,41,2
V,1,4,34,3
V,1,5,75,4
V,1,6,28,5
V,1,7,166,6
V,1,8,49,7
V,1,9,4,8
V,1,10,53,9
T,2,5000,5000
V,2,1,26
V,2,2,14,1
V,2,3,191,2
V,2,4,146,3
V,2,5,3,4
V,2,6,134,5
V,2,7,60,6
V,2,8,69,7
T,3,10000,10000
V,3,1,64
V,3,2,64,1
V,3,3,320,2
V,3,4,1393,3
V,3,5,1426,4
V,3,6,432,5
V,3,7,3541,6
T,4,10000,10000
V,4,1,276
V,4,2,1004,1
V,4,3,242,2
V,4,4,1166,3
V,4,5,1065,4
V,4,6,447,5
V,4,7,168,6
V,4,8,1216,7
T,5,10000,10000
V,5,1,134
V,5,2,186,1
V,5,3,243,2
V,5,4,85,3
V,5,5,78,4
T,6,10000,10000
V,6,1,101
V,6,2,116,1
V,6,3,933,2
V,6,4,352,3
V,6,5,591,4
V,6,6,322,5
T,7,50000,50000
V,7,1,107
V,7,2,178,1
V,7,3,109,2
V,7,4,220,3
V,7,5,310,4
V,7,6,49,5
V,7,7,20,6
V,7,8,292,7
V,7,9,270,8
V,7,10,123,9
T,8,100000,100000
V,8,1,4486
V,8,2,643,1
V,8,3,29,2
V,8,4,10067,3
V,8,5,26044,4
