T,1,1000,1000
V,1,1,25
V,1,2,18,1
V,1,3,16,2
V,1,4,35,3
V,1,5,48,4
V,1,6,32,5
T,2,10000,10000
V,2,1,134
V,2,2,22,1
V,2,3,79,2
V,2,4,430,3
V,2,5,23,4
T,3,10000,10000
V,3,1,5
V,3,2,133,1
V,3,3,47,2
V,3,4,11,3
V,3,5,128,4
V,3,6,36,5
T,4,10000,10000
V,4,1,18
V,4,2,15,1
V,4,3,83,2
V,4,4,15,3
V,4,5,51,4
V,4,6,24,5
T,5,10000,10000
V,5,1,161
V,5,2,165,1
V,5,3,161,2
V,5,4,67,3
V,5,5,77,4
V,5,6,157,5
T,6,10000,10000
V,6,1,2092
V,6,2,1382,1
V,6,3,684,2
V,6,4,315,3
V,6,5,217,4
V,6,6,568,5
V,6,7,248,6
T,7,10000,10000
V,7,1,109
V,7,2,68,1
V,7,3,44,2
V,7,4,203,3
V,7,5,5,4
V,7,6,94,5
V,7,7,95,6
T,8,10000,10000
V,8,1,14
V,8,2,70,1
V,8,3,536,2
V,8,4,200,3
V,8,5,155,4
T,9,10000,10000
V,9,1,143
V,9,2,21,1
V,9,3,314,2
V,9,4,69,3
V,9,5,94,4
V,9,6,35,5
V,9,7,107,6
V,9,8,31,7
T,10,10000,10000
V,10,1,67
V,10,2,26,1
V,10,3,15,2
V,10,4,6,3
V,10,5,180,4
V,10,6,258,5
V,10,7,23,6
T,11,10000,10000
V,11,1,8
V,11,2,4,1
V,11,3,4,2
V,11,4,135,3
V,11,5,39,4
V,11,6,78,5
V,11,7,67,6
V,11,8,133,7
V,11,9,100,8
V,11,10,16,9
T,12,10000,10000
V,12,1,55
V,12,2,36,1
V,12,3,17,2
V,12,4,36,3
V,12,5,11,4
V,12,6,105,5
V,12,7,29,6
T,13,10000,10000
V,13,1,14
V,13,2,21,1
V,13,3,28,2
V,13,4,30,3
V,13,5,37,4
V,13,6,11,5
V,13,7,14,6
T,14,10000,10000
V,14,1,44
V,14,2,17,1
V,14,3,63,2
V,14,4,311,3
V,14,5,30,4
V,14,6,17,5
V,14,7,73,6
V,14,8,291,7
T,15,20000,20000
V,15,1,3
V,15,2,1242,1
V,15,3,569,2
V,15,4,120,3
V,15,5,2812,4
V,15,6,1054,5
V,15,7,642,6
T,16,20000,20000
V,16,1,252
V,16,2,356,1
V,16,3,196,2
V,16,4,142,3
V,16,5,73,4
V,16,6,50,5
T,17,20000,20000
V,17,1,24
V,17,2,528,1
V,17,3,47,2
V,17,4,538,3
V,17,5,850,4
V,17,6,353,5
T,18,20000,20000
V,18,1,1217
V,18,2,184,1
V,18,3,342,2
V,18,4,253,3
V,18,5,11,4
V,18,6,11,5
V,18,7,351,6
V,18,8,114,7
V,18,9,437,8
V,18,10,385,9
T,19,50000,50000
V,19,1,511
V,19,2,1842,1
V,19,3,462,2
V,19,4,404,3
V,19,5,1332,4
V,19,6,491,5
V,19,7,20,6
V,19,8,372,7
V,19,9,251,8
T,20,50000,50000
V,20,1,742
V,20,2,1635,1
V,20,3,1259,2
V,20,4,5121,3
V,20,5,898,4
V,20,6,1257,5
V,20,7,2028,6
T,21,100000,100000
V,21,1,3371
V,21,2,490,1
V,21,3,2778,2
V,21,4,3588,3
V,21,5,4655,4
V,21,6,2925,5
V,21,7,710,6
T,22,100000,100000
V,22,1,837
V,22,2,12600,1
V,22,3,2803,2
V,22,4,1170,3
V,22,5,6623,4
V,22,6,9397,5
V,22,7,2160,6
T,23,100000,100000
V,23,1,2273
V,23,2,3015,1
V,23,3,2496,2
V,23,4,437,3
V,23,5,863,4
V,23,6,1795,5
V,23,7,480,6
V,23,8,2225,7
T,24,100000,100000
V,24,1,124
V,24,2,38,1
V,24,3,3636,2
V,24,4,156,3
V,24,5,202,4
V,24,6,1007,5
V,24,7,1228,6
V,24,8,227,7
V,24,9,625,8
V,24,10,1545,9
