T,1,2000,2000
V,1,1,3
V,1,2,9,1
V,1,3,18,2
V,1,4,18,3
V,1,5,1,4
V,1,6,26,5
V,1,7,75,6
V,1,8,34,7
V,1,9,59,8
T,2,2000,2000
V,2,1,8
V,2,2,25,1
V,2,3,168,2
V,2,4,3,3
V,2,5,213,4
V,2,6,2,5
V,2,7,71,6
V,2,8,30,7
V,2,9,15,8
T,3,2000,2000
V,3,1,1
V,3,2,24,1
V,3,3,43,2
V,3,4,26,3
V,3,5,11,4
V,3,6,39,5
V,3,7,34,6
T,4,5000,5000
V,4,1,41
V,4,2,39,1
V,4,3,131,2
V,4,4,488,3
V,4,5,36,4
V,4,6,11,5
V,4,7,8,6
T,5,5000,5000
V,5,1,37
V,5,2,3,1
V,5,3,54,2
V,5,4,4,3
V,5,5,3,4
V,5,6,27,5
T,6,10000,10000
V,6,1,93
V,6,2,50,1
V,6,3,61,2
V,6,4,74,3
V,6,5,12,4
V,6,6,26,5
T,7,10000,10000
V,7,1,612
V,7,2,575,1
V,7,3,1453,2
V,7,4,369,3
V,7,5,99,4
V,7,6,741,5
V,7,7,318,6
V,7,8,1474,7
V,7,9,69,8
T,8,10000,10000
V,8,1,117
V,8,2,164,1
V,8,3,8,2
V,8,4,12,3
V,8,5,85,4
V,8,6,562,5
V,8,7,204,6
V,8,8,5,7
T,9,10000,10000
V,9,1,424
V,9,2,261,1
V,9,3,270,2
V,9,4,291,3
V,9,5,128,4
T,10,10000,10000
V,10,1,20
V,10,2,2,1
V,10,3,41,2
V,10,4,4,3
V,10,5,24,4
V,10,6,1,5
T,11,20000,20000
V,11,1,140
V,11,2,216,1
V,11,3,227,2
V,11,4,353,3
V,11,5,207,4
V,11,6,43,5
V,11,7,191,6
V,11,8,111,7
T,12,20000,20000
V,12,1,65
V,12,2,997,1
V,12,3,582,2
V,12,4,80,3
V,12,5,464,4
V,12,6,371,5
T,13,20000,20000
V,13,1,109
V,13,2,70,1
V,13,3,267,2
V,13,4,42,3
V,13,5,19,4
V,13,6,331,5
V,13,7,249,6
V,13,8,50,7
T,14,20000,20000
V,14,1,1805
V,14,2,78,1
V,14,3,925,2
V,14,4,50,3
V,14,5,3350,4
V,14,6,588,5
V,14,7,2264,6
V,14,8,1095,7
V,14,9,121,8
T,15,20000,20000
V,15,1,364
V,15,2,230,1
V,15,3,701,2
V,15,4,460,3
V,15,5,204,4
T,16,20000,20000
V,16,1,15
V,16,2,99,1
V,16,3,125,2
V,16,4,7,3
V,16,5,30,4
V,16,6,69,5
T,17,20000,20000
V,17,1,302
V,17,2,475,1
V,17,3,476,2
V,17,4,119,3
V,17,5,886,4
T,18,20000,20000
V,18,1,8
V,18,2,230,1
V,18,3,498,2
V,18,4,358,3
V,18,5,254,4
V,18,6,273,5
V,18,7,81,6
V,18,8,73,7
V,18,9,233,8
V,18,10,80,9
T,19,20000,20000
V,19,1,115
V,19,2,179,1
V,19,3,192,2
V,19,4,54,3
V,19,5,105,4
V,19,6,271,5
V,19,7,214,6
V,19,8,21,7
V,19,9,164,8
V,19,10,77,9
T,20,20000,20000
V,20,1,6
V,20,2,20,1
V,20,3,34,2
V,20,4,3,3
V,20,5,9,4
V,20,6,16,5
T,21,20000,20000
V,21,1,390
V,21,2,466,1
V,21,3,522,2
V,21,4,248,3
V,21,5,139,4
V,21,6,968,5
V,21,7,1247,6
V,21,8,208,7
T,22,20000,20000
V,22,1,444
V,22,2,54,1
V,22,3,739,2
V,22,4,233,3
V,22,5,237,4
V,22,6,50,5
V,22,7,219,6
V,22,8,66,7
V,22,9,161,8
V,22,10,496,9
T,23,50000,50000
V,23,1,2
V,23,2,40,1
V,23,3,1,2
V,23,4,56,3
V,23,5,21,4
V,23,6,67,5
T,24,50000,50000
V,24,1,3755
V,24,2,283,1
V,24,3,2753,2
V,24,4,122,3
V,24,5,34,4
V,24,6,2552,5
V,24,7,2166,6
V,24,8,1575,7
V,24,9,2001,8
T,25,100000,100000
V,25,1,2232
V,25,2,5709,1
V,25,3,3619,2
V,25,4,253,3
V,25,5,30,4
V,25,6,2835,5
T,26,100000,100000
V,26,1,48
V,26,2,11,1
V,26,3,68,2
V,26,4,54,3
V,26,5,133,4
V,26,6,54,5
V,26,7,27,6
V,26,8,8,7
T,27,100000,100000
V,27,1,2980
V,27,2,807,1
V,27,3,1375,2
V,27,4,1087,3
V,27,5,2026,4
V,27,6,2131,5
V,27,7,782,6
T,28,100000,100000
V,28,1,65
V,28,2,115,1
V,28,3,161,2
V,28,4,94,3
V,28,5,328,4
V,28,6,44,5
V,28,7,106,6
V,28,8,19,7
T,29,100000,100000
V,29,1,136
V,29,2,494,1
V,29,3,564,2
V,29,4,1191,3
V,29,5,553,4
V,29,6,225,5
V,29,7,2310,6
T,30,100000,100000
V,30,1,756
V,30,2,11584,1
V,30,3,329,2
V,30,4,352,3
V,30,5,511,4
T,31,100000,100000
V,31,1,397
V,31,2,258,1
V,31,3,286,2
V,31,4,20,3
V,31,5,362,4
V,31,6,129,5
V,31,7,31,6
V,31,8,32,7
T,32,100000,100000
V,32,1,540
V,32,2,1952,1
V,32,3,3142,2
V,32,4,1668,3
V,32,5,4587,4
V,32,6,932,5
V,32,7,2508,6
V,32,8,1764,7
V,32,9,1190,8
