T,1,2000,2000
V,1,1,76
V,1,2,26,1
V,1,3,3,2
V,1,4,37,3
V,1,5,25,4
V,1,6,14,5
V,1,7,28,6
V,1,8,23,7
T,2,5000,5000
V,2,1,31
V,2,2,114,1
V,2,3,97,2
V,2,4,103,3
V,2,5,159,4
V,2,6,55,5
V,2,7,579,6
V,2,8,158,7
T,3,10000,10000
V,3,1,343
V,3,2,93,1
V,3,3,127,2
V,3,4,205,3
V,3,5,266,4
V,3,6,23,5
V,3,7,225,6
V,3,8,67,7
V,3,9,133,8
V,3,10,100,9
T,4,10000,10000
V,4,1,24
V,4,2,291,1
V,4,3,151,2
V,4,4,208,3
V,4,5,102,4
V,4,6,218,5
V,4,7,145,6
V,4,8,222,7
V,4,9,71,8
T,5,10000,10000
V,5,1,621
V,5,2,35,1
V,5,3,59,2
V,5,4,223,3
V,5,5,940,4
V,5,6,179,5
V,5,7,208,6
V,5,8,176,7
V,5,9,53,8
V,5,10,164,9
T,6,10000,10000
V,6,1,13
V,6,2,186,1
V,6,3,80,2
V,6,4,237,3
V,6,5,258,4
V,6,6,389,5
V,6,7,275,6
T,7,20000,20000
V,7,1,495
V,7,2,856,1
V,7,3,513,2
V,7,4,607,3
V,7,5,707,4
V,7,6,187,5
V,7,7,101,6
T,8,20000,20000
V,8,1,55
V,8,2,65,1
V,8,3,12,2
V,8,4,96,3
V,8,5,10,4
V,8,6,13,5
V,8,7,43,6
V,8,8,47,7
V,8,9,162,8
V,8,10,61,9
T,9,50000,50000
V,9,1,282
V,9,2,1156,1
V,9,3,10,2
V,9,4,528,3
V,9,5,286,4
T,10,100000,100000
V,10,1,1623
V,10,2,4558,1
V,10,3,287,2
V,10,4,278,3
V,10,5,1660,4
V,10,6,1095,5
V,10,7,1699,6
V,10,8,688,7
V,10,9,995,8
T,11,200000,200000
V,11,1,2522
V,11,2,2845,1
V,11,3,82,2
V,11,4,2589,3
V,11,5,831,4
V,11,6,5407,5
V,11,7,2859,6
V,11,8,885,7
V,11,9,1276,8
V,11,10,9250,9
T,12,200000,200000
V,12,1,5
V,12,2,7,1
V,12,3,4,2
V,12,4,115,3
V,12,5,59,4
V,12,6,46,5
V,12,7,13,6
