T,1,1000,1000
V,1,1,18
V,1,2,7,1
V,1,3,4,2
V,1,4,8,3
V,1,5,10,4
V,1,6,4,5
V,1,7,33,6
V,1,8,5,7
V,1,9,7,8
T,2,2000,2000
V,2,1,127
V,2,2,98,1
V,2,3,94,2
V,2,4,33,3
V,2,5,47,4
V,2,6,20,5
V,2,7,85,6
V,2,8,233,7
V,2,9,1,8
T,3,5000,5000
V,3,1,127
V,3,2,67,1
V,3,3,28,2
V,3,4,257,3
V,3,5,2,4
V,3,6,31,5
V,3,7,79,6
T,4,10000,10000
V,4,1,159
V,4,2,78,1
V,4,3,73,2
V,4,4,3,3
V,4,5,44,4
V,4,6,11,5
V,4,7,62,6
V,4,8,8,7
V,4,9,4,8
T,5,10000,10000
V,5,1,124
V,5,2,209,1
V,5,3,48,2
V,5,4,181,3
V,5,5,74,4
V,5,6,264,5
V,5,7,129,6
T,6,10000,10000
V,6,1,29
V,6,2,181,1
V,6,3,22,2
V,6,4,1062,3
V,6,5,25,4
V,6,6,474,5
V,6,7,123,6
T,7,20000,20000
V,7,1,952
V,7,2,249,1
V,7,3,424,2
V,7,4,264,3
V,7,5,230,4
V,7,6,1611,5
V,7,7,3,6
T,8,20000,20000
V,8,1,16
V,8,2,23,1
V,8,3,34,2
V,8,4,110,3
V,8,5,503,4
T,9,20000,20000
V,9,1,900
V,9,2,345,1
V,9,3,249,2
V,9,4,120,3
V,9,5,1096,4
V,9,6,199,5
T,10,20000,20000
V,10,1,6
V,10,2,5,1
V,10,3,44,2
V,10,4,101,3
V,10,5,204,4
V,10,6,39,5
V,10,7,159,6
T,11,20000,20000
V,11,1,52
V,11,2,755,1
V,11,3,13,2
V,11,4,546,3
V,11,5,141,4
V,11,6,94,5
V,11,7,639,6
V,11,8,15,7
V,11,9,419,8
V,11,10,269,9
T,12,100000,100000
V,12,1,104
V,12,2,292,1
V,12,3,1722,2
V,12,4,2097,3
V,12,5,1380,4
V,12,6,491,5
V,12,7,222,6
V,12,8,1792,7
V,12,9,4394,8
V,12,10,2213,9
