T,1,1000,1000
V,1,1,138
V,1,2,238,1
V,1,3,310,2
V,1,4,35,3
V,1,5,4,4
V,1,6,28,5
V,1,7,87,6
V,1,8,62,7
V,1,9,80,8
V,1,10,4,9
T,2,2000,2000
V,2,1,379
V,2,2,1302,1
V,2,3,133,2
V,2,4,95,3
V,2,5,9,4
T,3,2000,2000
V,3,1,63
V,3,2,105,1
V,3,3,9,2
V,3,4,109,3
V,3,5,72,4
V,3,6,468,5
V,3,7,91,6
V,3,8,634,7
V,3,9,20,8
V,3,10,89,9
T,4,5000,5000
V,4,1,461
V,4,2,132,1
V,4,3,126,2
V,4,4,1450,3
V,4,5,69,4
V,4,6,9,5
V,4,7,17,6
V,4,8,19,7
V,4,9,476,8
T,5,10000,10000
V,5,1,1290
V,5,2,238,1
V,5,3,1725,2
V,5,4,729,3
V,5,5,11,4
T,6,10000,10000
V,6,1,295
V,6,2,1005,1
V,6,3,254,2
V,6,4,588,3
V,6,5,516,4
T,7,10000,10000
V,7,1,1107
V,7,2,250,1
V,7,3,51,2
V,7,4,239,3
V,7,5,842,4
V,7,6,1080,5
V,7,7,243,6
V,7,8,47,7
V,7,9,473,8
T,8,10000,10000
V,8,1,343
V,8,2,654,1
V,8,3,1106,2
V,8,4,114,3
V,8,5,260,4
V,8,6,2725,5
V,8,7,889,6
V,8,8,197,7
T,9,10000,10000
V,9,1,2292
V,9,2,1432,1
V,9,3,510,2
V,9,4,740,3
V,9,5,761,4
T,10,20000,20000
V,10,1,507
V,10,2,1323,1
V,10,3,4159,2
V,10,4,4286,3
V,10,5,3026,4
V,10,6,1077,5
V,10,7,491,6
T,11,20000,20000
V,11,1,227
V,11,2,341,1
V,11,3,86,2
V,11,4,9,3
V,11,5,190,4
V,11,6,11,5
T,12,20000,20000
V,12,1,5244
V,12,2,938,1
V,12,3,1338,2
V,12,4,203,3
V,12,5,3217,4
V,12,6,1925,5
V,12,7,5253,6
V,12,8,153,7
V,12,9,1648,8
T,13,20000,20000
V,13,1,331
V,13,2,64,1
V,13,3,1886,2
V,13,4,772,3
V,13,5,2402,4
V,13,6,5071,5
V,13,7,815,6
V,13,8,1372,7
V,13,9,3918,8
V,13,10,1769,9
T,14,20000,20000
V,14,1,890
V,14,2,294,1
V,14,3,710,2
V,14,4,1242,3
V,14,5,3406,4
V,14,6,1186,5
V,14,7,3203,6
V,14,8,1072,7
V,14,9,1376,8
V,14,10,4702,9
T,15,20000,20000
V,15,1,1540
V,15,2,1171,1
V,15,3,4698,2
V,15,4,5507,3
V,15,5,381,4
V,15,6,1043,5
V,15,7,1912,6
T,16,20000,20000
V,16,1,1061
V,16,2,1977,1
V,16,3,1919,2
V,16,4,3678,3
V,16,5,4251,4
V,16,6,749,5
V,16,7,4465,6
V,16,8,130,7
T,17,50000,50000
V,17,1,1948
V,17,2,1317,1
V,17,3,2875,2
V,17,4,14213,3
V,17,5,1534,4
V,17,6,1339,5
V,17,7,644,6
V,17,8,4034,7
V,17,9,9634,8
T,18,50000,50000
V,18,1,8392
V,18,2,402,1
V,18,3,4036,2
V,18,4,1609,3
V,18,5,57,4
V,18,6,15,5
V,18,7,4028,6
T,19,50000,50000
V,19,1,1000
V,19,2,790,1
V,19,3,2087,2
V,19,4,285,3
V,19,5,770,4
V,19,6,5160,5
V,19,7,8072,6
T,20,100000,100000
V,20,1,2213
V,20,2,3358,1
V,20,3,870,2
V,20,4,5413,3
V,20,5,3599,4
V,20,6,6446,5
T,21,100000,100000
V,21,1,1703
V,21,2,9023,1
V,21,3,28283,2
V,21,4,11404,3
V,21,5,918,4
V,21,6,20728,5
V,21,7,4039,6
V,21,8,4747,7
V,21,9,766,8
T,22,100000,100000
V,22,1,2987
V,22,2,24,1
V,22,3,1747,2
V,22,4,587,3
V,22,5,1750,4
V,22,6,1248,5
V,22,7,333,6
V,22,8,709,7
V,22,9,4140,8
V,22,10,272,9
T,23,100000,100000
V,23,1,4425
V,23,2,495,1
V,23,3,7712,2
V,23,4,22390,3
V,23,5,5817,4
T,24,200000,200000
V,24,1,1591
V,24,2,46,1
V,24,3,25640,2
V,24,4,18126,3
V,24,5,6134,4
V,24,6,15547,5
V,24,7,6006,6
V,24,8,4878,7
