"[(0, 10000, 0.3159723209711137, 3160), (1, 10000, 0.33776928744116597, 3378), (2, 20000, 0.6711238186361541, 13423), (3, 50000, 0.27513457295156635, 13757)]",1.6,80,False
"[(0, 100000, 0.024117796004038364, 2412), (1, 100000, 0.9228352814408329, 92284), (2, 100000, 0.5295138030048048, 52952), (3, 200000, 0.12353311955032402, 24707)]",1.6,80,True
"[(0, 20000, 0.03935617799552529, 788), (1, 10000, 0.5716265212816427, 5717), (2, 100000, 0.11913994558556808, 11914), (3, 20000, 0.8698773551372639, 17398)]",1.6,80,False
"[(0, 10000, 0.27371820509368566, 2738), (1, 1000000, 0.4673869567677842, 467387), (2, 20000, 0.7558311435284815, 15117), (3, 20000, 0.10306369461004868, 2062)]",1.6,80,False
"[(0, 100000, 0.20891631896168736, 20892), (1, 20000, 0.4861898818357679, 9724), (2, 1000000, 0.48872605494993115, 488727), (3, 100000, 0.41616774425261394, 41617)]",1.6,80,False
"[(0, 20000, 0.5500966937606822, 11002), (1, 20000, 0.6428840925400319, 12858), (2, 100000, 0.18391674531288024, 18392), (3, 20000, 0.2231024683864058, 4463)]",1.6,80,False
"[(0, 10000, 0.5099593603736758, 5100), (1, 1000, 0.71267675346961, 713), (2, 10000, 0.2018643291235379, 2019), (3, 100000, 0.17549955703317632, 17550)]",1.6,80,False
"[(0, 10000, 0.11986457459983862, 1199), (1, 1000, 0.9342290324970206, 935), (2, 10000, 0.17481998210464525, 1749), (3, 100000, 0.3710864107984956, 37109)]",1.6,80,False
"[(0, 10000, 0.9412845410816335, 9413), (1, 20000, 0.27765153187571984, 5554), (2, 200000, 0.26278472720733825, 52557), (3, 200000, 0.11827919983530852, 23656)]",1.6,80,False
"[(0, 20000, 0.19103792626502167, 3821), (1, 20000, 0.48400456729852237, 9681), (2, 10000, 0.7948557507122282, 7949), (3, 10000, 0.13010175572422786, 1302)]",1.6,80,True
"[(0, 1000000, 0.26422189642321453, 264222), (1, 20000, 0.4175252448380688, 8351), (2, 20000, 0.33775749812285105, 6756), (3, 50000, 0.5804953606158656, 29025)]",1.6,80,False
"[(0, 100000, 0.39937068390296276, 39938), (1, 100000, 0.8802108932545515, 88022), (2, 10000, 0.2905323152588971, 2906), (3, 20000, 0.029886107583588742, 598)]",1.6,80,False
"[(0, 10000, 0.13054847842481976, 1306), (1, 1000, 0.1439867671836167, 144), (2, 10000, 0.4313056828434956, 4314), (3, 10000, 0.894159071548068, 8942)]",1.6,80,False
"[(0, 20000, 0.07062491047534053, 1413), (1, 20000, 0.004330902740016862, 87), (2, 10000, 0.5354713979368351, 5355), (3, 10000, 0.9895727888478077, 9896)]",1.6,80,True
"[(0, 10000, 0.10542307493930987, 1055), (1, 100000, 0.8260385357218536, 82604), (2, 100000, 0.46593371501940695, 46594), (3, 20000, 0.20260467431942963, 4053)]",1.6,80,False
"[(0, 10000, 0.04439654943108651, 444), (1, 1000, 0.16923576926866335, 170), (2, 20000, 0.7909194020064684, 15819), (3, 2000, 0.595448279293782, 1191)]",1.6,80,True
"[(0, 100000, 0.20461153736312046, 20462), (1, 10000, 0.5376013425902817, 5377), (2, 20000, 0.6642074818576944, 13285), (3, 20000, 0.19357963818890359, 3872)]",1.6,80,False
"[(0, 2000, 0.0045984086864155225, 10), (1, 100000, 0.0903301257007607, 9034), (2, 5000, 0.5909768681057032, 2955), (3, 10000, 0.9140945975071209, 9141)]",1.6,80,False
"[(0, 20000, 0.5825826894985546, 11652), (1, 1000, 0.029833258456744807, 30), (2, 100000, 0.6490608596013223, 64907), (3, 20000, 0.3385231924433782, 6771)]",1.6,80,False
"[(0, 100000, 0.7124752754041824, 71248), (1, 1000000, 0.105659309611632, 105660), (2, 10000, 0.05005674922035861, 501), (3, 20000, 0.731808665763827, 14637)]",1.6,80,False
"[(0, 100000, 0.9801825119242173, 98019), (1, 20000, 0.05064249194024296, 1013), (2, 20000, 0.2700825110703387, 5402), (3, 10000, 0.29909248506520114, 2991)]",1.6,80,True
"[(0, 10000, 0.19938294069024656, 1994), (1, 100000, 0.5111144993383894, 51112), (2, 50000, 0.8525344478770183, 42627), (3, 20000, 0.036968112094345966, 740)]",1.6,80,False
