"[(0, 20000, 0.41781652904782096, 8357), (1, 20000, 0.0788235818247755, 1577), (2, 20000, 0.03411641109159348, 683), (3, 10000, 0.19031746766946486, 1904), (4, 100000, 0.12776874255285697, 12777), (5, 20000, 0.01103185776560685, 221), (6, 10000, 0.274412474381593, 2745), (7, 10000, 0.06571293566628841, 658)]",1.2,30
"[(0, 10000, 0.004420024477472462, 45), (1, 100000, 0.2161989594370768, 21620), (2, 100000, 0.06509228979103723, 6510), (3, 1000000, 0.1266511596600208, 126652), (4, 20000, 0.23243219111646107, 4649), (5, 20000, 0.09626103060349209, 1926), (6, 50000, 0.29993335047437236, 14997), (7, 10000, 0.15901099444006722, 1591)]",1.2,30
"[(0, 1000000, 0.04647920504459391, 46480), (1, 100000, 0.09734245367562397, 9735), (2, 5000, 0.09393805085457109, 470), (3, 1000, 0.5401772416243914, 541), (4, 20000, 0.1313450692714015, 2627), (5, 10000, 0.07880103092003476, 789), (6, 10000, 0.10179389594735684, 1018), (7, 1000000, 0.11012305266202657, 110124)]",1.2,30
"[(0, 1000, 0.10482770978943738, 105), (1, 50000, 0.16297895226882403, 8149), (2, 20000, 0.006161383593641129, 124), (3, 20000, 0.33756155664809456, 6752), (4, 20000, 0.24674305942338853, 4935), (5, 20000, 0.0725930828405001, 1452), (6, 100000, 0.20246282314373037, 20247), (7, 20000, 0.06667143229238373, 1334)]",1.2,30
"[(0, 100000, 0.28756838366690934, 28757), (1, 20000, 0.07072360996147159, 1415), (2, 100000, 0.03723996865133141, 3724), (3, 50000, 0.16266869194864852, 8134), (4, 100000, 0.1873361332713321, 18734), (5, 20000, 0.16422487555486112, 3285), (6, 1000000, 0.002535430262982463, 2536), (7, 5000, 0.28770290668246334, 1439)]",1.2,30
"[(0, 100000, 0.08872953682534584, 8873), (1, 1000, 0.13453384211777966, 135), (2, 10000, 0.047729931640250446, 478), (3, 100000, 0.0019377121747616965, 194), (4, 100000, 0.056097847386097265, 5610), (5, 50000, 0.3434249058667604, 17172), (6, 10000, 0.1250984390539695, 1251), (7, 10000, 0.40244778493503536, 4025)]",1.2,30
"[(0, 100000, 0.08675564645175957, 8676), (1, 10000, 0.10080444416210214, 1009), (2, 1000000, 0.09687153784985164, 96872), (3, 20000, 0.08695902278122658, 1740), (4, 20000, 0.13402641560045142, 2681), (5, 100000, 0.5672298564329851, 56723), (6, 20000, 0.1222808318094536, 2446), (7, 10000, 0.005072244912170031, 51)]",1.2,30
"[(0, 10000, 0.07939014537918763, 794), (1, 10000, 0.07605500063665836, 761), (2, 5000, 0.06778903200197077, 339), (3, 50000, 0.07114724372582197, 3558), (4, 10000, 0.42731317949841985, 4274), (5, 10000, 0.19861133689523394, 1987), (6, 200000, 0.13655559607617745, 27312), (7, 1000, 0.14313846578652986, 144)]",1.2,30
"[(0, 50000, 0.03637083187450336, 1819), (1, 10000, 0.11321996915128135, 1133), (2, 200000, 0.31378535714999434, 62758), (3, 10000, 0.12049176543839361, 1205), (4, 20000, 0.40639711802404777, 8128), (5, 1000, 0.12799196477251631, 128), (6, 10000, 0.06960114691467266, 697), (7, 100000, 0.012141846674590605, 1215)]",1.2,30
"[(0, 1000, 0.09488718551653602, 95), (1, 50000, 0.2999962740254319, 15000), (2, 20000, 0.3143117526563072, 6287), (3, 200000, 0.08569018692282981, 17139), (4, 20000, 0.0246589567416585, 494), (5, 1000, 0.04316544803642507, 44), (6, 20000, 0.3299845034459737, 6600), (7, 10000, 0.007305692654837614, 74)]",1.2,30
