T,1,10000,10000
V,1,1,228
V,1,2,144,1
V,1,3,49,2
V,1,4,696,3
V,1,5,221,4
V,1,6,250,5
V,1,7,824,6
V,1,8,329,7
V,1,9,1260,8
T,2,10000,10000
V,2,1,285
V,2,2,256,1
V,2,3,180,2
V,2,4,492,3
V,2,5,87,4
V,2,6,2051,5
V,2,7,1630,6
V,2,8,858,7
T,3,20000,20000
V,3,1,1977
V,3,2,800,1
V,3,3,749,2
V,3,4,60,3
V,3,5,1616,4
V,3,6,2955,5
V,3,7,764,6
V,3,8,41,7
V,3,9,1112,8
T,4,100000,100000
V,4,1,2321
V,4,2,922,1
V,4,3,2894,2
V,4,4,793,3
V,4,5,616,4
V,4,6,1302,5
V,4,7,759,6
V,4,8,1752,7
