T,1,1000,1000
V,1,1,75
V,1,2,6,1
V,1,3,1,2
V,1,4,13,3
V,1,5,8,4
V,1,6,32,5
V,1,7,1,6
T,2,10000,10000
V,2,1,1361
V,2,2,156,1
V,2,3,1556,2
V,2,4,217,3
V,2,5,703,4
V,2,6,47,5
V,2,7,1068,6
T,3,10000,10000
V,3,1,665
V,3,2,1598,1
V,3,3,1288,2
V,3,4,517,3
V,3,5,55,4
V,3,6,137,5
V,3,7,246,6
V,3,8,1262,7
V,3,9,1534,8
T,4,10000,10000
V,4,1,668
V,4,2,56,1
V,4,3,324,2
V,4,4,224,3
V,4,5,223,4
T,5,10000,10000
V,5,1,296
V,5,2,1582,1
V,5,3,97,2
V,5,4,307,3
V,5,5,4,4
V,5,6,306,5
V,5,7,293,6
V,5,8,589,7
T,6,10000,10000
V,6,1,44
V,6,2,95,1
V,6,3,956,2
V,6,4,28,3
V,6,5,492,4
V,6,6,304,5
V,6,7,139,6
V,6,8,295,7
T,7,10000,10000
V,7,1,156
V,7,2,78,1
V,7,3,88,2
V,7,4,80,3
V,7,5,121,4
V,7,6,385,5
V,7,7,102,6
T,8,10000,10000
V,8,1,824
V,8,2,41,1
V,8,3,170,2
V,8,4,95,3
V,8,5,97,4
V,8,6,136,5
V,8,7,88,6
V,8,8,34,7
V,8,9,18,8
V,8,10,63,9
T,9,10000,10000
V,9,1,48
V,9,2,222,1
V,9,3,209,2
V,9,4,13,3
V,9,5,43,4
V,9,6,152,5
V,9,7,82,6
V,9,8,15,7
V,9,9,152,8
V,9,10,56,9
T,10,10000,10000
V,10,1,636
V,10,2,48,1
V,10,3,119,2
V,10,4,140,3
V,10,5,73,4
V,10,6,12,5
V,10,7,409,6
T,11,10000,10000
V,11,1,14
V,11,2,3,1
V,11,3,61,2
V,11,4,102,3
V,11,5,8,4
V,11,6,16,5
V,11,7,134,6
V,11,8,27,7
V,11,9,66,8
T,12,10000,10000
V,12,1,15
V,12,2,15,1
V,12,3,58,2
V,12,4,17,3
V,12,5,8,4
V,12,6,62,5
V,12,7,32,6
V,12,8,3,7
V,12,9,14,8
T,13,10000,10000
V,13,1,21
V,13,2,17,1
V,13,3,31,2
V,13,4,24,3
V,13,5,7,4
V,13,6,9,5
V,13,7,6,6
V,13,8,1,7
T,14,10000,10000
V,14,1,35
V,14,2,47,1
V,14,3,11,2
V,14,4,37,3
V,14,5,5,4
V,14,6,13,5
T,15,10000,10000
V,15,1,171
V,15,2,41,1
V,15,3,137,2
V,15,4,127,3
V,15,5,236,4
V,15,6,344,5
V,15,7,245,6
T,16,10000,10000
V,16,1,1099
V,16,2,176,1
V,16,3,658,2
V,16,4,120,3
V,16,5,137,4
T,17,20000,20000
V,17,1,97
V,17,2,217,1
V,17,3,1981,2
V,17,4,766,3
V,17,5,974,4
V,17,6,496,5
T,18,20000,20000
V,18,1,9
V,18,2,27,1
V,18,3,198,2
V,18,4,154,3
V,18,5,283,4
V,18,6,73,5
V,18,7,159,6
V,18,8,12,7
V,18,9,35,8
T,19,20000,20000
V,19,1,127
V,19,2,38,1
V,19,3,67,2
V,19,4,12,3
V,19,5,58,4
V,19,6,57,5
V,19,7,38,6
T,20,20000,20000
V,20,1,674
V,20,2,1021,1
V,20,3,703,2
V,20,4,44,3
V,20,5,152,4
V,20,6,27,5
V,20,7,1144,6
V,20,8,487,7
V,20,9,365,8
T,21,20000,20000
V,21,1,672
V,21,2,106,1
V,21,3,1453,2
V,21,4,402,3
V,21,5,140,4
T,22,50000,50000
V,22,1,132
V,22,2,415,1
V,22,3,311,2
V,22,4,1050,3
V,22,5,59,4
V,22,6,454,5
V,22,7,205,6
V,22,8,16,7
V,22,9,2,8
T,23,100000,100000
V,23,1,13094
V,23,2,15899,1
V,23,3,3103,2
V,23,4,3132,3
V,23,5,5846,4
V,23,6,1032,5
V,23,7,1598,6
V,23,8,21958,7
V,23,9,15848,8
T,24,100000,100000
V,24,1,2876
V,24,2,243,1
V,24,3,57,2
V,24,4,1144,3
V,24,5,105,4
V,24,6,332,5
V,24,7,2632,6
T,25,100000,100000
V,25,1,286
V,25,2,416,1
V,25,3,3636,2
V,25,4,3604,3
V,25,5,15731,4
V,25,6,3427,5
V,25,7,1116,6
V,25,8,550,7
T,26,100000,100000
V,26,1,4267
V,26,2,1062,1
V,26,3,949,2
V,26,4,298,3
V,26,5,203,4
V,26,6,650,5
V,26,7,923,6
V,26,8,2444,7
V,26,9,1372,8
T,27,100000,100000
V,27,1,636
V,27,2,1636,1
V,27,3,60,2
V,27,4,2881,3
V,27,5,730,4
T,28,100000,100000
V,28,1,1360
V,28,2,93,1
V,28,3,3501,2
V,28,4,7092,3
V,28,5,1545,4
V,28,6,1557,5
V,28,7,3989,6
V,28,8,1168,7
T,29,100000,100000
V,29,1,1330
V,29,2,983,1
V,29,3,440,2
V,29,4,520,3
V,29,5,1408,4
V,29,6,961,5
V,29,7,1437,6
V,29,8,660,7
V,29,9,39,8
T,30,100000,100000
V,30,1,2586
V,30,2,3819,1
V,30,3,2843,2
V,30,4,1098,3
V,30,5,958,4
T,31,100000,100000
V,31,1,54
V,31,2,708,1
V,31,3,414,2
V,31,4,734,3
V,31,5,750,4
V,31,6,38,5
T,32,100000,100000
V,32,1,2271
V,32,2,3078,1
V,32,3,766,2
V,32,4,113,3
V,32,5,87,4
V,32,6,393,5
