T,1,5000,5000
V,1,1,63
V,1,2,76,1
V,1,3,16,2
V,1,4,22,3
V,1,5,12,4
V,1,6,299,5
V,1,7,120,6
T,2,20000,20000
V,2,1,77
V,2,2,148,1
V,2,3,502,2
V,2,4,48,3
V,2,5,94,4
V,2,6,73,5
V,2,7,183,6
V,2,8,100,7
V,2,9,278,8
V,2,10,151,9
T,3,20000,20000
V,3,1,754
V,3,2,106,1
V,3,3,105,2
V,3,4,565,3
V,3,5,367,4
T,4,100000,100000
V,4,1,41
V,4,2,305,1
V,4,3,71,2
V,4,4,298,3
V,4,5,675,4
V,4,6,804,5
T,5,100000,100000
V,5,1,880
V,5,2,219,1
V,5,3,314,2
V,5,4,1093,3
V,5,5,111,4
V,5,6,84,5
V,5,7,260,6
V,5,8,573,7
V,5,9,895,8
V,5,10,489,9
T,6,1000000,1000000
V,6,1,5380
V,6,2,4288,1
V,6,3,6766,2
V,6,4,6582,3
V,6,5,769,4
V,6,6,2826,5
V,6,7,2228,6
V,6,8,2016,7
V,6,9,377,8
