T,1,10000,10000
V,1,1,44
V,1,2,9,1
V,1,3,15,2
V,1,4,15,3
V,1,5,2,4
V,1,6,83,5
V,1,7,71,6
V,1,8,8,7
T,2,10000,10000
V,2,1,566
V,2,2,708,1
V,2,3,540,2
V,2,4,59,3
V,2,5,65,4
T,3,10000,10000
V,3,1,96
V,3,2,25,1
V,3,3,172,2
V,3,4,64,3
V,3,5,231,4
V,3,6,143,5
V,3,7,60,6
T,4,20000,20000
V,4,1,374
V,4,2,136,1
V,4,3,376,2
V,4,4,277,3
V,4,5,665,4
V,4,6,254,5
V,4,7,629,6
V,4,8,178,7
V,4,9,31,8
T,5,20000,20000
V,5,1,35
V,5,2,50,1
V,5,3,290,2
V,5,4,120,3
V,5,5,409,4
V,5,6,79,5
V,5,7,203,6
V,5,8,211,7
T,6,20000,20000
V,6,1,31
V,6,2,47,1
V,6,3,701,2
V,6,4,79,3
V,6,5,93,4
T,7,20000,20000
V,7,1,789
V,7,2,233,1
V,7,3,44,2
V,7,4,220,3
V,7,5,61,4
V,7,6,122,5
V,7,7,50,6
V,7,8,559,7
V,7,9,233,8
V,7,10,155,9
T,8,50000,50000
V,8,1,127
V,8,2,20,1
V,8,3,58,2
V,8,4,289,3
V,8,5,34,4
T,9,100000,100000
V,9,1,1650
V,9,2,830,1
V,9,3,311,2
V,9,4,225,3
V,9,5,460,4
T,10,200000,200000
V,10,1,42
V,10,2,1606,1
V,10,3,324,2
V,10,4,48,3
V,10,5,488,4
V,10,6,616,5
V,10,7,50,6
T,11,200000,200000
V,11,1,381
V,11,2,1657,1
V,11,3,354,2
V,11,4,1481,3
V,11,5,824,4
V,11,6,678,5
V,11,7,193,6
V,11,8,225,7
V,11,9,1136,8
T,12,200000,200000
V,12,1,166
V,12,2,115,1
V,12,3,135,2
V,12,4,472,3
V,12,5,137,4
V,12,6,2561,5
V,12,7,12,6
V,12,8,608,7
V,12,9,246,8
