T,1,1000,1000
V,1,1,7
V,1,2,3,1
V,1,3,1,2
V,1,4,11,3
V,1,5,5,4
V,1,6,3,5
T,2,1000,1000
V,2,1,1
V,2,2,5,1
V,2,3,1,2
V,2,4,1,3
V,2,5,5,4
V,2,6,1,5
V,2,7,1,6
V,2,8,1,7
V,2,9,5,8
V,2,10,2,9
T,3,1000,1000
V,3,1,3
V,3,2,7,1
V,3,3,3,2
V,3,4,5,3
V,3,5,3,4
V,3,6,2,5
V,3,7,2,6
T,4,20000,20000
V,4,1,277
V,4,2,42,1
V,4,3,168,2
V,4,4,85,3
V,4,5,87,4
V,4,6,122,5
T,5,20000,20000
V,5,1,201
V,5,2,245,1
V,5,3,242,2
V,5,4,522,3
V,5,5,775,4
V,5,6,27,5
V,5,7,1240,6
V,5,8,361,7
T,6,20000,20000
V,6,1,50
V,6,2,25,1
V,6,3,33,2
V,6,4,173,3
V,6,5,6,4
V,6,6,9,5
V,6,7,39,6
V,6,8,136,7
T,7,20000,20000
V,7,1,272
V,7,2,649,1
V,7,3,858,2
V,7,4,605,3
V,7,5,449,4
V,7,6,168,5
V,7,7,321,6
T,8,20000,20000
V,8,1,552
V,8,2,32,1
V,8,3,73,2
V,8,4,547,3
V,8,5,285,4
V,8,6,315,5
V,8,7,19,6
V,8,8,221,7
V,8,9,456,8
T,9,100000,100000
V,9,1,662
V,9,2,552,1
V,9,3,708,2
V,9,4,419,3
V,9,5,310,4
V,9,6,713,5
V,9,7,140,6
T,10,100000,100000
V,10,1,844
V,10,2,153,1
V,10,3,998,2
V,10,4,19,3
V,10,5,509,4
V,10,6,179,5
V,10,7,2587,6
V,10,8,559,7
V,10,9,333,8
T,11,100000,100000
V,11,1,772
V,11,2,1626,1
V,11,3,3062,2
V,11,4,1013,3
V,11,5,849,4
T,12,100000,100000
V,12,1,190
V,12,2,10,1
V,12,3,281,2
V,12,4,492,3
V,12,5,63,4
V,12,6,405,5
V,12,7,970,6
V,12,8,53,7
V,12,9,777,8
