T,1,10000,10000
V,1,1,1
V,1,2,6,1
V,1,3,2,2
V,1,4,5,3
V,1,5,5,4
V,1,6,3,5
V,1,7,1,6
V,1,8,2,7
V,1,9,1,8
T,2,10000,10000
V,2,1,3
V,2,2,18,1
V,2,3,38,2
V,2,4,56,3
V,2,5,5,4
V,2,6,6,5
V,2,7,6,6
T,3,10000,10000
V,3,1,95
V,3,2,7,1
V,3,3,109,2
V,3,4,25,3
V,3,5,26,4
V,3,6,66,5
V,3,7,70,6
V,3,8,9,7
T,4,10000,10000
V,4,1,39
V,4,2,1,1
V,4,3,11,2
V,4,4,18,3
V,4,5,95,4
V,4,6,6,5
V,4,7,8,6
V,4,8,2,7
V,4,9,78,8
T,5,20000,20000
V,5,1,34
V,5,2,712,1
V,5,3,130,2
V,5,4,22,3
V,5,5,31,4
V,5,6,97,5
V,5,7,72,6
V,5,8,76,7
V,5,9,45,8
V,5,10,116,9
T,6,20000,20000
V,6,1,172
V,6,2,19,1
V,6,3,9,2
V,6,4,214,3
V,6,5,66,4
T,7,50000,50000
V,7,1,2896
V,7,2,942,1
V,7,3,1241,2
V,7,4,865,3
V,7,5,3728,4
V,7,6,698,5
V,7,7,2024,6
V,7,8,3259,7
T,8,100000,100000
V,8,1,630
V,8,2,7997,1
V,8,3,99,2
V,8,4,780,3
V,8,5,399,4
V,8,6,451,5
V,8,7,207,6
V,8,8,2254,7
V,8,9,400,8
T,9,100000,100000
V,9,1,4752
V,9,2,712,1
V,9,3,489,2
V,9,4,727,3
V,9,5,497,4
T,10,100000,100000
V,10,1,56
V,10,2,389,1
V,10,3,1547,2
V,10,4,589,3
V,10,5,964,4
V,10,6,203,5
V,10,7,1501,6
T,11,100000,100000
V,11,1,810
V,11,2,273,1
V,11,3,52,2
V,11,4,379,3
V,11,5,260,4
V,11,6,266,5
V,11,7,1587,6
V,11,8,638,7
V,11,9,364,8
V,11,10,1392,9
T,12,100000,100000
V,12,1,1
V,12,2,1,1
V,12,3,1,2
V,12,4,1,3
V,12,5,1,4
V,12,6,1,5
V,12,7,1,6
