T,1,10000,10000
V,1,1,183
V,1,2,81,1
V,1,3,23,2
V,1,4,94,3
V,1,5,228,4
V,1,6,276,5
V,1,7,1,6
V,1,8,705,7
T,2,20000,20000
V,2,1,6154
V,2,2,1803,1
V,2,3,484,2
V,2,4,57,3
V,2,5,113,4
V,2,6,653,5
V,2,7,920,6
V,2,8,3316,7
V,2,9,568,8
T,3,20000,20000
V,3,1,1
V,3,2,17,1
V,3,3,4,2
V,3,4,6,3
V,3,5,33,4
V,3,6,3,5
V,3,7,11,6
V,3,8,8,7
V,3,9,3,8
V,3,10,2,9
T,4,20000,20000
V,4,1,2540
V,4,2,769,1
V,4,3,220,2
V,4,4,4045,3
V,4,5,987,4
T,5,20000,20000
V,5,1,626
V,5,2,859,1
V,5,3,1756,2
V,5,4,498,3
V,5,5,469,4
V,5,6,1319,5
T,6,50000,50000
V,6,1,1447
V,6,2,2738,1
V,6,3,1197,2
V,6,4,5890,3
V,6,5,1062,4
T,7,100000,100000
V,7,1,1275
V,7,2,23536,1
V,7,3,12540,2
V,7,4,10905,3
V,7,5,9490,4
V,7,6,14013,5
V,7,7,513,6
T,8,1000000,1000000
V,8,1,19630
V,8,2,5537,1
V,8,3,11764,2
V,8,4,29072,3
V,8,5,35459,4
V,8,6,30656,5
V,8,7,101070,6
V,8,8,13857,7
V,8,9,8468,8
V,8,10,5255,9
