T,1,1000,1000
V,1,1,48
V,1,2,2,1
V,1,3,57,2
V,1,4,72,3
V,1,5,22,4
V,1,6,128,5
T,2,1000,1000
V,2,1,203
V,2,2,64,1
V,2,3,154,2
V,2,4,7,3
V,2,5,41,4
V,2,6,40,5
V,2,7,143,6
V,2,8,15,7
V,2,9,250,8
T,3,10000,10000
V,3,1,10
V,3,2,21,1
V,3,3,1,2
V,3,4,1,3
V,3,5,11,4
T,4,10000,10000
V,4,1,377
V,4,2,64,1
V,4,3,42,2
V,4,4,69,3
V,4,5,169,4
V,4,6,273,5
V,4,7,376,6
V,4,8,1001,7
T,5,20000,20000
V,5,1,1040
V,5,2,201,1
V,5,3,702,2
V,5,4,1070,3
V,5,5,3571,4
T,6,100000,100000
V,6,1,940
V,6,2,51,1
V,6,3,408,2
V,6,4,32,3
V,6,5,714,4
V,6,6,105,5
V,6,7,299,6
V,6,8,1708,7
V,6,9,1096,8
V,6,10,272,9
T,7,100000,100000
V,7,1,258
V,7,2,7404,1
V,7,3,602,2
V,7,4,9666,3
V,7,5,1918,4
V,7,6,206,5
V,7,7,6329,6
T,8,100000,100000
V,8,1,6388
V,8,2,4580,1
V,8,3,389,2
V,8,4,3102,3
V,8,5,20780,4
V,8,6,642,5
V,8,7,11881,6
V,8,8,7548,7
V,8,9,11754,8
