T,1,5000,5000
V,1,1,159
V,1,2,179,1
V,1,3,41,2
V,1,4,117,3
V,1,5,15,4
V,1,6,116,5
V,1,7,130,6
V,1,8,144,7
T,2,10000,10000
V,2,1,75
V,2,2,920,1
V,2,3,121,2
V,2,4,909,3
V,2,5,170,4
V,2,6,1754,5
V,2,7,173,6
V,2,8,115,7
V,2,9,124,8
T,3,10000,10000
V,3,1,118
V,3,2,187,1
V,3,3,3651,2
V,3,4,1280,3
V,3,5,497,4
T,4,10000,10000
V,4,1,1200
V,4,2,224,1
V,4,3,2122,2
V,4,4,3498,3
V,4,5,356,4
T,5,20000,20000
V,5,1,1364
V,5,2,1711,1
V,5,3,3002,2
V,5,4,1699,3
V,5,5,119,4
V,5,6,41,5
T,6,20000,20000
V,6,1,146
V,6,2,441,1
V,6,3,245,2
V,6,4,46,3
V,6,5,323,4
V,6,6,328,5
V,6,7,426,6
T,7,20000,20000
V,7,1,394
V,7,2,55,1
V,7,3,90,2
V,7,4,96,3
V,7,5,7,4
V,7,6,111,5
V,7,7,250,6
V,7,8,45,7
T,8,100000,100000
V,8,1,4520
V,8,2,7839,1
V,8,3,815,2
V,8,4,5132,3
V,8,5,2413,4
V,8,6,886,5
V,8,7,4032,6
V,8,8,83,7
V,8,9,4411,8
V,8,10,2445,9
