T,1,1000,1000
V,1,1,35
V,1,2,14,1
V,1,3,37,2
V,1,4,120,3
V,1,5,47,4
V,1,6,28,5
V,1,7,8,6
T,2,2000,2000
V,2,1,1103
V,2,2,140,1
V,2,3,131,2
V,2,4,46,3
V,2,5,89,4
V,2,6,75,5
V,2,7,15,6
T,3,10000,10000
V,3,1,562
V,3,2,2678,1
V,3,3,589,2
V,3,4,363,3
V,3,5,116,4
V,3,6,1060,5
V,3,7,197,6
V,3,8,1306,7
V,3,9,45,8
T,4,20000,20000
V,4,1,1782
V,4,2,4278,1
V,4,3,3774,2
V,4,4,1157,3
V,4,5,1785,4
V,4,6,1108,5
V,4,7,1123,6
V,4,8,2463,7
T,5,20000,20000
V,5,1,1665
V,5,2,153,1
V,5,3,1362,2
V,5,4,99,3
V,5,5,685,4
V,5,6,279,5
T,6,20000,20000
V,6,1,387
V,6,2,240,1
V,6,3,32,2
V,6,4,12,3
V,6,5,4,4
V,6,6,50,5
V,6,7,279,6
V,6,8,176,7
V,6,9,31,8
V,6,10,477,9
T,7,100000,100000
V,7,1,3495
V,7,2,5705,1
V,7,3,3902,2
V,7,4,7909,3
V,7,5,4555,4
V,7,6,22924,5
T,8,100000,100000
V,8,1,328
V,8,2,466,1
V,8,3,1085,2
V,8,4,6301,3
V,8,5,2343,4
V,8,6,3515,5
V,8,7,1493,6
V,8,8,1677,7
