T,1,5000,5000
V,1,1,72
V,1,2,224,1
V,1,3,546,2
V,1,4,61,3
V,1,5,72,4
V,1,6,14,5
V,1,7,58,6
T,2,10000,10000
V,2,1,199
V,2,2,2,1
V,2,3,714,2
V,2,4,268,3
V,2,5,345,4
V,2,6,421,5
V,2,7,893,6
V,2,8,122,7
T,3,10000,10000
V,3,1,217
V,3,2,125,1
V,3,3,163,2
V,3,4,251,3
V,3,5,282,4
V,3,6,70,5
T,4,20000,20000
V,4,1,69
V,4,2,251,1
V,4,3,981,2
V,4,4,170,3
V,4,5,44,4
V,4,6,425,5
V,4,7,14,6
V,4,8,600,7
V,4,9,1177,8
T,5,20000,20000
V,5,1,121
V,5,2,23,1
V,5,3,109,2
V,5,4,344,3
V,5,5,426,4
V,5,6,436,5
V,5,7,129,6
T,6,100000,100000
V,6,1,906
V,6,2,3084,1
V,6,3,6049,2
V,6,4,8319,3
V,6,5,1538,4
V,6,6,6767,5
V,6,7,542,6
V,6,8,1422,7
T,7,100000,100000
V,7,1,3282
V,7,2,3264,1
V,7,3,2214,2
V,7,4,534,3
V,7,5,2695,4
V,7,6,5776,5
V,7,7,6505,6
V,7,8,1223,7
V,7,9,3541,8
V,7,10,600,9
T,8,100000,100000
V,8,1,2825
V,8,2,1343,1
V,8,3,219,2
V,8,4,233,3
V,8,5,2054,4
V,8,6,1352,5
V,8,7,1712,6
V,8,8,36,7
V,8,9,3908,8
