T,1,1000,1000
V,1,1,9
V,1,2,14,1
V,1,3,31,2
V,1,4,9,3
V,1,5,25,4
V,1,6,4,5
V,1,7,4,6
V,1,8,43,7
V,1,9,2,8
V,1,10,6,9
T,2,2000,2000
V,2,1,8
V,2,2,16,1
V,2,3,6,2
V,2,4,37,3
V,2,5,167,4
V,2,6,4,5
V,2,7,16,6
V,2,8,4,7
V,2,9,43,8
T,3,10000,10000
V,3,1,121
V,3,2,136,1
V,3,3,354,2
V,3,4,613,3
V,3,5,1311,4
V,3,6,1000,5
T,4,10000,10000
V,4,1,2
V,4,2,1,1
V,4,3,17,2
V,4,4,547,3
V,4,5,23,4
V,4,6,502,5
T,5,10000,10000
V,5,1,27
V,5,2,280,1
V,5,3,18,2
V,5,4,157,3
V,5,5,203,4
V,5,6,147,5
V,5,7,94,6
V,5,8,4,7
V,5,9,137,8
T,6,10000,10000
V,6,1,728
V,6,2,66,1
V,6,3,226,2
V,6,4,207,3
V,6,5,240,4
V,6,6,1083,5
T,7,10000,10000
V,7,1,470
V,7,2,70,1
V,7,3,53,2
V,7,4,89,3
V,7,5,1123,4
V,7,6,369,5
V,7,7,44,6
V,7,8,144,7
T,8,10000,10000
V,8,1,77
V,8,2,763,1
V,8,3,325,2
V,8,4,452,3
V,8,5,386,4
V,8,6,97,5
V,8,7,669,6
V,8,8,88,7
T,9,20000,20000
V,9,1,309
V,9,2,255,1
V,9,3,31,2
V,9,4,81,3
V,9,5,150,4
V,9,6,142,5
T,10,20000,20000
V,10,1,1100
V,10,2,157,1
V,10,3,122,2
V,10,4,12,3
V,10,5,948,4
V,10,6,695,5
T,11,20000,20000
V,11,1,294
V,11,2,393,1
V,11,3,1968,2
V,11,4,738,3
V,11,5,183,4
V,11,6,488,5
V,11,7,266,6
V,11,8,380,7
V,11,9,748,8
V,11,10,645,9
T,12,20000,20000
V,12,1,874
V,12,2,399,1
V,12,3,246,2
V,12,4,497,3
V,12,5,698,4
V,12,6,29,5
V,12,7,1932,6
V,12,8,699,7
T,13,50000,50000
V,13,1,1588
V,13,2,5470,1
V,13,3,875,2
V,13,4,3843,3
V,13,5,1296,4
V,13,6,1290,5
V,13,7,6547,6
T,14,100000,100000
V,14,1,3310
V,14,2,1318,1
V,14,3,1388,2
V,14,4,2317,3
V,14,5,8068,4
V,14,6,41,5
V,14,7,5115,6
V,14,8,1711,7
V,14,9,317,8
T,15,100000,100000
V,15,1,2725
V,15,2,1205,1
V,15,3,246,2
V,15,4,246,3
V,15,5,2254,4
V,15,6,545,5
T,16,100000,100000
V,16,1,682
V,16,2,912,1
V,16,3,523,2
V,16,4,340,3
V,16,5,66,4
V,16,6,99,5
V,16,7,801,6
V,16,8,554,7
V,16,9,2756,8
V,16,10,66,9
