T,1,2000,2000
V,1,1,26
V,1,2,23,1
V,1,3,29,2
V,1,4,27,3
V,1,5,11,4
V,1,6,6,5
V,1,7,3,6
V,1,8,6,7
V,1,9,59,8
T,2,10000,10000
V,2,1,23
V,2,2,25,1
V,2,3,23,2
V,2,4,16,3
V,2,5,44,4
V,2,6,2,5
V,2,7,13,6
V,2,8,85,7
V,2,9,10,8
T,3,10000,10000
V,3,1,38
V,3,2,92,1
V,3,3,172,2
V,3,4,137,3
V,3,5,324,4
V,3,6,13,5
V,3,7,60,6
T,4,10000,10000
V,4,1,35
V,4,2,10,1
V,4,3,25,2
V,4,4,26,3
V,4,5,148,4
V,4,6,60,5
T,5,20000,20000
V,5,1,906
V,5,2,696,1
V,5,3,296,2
V,5,4,143,3
V,5,5,439,4
V,5,6,695,5
T,6,20000,20000
V,6,1,1280
V,6,2,44,1
V,6,3,137,2
V,6,4,1226,3
V,6,5,504,4
V,6,6,121,5
V,6,7,122,6
V,6,8,1331,7
V,6,9,41,8
V,6,10,650,9
T,7,20000,20000
V,7,1,23
V,7,2,96,1
V,7,3,78,2
V,7,4,40,3
V,7,5,146,4
V,7,6,222,5
V,7,7,52,6
V,7,8,39,7
V,7,9,31,8
T,8,20000,20000
V,8,1,780
V,8,2,962,1
V,8,3,960,2
V,8,4,1261,3
V,8,5,429,4
V,8,6,76,5
V,8,7,550,6
T,9,20000,20000
V,9,1,2631
V,9,2,1634,1
V,9,3,1816,2
V,9,4,355,3
V,9,5,974,4
V,9,6,1635,5
T,10,50000,50000
V,10,1,85
V,10,2,1140,1
V,10,3,4410,2
V,10,4,666,3
V,10,5,13683,4
T,11,100000,100000
V,11,1,2241
V,11,2,644,1
V,11,3,4363,2
V,11,4,212,3
V,11,5,368,4
V,11,6,6903,5
T,12,100000,100000
V,12,1,16892
V,12,2,1464,1
V,12,3,4888,2
V,12,4,754,3
V,12,5,1956,4
V,12,6,14323,5
V,12,7,126,6
V,12,8,260,7
T,13,100000,100000
V,13,1,4151
V,13,2,3077,1
V,13,3,13605,2
V,13,4,1039,3
V,13,5,389,4
V,13,6,442,5
V,13,7,13873,6
V,13,8,397,7
V,13,9,962,8
T,14,100000,100000
V,14,1,699
V,14,2,495,1
V,14,3,298,2
V,14,4,1,3
V,14,5,279,4
V,14,6,523,5
V,14,7,124,6
V,14,8,446,7
V,14,9,139,8
T,15,200000,200000
V,15,1,81
V,15,2,404,1
V,15,3,10,2
V,15,4,1566,3
V,15,5,794,4
V,15,6,2149,5
V,15,7,371,6
V,15,8,958,7
V,15,9,970,8
T,16,200000,200000
V,16,1,10730
V,16,2,16606,1
V,16,3,10452,2
V,16,4,27643,3
V,16,5,492,4
V,16,6,14549,5
