T,1,2000,2000
V,1,1,3
V,1,2,6,1
V,1,3,24,2
V,1,4,41,3
V,1,5,10,4
V,1,6,32,5
V,1,7,42,6
V,1,8,77,7
V,1,9,4,8
V,1,10,36,9
T,2,10000,10000
V,2,1,6
V,2,2,55,1
V,2,3,112,2
V,2,4,26,3
V,2,5,6,4
V,2,6,24,5
V,2,7,75,6
T,3,10000,10000
V,3,1,121
V,3,2,33,1
V,3,3,172,2
V,3,4,262,3
V,3,5,173,4
V,3,6,54,5
V,3,7,138,6
V,3,8,282,7
T,4,10000,10000
V,4,1,652
V,4,2,124,1
V,4,3,334,2
V,4,4,37,3
V,4,5,281,4
V,4,6,285,5
T,5,10000,10000
V,5,1,8
V,5,2,2,1
V,5,3,15,2
V,5,4,18,3
V,5,5,78,4
V,5,6,59,5
V,5,7,29,6
V,5,8,17,7
V,5,9,22,8
V,5,10,38,9
T,6,10000,10000
V,6,1,49
V,6,2,351,1
V,6,3,216,2
V,6,4,181,3
V,6,5,388,4
V,6,6,224,5
V,6,7,362,6
V,6,8,65,7
T,7,10000,10000
V,7,1,408
V,7,2,160,1
V,7,3,748,2
V,7,4,1038,3
V,7,5,1129,4
T,8,20000,20000
V,8,1,391
V,8,2,284,1
V,8,3,25,2
V,8,4,66,3
V,8,5,93,4
V,8,6,10,5
T,9,20000,20000
V,9,1,4536
V,9,2,2037,1
V,9,3,1000,2
V,9,4,4236,3
V,9,5,1295,4
V,9,6,105,5
V,9,7,1234,6
V,9,8,902,7
T,10,20000,20000
V,10,1,131
V,10,2,7,1
V,10,3,265,2
V,10,4,99,3
V,10,5,368,4
V,10,6,362,5
T,11,50000,50000
V,11,1,1288
V,11,2,2034,1
V,11,3,294,2
V,11,4,450,3
V,11,5,1018,4
V,11,6,2130,5
V,11,7,182,6
V,11,8,2987,7
V,11,9,323,8
T,12,50000,50000
V,12,1,417
V,12,2,1968,1
V,12,3,759,2
V,12,4,2122,3
V,12,5,247,4
V,12,6,250,5
V,12,7,223,6
V,12,8,3080,7
V,12,9,1952,8
V,12,10,456,9
T,13,100000,100000
V,13,1,1374
V,13,2,191,1
V,13,3,4371,2
V,13,4,3690,3
V,13,5,3040,4
V,13,6,307,5
T,14,100000,100000
V,14,1,213
V,14,2,18,1
V,14,3,74,2
V,14,4,87,3
V,14,5,92,4
V,14,6,249,5
V,14,7,175,6
V,14,8,66,7
T,15,100000,100000
V,15,1,1076
V,15,2,7237,1
V,15,3,6734,2
V,15,4,2589,3
V,15,5,1013,4
V,15,6,6540,5
V,15,7,4332,6
V,15,8,1426,7
V,15,9,5832,8
V,15,10,1369,9
T,16,100000,100000
V,16,1,6953
V,16,2,5818,1
V,16,3,76,2
V,16,4,5472,3
V,16,5,5266,4
V,16,6,4495,5
V,16,7,911,6
V,16,8,5633,7
