T,1,2000,2000
V,1,1,68
V,1,2,7,1
V,1,3,62,2
V,1,4,35,3
V,1,5,92,4
V,1,6,121,5
T,2,5000,5000
V,2,1,470
V,2,2,284,1
V,2,3,219,2
V,2,4,446,3
V,2,5,318,4
T,3,5000,5000
V,3,1,93
V,3,2,465,1
V,3,3,182,2
V,3,4,46,3
V,3,5,137,4
T,4,10000,10000
V,4,1,60
V,4,2,6,1
V,4,3,49,2
V,4,4,45,3
V,4,5,36,4
V,4,6,37,5
V,4,7,1,6
V,4,8,33,7
V,4,9,28,8
V,4,10,11,9
T,5,10000,10000
V,5,1,105
V,5,2,146,1
V,5,3,5,2
V,5,4,326,3
V,5,5,1334,4
V,5,6,398,5
V,5,7,809,6
V,5,8,1001,7
V,5,9,724,8
V,5,10,718,9
T,6,20000,20000
V,6,1,224
V,6,2,763,1
V,6,3,81,2
V,6,4,539,3
V,6,5,33,4
V,6,6,86,5
T,7,20000,20000
V,7,1,23
V,7,2,42,1
V,7,3,2074,2
V,7,4,395,3
V,7,5,271,4
V,7,6,800,5
V,7,7,37,6
V,7,8,109,7
V,7,9,404,8
V,7,10,169,9
T,8,20000,20000
V,8,1,231
V,8,2,269,1
V,8,3,364,2
V,8,4,185,3
V,8,5,113,4
V,8,6,193,5
V,8,7,134,6
V,8,8,584,7
V,8,9,335,8
V,8,10,40,9
T,9,20000,20000
V,9,1,1800
V,9,2,167,1
V,9,3,71,2
V,9,4,346,3
V,9,5,359,4
V,9,6,611,5
V,9,7,1805,6
V,9,8,160,7
V,9,9,442,8
T,10,100000,100000
V,10,1,12049
V,10,2,4947,1
V,10,3,6334,2
V,10,4,3317,3
V,10,5,4351,4
V,10,6,243,5
V,10,7,4226,6
V,10,8,4282,7
V,10,9,3849,8
V,10,10,1809,9
T,11,100000,100000
V,11,1,10752
V,11,2,865,1
V,11,3,3286,2
V,11,4,8656,3
V,11,5,2606,4
V,11,6,4031,5
T,12,100000,100000
V,12,1,427
V,12,2,1275,1
V,12,3,65,2
V,12,4,304,3
V,12,5,373,4
