T,1,1000,1000
V,1,1,4
V,1,2,7,1
V,1,3,4,2
V,1,4,6,3
V,1,5,1,4
V,1,6,5,5
V,1,7,8,6
T,2,10000,10000
V,2,1,353
V,2,2,1028,1
V,2,3,55,2
V,2,4,156,3
V,2,5,139,4
V,2,6,2185,5
T,3,10000,10000
V,3,1,114
V,3,2,64,1
V,3,3,60,2
V,3,4,311,3
V,3,5,144,4
V,3,6,229,5
V,3,7,44,6
V,3,8,75,7
V,3,9,41,8
V,3,10,567,9
T,4,10000,10000
V,4,1,43
V,4,2,2555,1
V,4,3,394,2
V,4,4,61,3
V,4,5,2031,4
V,4,6,33,5
V,4,7,272,6
V,4,8,1373,7
V,4,9,1809,8
T,5,10000,10000
V,5,1,92
V,5,2,228,1
V,5,3,174,2
V,5,4,15,3
V,5,5,32,4
V,5,6,9,5
T,6,10000,10000
V,6,1,330
V,6,2,508,1
V,6,3,1044,2
V,6,4,274,3
V,6,5,440,4
V,6,6,990,5
T,7,10000,10000
V,7,1,28
V,7,2,92,1
V,7,3,395,2
V,7,4,2,3
V,7,5,333,4
V,7,6,73,5
V,7,7,235,6
T,8,10000,10000
V,8,1,545
V,8,2,225,1
V,8,3,1044,2
V,8,4,1549,3
V,8,5,818,4
V,8,6,626,5
V,8,7,533,6
V,8,8,257,7
T,9,10000,10000
V,9,1,4
V,9,2,2500,1
V,9,3,839,2
V,9,4,429,3
V,9,5,150,4
T,10,10000,10000
V,10,1,28
V,10,2,106,1
V,10,3,10,2
V,10,4,52,3
V,10,5,18,4
T,11,20000,20000
V,11,1,567
V,11,2,1030,1
V,11,3,7960,2
V,11,4,6685,3
V,11,5,164,4
V,11,6,1807,5
T,12,20000,20000
V,12,1,1737
V,12,2,2303,1
V,12,3,1451,2
V,12,4,393,3
V,12,5,1074,4
V,12,6,458,5
T,13,20000,20000
V,13,1,264
V,13,2,42,1
V,13,3,12,2
V,13,4,23,3
V,13,5,71,4
V,13,6,241,5
V,13,7,222,6
V,13,8,32,7
T,14,20000,20000
V,14,1,3
V,14,2,253,1
V,14,3,143,2
V,14,4,104,3
V,14,5,5,4
V,14,6,181,5
T,15,20000,20000
V,15,1,491
V,15,2,1231,1
V,15,3,431,2
V,15,4,651,3
V,15,5,149,4
V,15,6,81,5
V,15,7,1480,6
V,15,8,72,7
T,16,20000,20000
V,16,1,225
V,16,2,199,1
V,16,3,327,2
V,16,4,124,3
V,16,5,79,4
V,16,6,22,5
V,16,7,526,6
V,16,8,320,7
T,17,50000,50000
V,17,1,297
V,17,2,432,1
V,17,3,294,2
V,17,4,497,3
V,17,5,564,4
V,17,6,454,5
T,18,50000,50000
V,18,1,1105
V,18,2,5119,1
V,18,3,1459,2
V,18,4,3884,3
V,18,5,1742,4
V,18,6,2939,5
V,18,7,742,6
T,19,50000,50000
V,19,1,202
V,19,2,1431,1
V,19,3,499,2
V,19,4,141,3
V,19,5,1065,4
V,19,6,312,5
V,19,7,1754,6
V,19,8,17,7
V,19,9,287,8
V,19,10,2708,9
T,20,100000,100000
V,20,1,1702
V,20,2,3752,1
V,20,3,2326,2
V,20,4,622,3
V,20,5,2105,4
V,20,6,1005,5
V,20,7,2103,6
V,20,8,3033,7
V,20,9,1715,8
V,20,10,5290,9
T,21,100000,100000
V,21,1,94
V,21,2,12789,1
V,21,3,10338,2
V,21,4,13260,3
V,21,5,11186,4
V,21,6,3121,5
V,21,7,256,6
V,21,8,9980,7
T,22,100000,100000
V,22,1,353
V,22,2,1894,1
V,22,3,1507,2
V,22,4,3071,3
V,22,5,380,4
V,22,6,1284,5
V,22,7,39,6
V,22,8,10,7
T,23,100000,100000
V,23,1,5631
V,23,2,4706,1
V,23,3,860,2
V,23,4,1432,3
V,23,5,6526,4
T,24,100000,100000
V,24,1,2405
V,24,2,206,1
V,24,3,3142,2
V,24,4,2374,3
V,24,5,1161,4
