T,1,5000,5000
V,1,1,72
V,1,2,189,1
V,1,3,5,2
V,1,4,115,3
V,1,5,292,4
T,2,10000,10000
V,2,1,57
V,2,2,472,1
V,2,3,24,2
V,2,4,84,3
V,2,5,266,4
V,2,6,191,5
V,2,7,151,6
T,3,10000,10000
V,3,1,50
V,3,2,558,1
V,3,3,1936,2
V,3,4,360,3
V,3,5,1112,4
T,4,10000,10000
V,4,1,374
V,4,2,252,1
V,4,3,100,2
V,4,4,445,3
V,4,5,116,4
V,4,6,280,5
V,4,7,1344,6
V,4,8,360,7
T,5,10000,10000
V,5,1,152
V,5,2,50,1
V,5,3,34,2
V,5,4,159,3
V,5,5,215,4
V,5,6,68,5
T,6,20000,20000
V,6,1,1085
V,6,2,1934,1
V,6,3,3969,2
V,6,4,1522,3
V,6,5,897,4
V,6,6,982,5
V,6,7,1440,6
V,6,8,1656,7
T,7,20000,20000
V,7,1,755
V,7,2,224,1
V,7,3,321,2
V,7,4,487,3
V,7,5,442,4
V,7,6,404,5
V,7,7,785,6
T,8,20000,20000
V,8,1,125
V,8,2,43,1
V,8,3,31,2
V,8,4,235,3
V,8,5,12,4
V,8,6,36,5
V,8,7,66,6
V,8,8,42,7
V,8,9,46,8
V,8,10,82,9
T,9,20000,20000
V,9,1,8
V,9,2,7,1
V,9,3,2,2
V,9,4,5,3
V,9,5,1,4
T,10,20000,20000
V,10,1,859
V,10,2,178,1
V,10,3,657,2
V,10,4,775,3
V,10,5,64,4
V,10,6,285,5
V,10,7,50,6
V,10,8,1571,7
V,10,9,77,8
V,10,10,1719,9
T,11,20000,20000
V,11,1,114
V,11,2,4784,1
V,11,3,212,2
V,11,4,3056,3
V,11,5,3354,4
V,11,6,1113,5
V,11,7,1949,6
V,11,8,152,7
T,12,20000,20000
V,12,1,2579
V,12,2,144,1
V,12,3,283,2
V,12,4,6270,3
V,12,5,6674,4
T,13,20000,20000
V,13,1,12
V,13,2,334,1
V,13,3,1139,2
V,13,4,200,3
V,13,5,196,4
V,13,6,671,5
V,13,7,237,6
V,13,8,14,7
V,13,9,234,8
V,13,10,622,9
T,14,20000,20000
V,14,1,41
V,14,2,1246,1
V,14,3,555,2
V,14,4,193,3
V,14,5,1107,4
V,14,6,117,5
T,15,50000,50000
V,15,1,48
V,15,2,11,1
V,15,3,79,2
V,15,4,6,3
V,15,5,36,4
V,15,6,132,5
V,15,7,33,6
V,15,8,14,7
V,15,9,17,8
V,15,10,104,9
T,16,100000,100000
V,16,1,452
V,16,2,1738,1
V,16,3,288,2
V,16,4,3716,3
V,16,5,827,4
V,16,6,2555,5
V,16,7,217,6
V,16,8,1227,7
V,16,9,98,8
V,16,10,1673,9
T,17,100000,100000
V,17,1,11
V,17,2,16,1
V,17,3,36,2
V,17,4,62,3
V,17,5,34,4
V,17,6,27,5
V,17,7,10,6
T,18,100000,100000
V,18,1,134
V,18,2,214,1
V,18,3,287,2
V,18,4,831,3
V,18,5,796,4
V,18,6,145,5
V,18,7,433,6
V,18,8,940,7
T,19,100000,100000
V,19,1,1941
V,19,2,4003,1
V,19,3,562,2
V,19,4,4605,3
V,19,5,237,4
V,19,6,435,5
V,19,7,6613,6
V,19,8,471,7
V,19,9,4549,8
T,20,100000,100000
V,20,1,2577
V,20,2,1278,1
V,20,3,839,2
V,20,4,3683,3
V,20,5,5471,4
V,20,6,4529,5
V,20,7,12430,6
V,20,8,1595,7
V,20,9,1080,8
T,21,100000,100000
V,21,1,14155
V,21,2,4585,1
V,21,3,2278,2
V,21,4,22473,3
V,21,5,6897,4
V,21,6,703,5
V,21,7,3716,6
T,22,100000,100000
V,22,1,663
V,22,2,494,1
V,22,3,3591,2
V,22,4,1406,3
V,22,5,482,4
V,22,6,1651,5
V,22,7,221,6
V,22,8,1218,7
T,23,100000,100000
V,23,1,5932
V,23,2,348,1
V,23,3,42437,2
V,23,4,12918,3
V,23,5,2180,4
V,23,6,1518,5
V,23,7,8172,6
V,23,8,492,7
V,23,9,446,8
V,23,10,186,9
T,24,200000,200000
V,24,1,17053
V,24,2,2745,1
V,24,3,1787,2
V,24,4,1552,3
V,24,5,4295,4
